mysql> select left(i,4),nat_id,incomeclass.x as incomeBracket,sum(expense.x),sum(q),count(*) from expense,incomeclass where f=fs_id  group by nat_id,incomeclass.x,left(i,4);
+-----------+--------+---------------+----------------+--------+----------+
| left(i,4) | nat_id | incomeBracket | sum(expense.x) | sum(q) | count(*) |
| 0711      |      1 |             5 |      68538.000 |     12 |       12 |
| 0713      |      1 |             5 |        467.000 |     19 |       19 |
| 0714      |      1 |             5 |       1457.250 |      7 |        5 |
| 0721      |      1 |             5 |      54437.205 |   1348 |     1084 |
| 0722      |      1 |             5 |     218867.970 |  52308 |    13994 |
| 0723      |      1 |             5 |      94901.180 |   6609 |     6014 |
| 0724      |      1 |             5 |       5001.150 |    380 |      341 |
| 0732      |      1 |             5 |       3798.350 |    157 |      143 |
| 0733      |      1 |             5 |      91625.880 |    229 |      188 |
| 0734      |      1 |             5 |        137.000 |      4 |        4 |
| 0736      |      1 |             5 |        515.000 |     16 |       16 |
| 0810      |      1 |             5 |        171.000 |      7 |        7 |
| 0820      |      1 |             5 |      53228.040 |   1463 |     1389 |
| 0830      |      1 |             5 |     143264.980 |   8605 |     7976 |
| 0911      |      1 |             5 |      25976.810 |    325 |      325 |
| 0912      |      1 |             5 |       2685.600 |     31 |       31 |
| 0913      |      1 |             5 |      21827.654 |    432 |      419 |
| 0914      |      1 |             5 |       2155.855 |    391 |      218 |
| 0915      |      1 |             5 |       1589.400 |    117 |      112 |
| 0921      |      1 |             5 |        350.000 |      2 |        2 |
| 0922      |      1 |             5 |       2472.250 |     26 |       25 |
| 0923      |      1 |             5 |        314.250 |     31 |       27 |
| 0931      |      1 |             5 |      19824.590 |   1176 |      946 |
| 0932      |      1 |             5 |      13800.480 |    540 |      439 |
| 0933      |      1 |             5 |       6556.750 |    486 |      393 |
| 0934      |      1 |             5 |       2663.450 |    249 |      200 |
| 0935      |      1 |             5 |         50.500 |      7 |        7 |
| 0941      |      1 |             5 |      39979.550 |   1542 |     1150 |
| 0942      |      1 |             5 |       3534.150 |    279 |      205 |
| 0951      |      1 |             5 |       3607.460 |    223 |      139 |
| 0952      |      1 |             5 |       4465.190 |   1871 |     1514 |
| 0953      |      1 |             5 |       1274.400 |    139 |       90 |
| 0954      |      1 |             5 |      26798.910 |   4614 |     2779 |
| 0960      |      1 |             5 |      33208.050 |     91 |       80 |
| 1010      |      1 |             5 |      12717.000 |    144 |      131 |
| 1020      |      1 |             5 |      56574.400 |    785 |      685 |
| 1030      |      1 |             5 |        850.000 |     12 |       12 |
| 1040      |      1 |             5 |      10369.500 |     32 |       30 |
| 1050      |      1 |             5 |      32777.250 |    434 |      407 |
| 1111      |      1 |             5 |     133178.530 |  12300 |     9936 |
| 1112      |      1 |             5 |      31974.580 |   4233 |     3214 |
| 1120      |      1 |             5 |      42866.010 |    209 |      170 |
| 1211      |      1 |             5 |      59257.570 |   5497 |     5079 |
| 1212      |      1 |             5 |       2646.815 |    278 |      207 |
| 1213      |      1 |             5 |     180290.119 |  50019 |    23742 |
| 1231      |      1 |             5 |      51437.290 |   1596 |     1278 |
| 1232      |      1 |             5 |      40404.250 |   1763 |     1585 |
| 1240      |      1 |             5 |         75.000 |      1 |        1 |
| 1251      |      1 |             5 |        509.250 |      3 |        3 |
| 1253      |      1 |             5 |         60.000 |      3 |        3 |
| 1254      |      1 |             5 |       4692.153 |    127 |       88 |
| 1255      |      1 |             5 |        180.000 |      2 |        2 |
| 1262      |      1 |             5 |       3026.700 |     77 |       62 |
| 1270      |      1 |             5 |     464705.770 |   3625 |     2325 |
| 1310      |      1 |             5 |      13859.250 |    440 |      357 |
| 1320      |      1 |             5 |     592873.766 |   3685 |     3464 |
| 0111      |      2 |             1 |      18880.908 |  22291 |    10756 |
| 0112      |      2 |             1 |      19470.285 |   7519 |     4768 |
| 0113      |      2 |             1 |       7350.343 |   2750 |     1915 |
| 0114      |      2 |             1 |      10356.585 |  12941 |     6884 |
| 0115      |      2 |             1 |       2938.510 |   1937 |     1636 |
| 0116      |      2 |             1 |       7513.886 |   7752 |     4734 |
| 0117      |      2 |             1 |      11221.873 |  17891 |    14067 |
| 0118      |      2 |             1 |       4098.160 |   3353 |     2043 |
| 0119      |      2 |             1 |       5164.856 |   9340 |     4160 |
| 0121      |      2 |             1 |       3171.185 |   2761 |     1232 |
| 0122      |      2 |             1 |       4573.006 |   4844 |     2782 |
| 0220      |      2 |             1 |       1664.406 |   1278 |     1101 |
| 0311      |      2 |             1 |       3253.400 |    324 |      126 |
| 0312      |      2 |             1 |      60627.367 |  11054 |     7740 |
| 0313      |      2 |             1 |       2310.965 |   1057 |      929 |
| 0314      |      2 |             1 |       3877.485 |   1740 |      986 |
| 0321      |      2 |             1 |      10727.290 |   2257 |     2101 |
| 0322      |      2 |             1 |        203.500 |    182 |      153 |
| 0411      |      2 |             1 |     214082.500 |   1607 |     1603 |
| 0421      |      2 |             1 |       2740.000 |     34 |       34 |
| 0431      |      2 |             1 |       1859.260 |    325 |      284 |
| 0432      |      2 |             1 |       3051.700 |    234 |      222 |
| 0441      |      2 |             1 |       5543.250 |   1658 |     1656 |
| 0442      |      2 |             1 |       3471.500 |    861 |      861 |
| 0443      |      2 |             1 |         15.250 |      7 |        7 |
| 0451      |      2 |             1 |       8663.300 |   1636 |     1636 |
| 0452      |      2 |             1 |       1867.200 |   1672 |     1622 |
| 0453      |      2 |             1 |        192.125 |    158 |       35 |
| 0454      |      2 |             1 |        359.620 |    246 |      216 |
| 0511      |      2 |             1 |       7903.110 |   1050 |      834 |
| 0512      |      2 |             1 |       2022.835 |    264 |      232 |
| 0513      |      2 |             1 |         22.000 |      3 |        3 |
| 0520      |      2 |             1 |       9646.805 |   2247 |     1676 |
| 0531      |      2 |             1 |       6920.910 |    329 |      323 |
| 0532      |      2 |             1 |       3719.735 |    682 |      665 |
| 0533      |      2 |             1 |       2540.650 |    359 |      356 |
| 0540      |      2 |             1 |      10695.690 |   4829 |     2445 |
| 0551      |      2 |             1 |         41.750 |     11 |       10 |
| 0552      |      2 |             1 |       4445.660 |   2990 |     1993 |
| 0561      |      2 |             1 |      21108.209 |  17410 |    11016 |
| 0562      |      2 |             1 |       2495.000 |    184 |      171 |
| 0611      |      2 |             1 |       4640.065 |   1225 |     1106 |
| 0612      |      2 |             1 |        258.230 |    223 |      218 |
| 0613      |      2 |             1 |       1609.300 |    101 |       95 |
| 0621      |      2 |             1 |       1124.500 |    110 |      110 |
| 0622      |      2 |             1 |         93.880 |     11 |       11 |
| 0623      |      2 |             1 |        722.900 |     45 |       44 |
| 0624      |      2 |             1 |       2318.000 |     30 |       24 |
| 0630      |      2 |             1 |         62.470 |      7 |        6 |
| 0711      |      2 |             1 |        500.200 |      1 |        1 |
| 0713      |      2 |             1 |         58.000 |      5 |        5 |
| 0714      |      2 |             1 |         17.900 |      3 |        3 |
| 0721      |      2 |             1 |       3797.200 |    316 |      214 |
| 0722      |      2 |             1 |      34453.595 |  12099 |     5087 |
| 0723      |      2 |             1 |      10255.785 |   1337 |     1265 |
| 0724      |      2 |             1 |        140.250 |     60 |       55 |
| 0732      |      2 |             1 |      10813.910 |   7688 |     7207 |
| 0733      |      2 |             1 |      13307.000 |     59 |       45 |
| 0734      |      2 |             1 |         38.000 |      4 |        4 |
| 0736      |      2 |             1 |        588.000 |     67 |       50 |
| 0810      |      2 |             1 |         72.500 |      5 |        5 |
| 0820      |      2 |             1 |       8374.060 |    688 |      662 |
| 0830      |      2 |             1 |      22167.260 |   8177 |     7557 |
| 0911      |      2 |             1 |       4280.410 |    239 |      238 |
| 0912      |      2 |             1 |        285.135 |     13 |       13 |
| 0913      |      2 |             1 |       2793.110 |    123 |      121 |
| 0914      |      2 |             1 |        345.620 |    168 |      117 |
| 0915      |      2 |             1 |        371.750 |     63 |       63 |
| 0922      |      2 |             1 |         26.500 |      1 |        1 |
| 0923      |      2 |             1 |          3.000 |      2 |        2 |
| 0931      |      2 |             1 |       2214.210 |    561 |      493 |
| 0932      |      2 |             1 |        562.320 |    185 |       89 |
| 0933      |      2 |             1 |        278.880 |     80 |       48 |
| 0934      |      2 |             1 |        105.010 |     31 |       26 |
| 0935      |      2 |             1 |        123.000 |     11 |        5 |
| 0941      |      2 |             1 |       3558.850 |    420 |      325 |
| 0942      |      2 |             1 |        563.950 |    173 |      144 |
| 0951      |      2 |             1 |       1263.150 |    119 |       91 |
| 0952      |      2 |             1 |        372.790 |    512 |      439 |
| 0953      |      2 |             1 |         25.500 |     21 |       17 |
| 0954      |      2 |             1 |       3455.135 |   2396 |     1415 |
| 0960      |      2 |             1 |        239.000 |     20 |       16 |
| 1010      |      2 |             1 |      11901.650 |    152 |      136 |
| 1020      |      2 |             1 |      12739.000 |    202 |      179 |
| 1030      |      2 |             1 |        150.000 |      1 |        1 |
| 1040      |      2 |             1 |        728.000 |      5 |        5 |
| 1050      |      2 |             1 |       1540.400 |     38 |       34 |
| 1111      |      2 |             1 |      14935.278 |   5661 |     4800 |
| 1112      |      2 |             1 |       2217.400 |    902 |      801 |
| 1211      |      2 |             1 |       6097.990 |   2457 |     2390 |
| 1212      |      2 |             1 |        583.805 |    123 |      120 |
| 1213      |      2 |             1 |      29940.008 |  22464 |    14880 |
| 1231      |      2 |             1 |       5595.975 |   1070 |      825 |
| 1232      |      2 |             1 |       5302.900 |   1260 |     1208 |
| 1251      |      2 |             1 |         51.000 |      1 |        1 |
| 1253      |      2 |             1 |         51.000 |      1 |        1 |
| 1254      |      2 |             1 |        322.500 |     16 |       16 |
| 1262      |      2 |             1 |        858.250 |    323 |      319 |
| 1270      |      2 |             1 |      11630.850 |    713 |      320 |
| 1310      |      2 |             1 |       5574.120 |    929 |      868 |
| 1320      |      2 |             1 |      43376.700 |    991 |      900 |
| 0111      |      2 |             2 |      25440.035 |  27506 |    11812 |
| 0112      |      2 |             2 |      31294.364 |   8393 |     5361 |
| 0113      |      2 |             2 |      12836.710 |   3553 |     1959 |
| 0114      |      2 |             2 |      14167.872 |  14246 |     7669 |
| 0115      |      2 |             2 |       4518.688 |   2426 |     1895 |
| 0116      |      2 |             2 |       8873.350 |   6945 |     5450 |
| 0117      |      2 |             2 |      15020.879 |  20056 |    15044 |
| 0118      |      2 |             2 |       5443.105 |   4080 |     2346 |
| 0119      |      2 |             2 |       5428.636 |   7810 |     4801 |
| 0121      |      2 |             2 |       2466.460 |   1725 |     1428 |
| 0122      |      2 |             2 |       8492.183 |   6655 |     2919 |
| 0220      |      2 |             2 |       2252.394 |   1501 |     1256 |
| 0311      |      2 |             2 |       3813.150 |    328 |      160 |
| 0312      |      2 |             2 |      91305.780 |  13360 |     8586 |
| 0313      |      2 |             2 |       3602.860 |   1324 |     1004 |
| 0314      |      2 |             2 |       5258.750 |   1744 |     1119 |
| 0321      |      2 |             2 |      15010.175 |   2540 |     2270 |
| 0322      |      2 |             2 |        194.575 |    137 |      109 |
| 0411      |      2 |             2 |     288084.000 |   1667 |     1667 |
| 0421      |      2 |             2 |       2630.000 |     16 |       16 |
| 0431      |      2 |             2 |       1793.225 |    311 |      275 |
| 0432      |      2 |             2 |       4226.600 |    311 |      306 |
| 0441      |      2 |             2 |       6585.450 |   1724 |     1718 |
| 0442      |      2 |             2 |       5527.250 |   1035 |     1025 |
| 0443      |      2 |             2 |         40.390 |     14 |       14 |
| 0451      |      2 |             2 |      10781.500 |   1696 |     1679 |
| 0452      |      2 |             2 |       1814.370 |   1556 |     1481 |
| 0453      |      2 |             2 |         13.400 |     17 |        8 |
| 0454      |      2 |             2 |        476.030 |    335 |      298 |
| 0511      |      2 |             2 |      18414.225 |   1479 |     1069 |
| 0512      |      2 |             2 |       4753.495 |    380 |      326 |
| 0513      |      2 |             2 |         85.000 |      8 |        8 |
| 0520      |      2 |             2 |      15103.040 |   2687 |     1863 |
| 0531      |      2 |             2 |      11754.145 |    447 |      441 |
| 0532      |      2 |             2 |       6094.090 |    841 |      808 |
| 0533      |      2 |             2 |       4119.300 |    447 |      442 |
| 0540      |      2 |             2 |      17652.705 |   5729 |     2846 |
| 0551      |      2 |             2 |         62.135 |     15 |       15 |
| 0552      |      2 |             2 |       4698.350 |   2859 |     1784 |
| 0561      |      2 |             2 |      23068.823 |  16005 |    12127 |
| 0562      |      2 |             2 |       7765.810 |    447 |      426 |
| 0611      |      2 |             2 |       5728.850 |   1116 |     1027 |
| 0612      |      2 |             2 |        456.020 |    234 |      211 |
| 0613      |      2 |             2 |       2355.150 |    129 |      125 |
| 0621      |      2 |             2 |       1744.500 |    165 |      155 |
| 0622      |      2 |             2 |        667.000 |     24 |       24 |
| 0623      |      2 |             2 |        776.050 |     59 |       56 |
| 0624      |      2 |             2 |       2390.000 |     29 |       26 |
| 0630      |      2 |             2 |        542.500 |     12 |       12 |
| 0711      |      2 |             2 |       4501.350 |      3 |        2 |
| 0712      |      2 |             2 |         18.000 |      1 |        1 |
| 0713      |      2 |             2 |        120.250 |      6 |        6 |
| 0721      |      2 |             2 |       8225.705 |    489 |      374 |
| 0722      |      2 |             2 |      41137.145 |  13737 |     7479 |
| 0723      |      2 |             2 |      20734.020 |   1969 |     1891 |
| 0724      |      2 |             2 |        272.500 |    108 |      106 |
| 0732      |      2 |             2 |      11592.150 |   4887 |     4539 |
| 0733      |      2 |             2 |      19120.200 |     88 |       69 |
| 0734      |      2 |             2 |        420.000 |     30 |        1 |
| 0736      |      2 |             2 |        576.000 |     47 |       35 |
| 0810      |      2 |             2 |         21.750 |      5 |        5 |
| 0820      |      2 |             2 |      15599.610 |    914 |      879 |
| 0830      |      2 |             2 |      35158.280 |   8476 |     7745 |
| 0911      |      2 |             2 |       7735.010 |    308 |      306 |
| 0912      |      2 |             2 |        636.500 |     19 |       19 |
| 0913      |      2 |             2 |       7862.760 |    242 |      238 |
| 0914      |      2 |             2 |        577.320 |    214 |      175 |
| 0915      |      2 |             2 |        804.250 |    120 |      119 |
| 0922      |      2 |             2 |        194.830 |     12 |       12 |
| 0923      |      2 |             2 |        385.500 |     23 |       23 |
| 0931      |      2 |             2 |       4127.100 |    739 |      599 |
| 0932      |      2 |             2 |        986.695 |    174 |      147 |
| 0933      |      2 |             2 |        463.075 |    121 |       95 |
| 0934      |      2 |             2 |        106.110 |     35 |       27 |
| 0935      |      2 |             2 |         16.250 |      2 |        2 |
| 0941      |      2 |             2 |       6654.100 |    656 |      444 |
| 0942      |      2 |             2 |        971.220 |    237 |      172 |
| 0951      |      2 |             2 |       1905.240 |    204 |      139 |
| 0952      |      2 |             2 |        512.800 |    842 |      793 |
| 0953      |      2 |             2 |        199.550 |     52 |       16 |
| 0954      |      2 |             2 |      13141.285 |   3542 |     1878 |
| 0960      |      2 |             2 |       1409.700 |     26 |       26 |
| 1010      |      2 |             2 |      22182.500 |    162 |      150 |
| 1020      |      2 |             2 |      38738.000 |    358 |      325 |
| 1030      |      2 |             2 |        326.000 |     11 |       11 |
| 1040      |      2 |             2 |       5399.000 |     25 |       24 |
| 1050      |      2 |             2 |       5207.450 |    117 |      111 |
| 1111      |      2 |             2 |      21907.178 |   5903 |     5099 |
| 1112      |      2 |             2 |       4261.000 |   1233 |      951 |
| 1120      |      2 |             2 |        725.000 |      7 |        7 |
| 1211      |      2 |             2 |       8234.100 |   2544 |     2424 |
| 1212      |      2 |             2 |        838.495 |    132 |      132 |
| 1213      |      2 |             2 |      40829.309 |  22504 |    15225 |
| 1231      |      2 |             2 |       9085.435 |   1193 |      923 |
| 1232      |      2 |             2 |       8344.015 |   1352 |     1247 |
| 1254      |      2 |             2 |        516.500 |     26 |       26 |
| 1262      |      2 |             2 |       1209.000 |    424 |      422 |
| 1270      |      2 |             2 |      24826.490 |   1064 |      520 |
| 1310      |      2 |             2 |      10424.450 |    913 |      858 |
| 1320      |      2 |             2 |      77041.728 |   1465 |     1297 |
| 0111      |      2 |             3 |      21196.270 |  20763 |     9254 |
| 0112      |      2 |             3 |      31234.726 |   6832 |     4207 |
| 0113      |      2 |             3 |       9845.390 |   2354 |     1377 |
| 0114      |      2 |             3 |      13276.174 |  11776 |     6451 |
| 0115      |      2 |             3 |       4850.522 |   1900 |     1451 |
| 0116      |      2 |             3 |       7896.781 |   5825 |     4552 |
| 0117      |      2 |             3 |      12555.077 |  15415 |    11026 |
| 0118      |      2 |             3 |       6291.930 |   4295 |     2287 |
| 0119      |      2 |             3 |       4619.960 |   5857 |     3770 |
| 0121      |      2 |             3 |       2677.765 |   1488 |     1243 |
| 0122      |      2 |             3 |       6972.585 |   6195 |     2552 |
| 0220      |      2 |             3 |       2080.993 |   1294 |      999 |
| 0311      |      2 |             3 |       5738.100 |    358 |      135 |
| 0312      |      2 |             3 |     109139.345 |  11090 |     7242 |
| 0313      |      2 |             3 |       4034.008 |   1009 |      700 |
| 0314      |      2 |             3 |       7906.000 |   2394 |     1228 |
| 0321      |      2 |             3 |      17062.690 |   2140 |     1889 |
| 0322      |      2 |             3 |        145.060 |     92 |       82 |
| 0411      |      2 |             3 |     296310.000 |   1337 |     1335 |
| 0421      |      2 |             3 |       3785.000 |     10 |       10 |
| 0431      |      2 |             3 |       2863.905 |    312 |      245 |
| 0432      |      2 |             3 |       5165.320 |    338 |      321 |
| 0441      |      2 |             3 |       6308.250 |   1342 |     1342 |
| 0442      |      2 |             3 |       5807.000 |    918 |      915 |
| 0443      |      2 |             3 |         36.655 |      8 |        8 |
| 0451      |      2 |             3 |      10924.000 |   1344 |     1344 |
| 0452      |      2 |             3 |       1299.675 |   1076 |      982 |
| 0453      |      2 |             3 |        398.900 |    297 |       20 |
| 0454      |      2 |             3 |        460.795 |    256 |      226 |
| 0511      |      2 |             3 |      25902.695 |   1359 |     1066 |
| 0512      |      2 |             3 |       5099.165 |    328 |      294 |
| 0513      |      2 |             3 |          6.000 |      1 |        1 |
| 0520      |      2 |             3 |      16816.885 |   2444 |     1601 |
| 0531      |      2 |             3 |      15273.200 |    472 |      458 |
| 0532      |      2 |             3 |       5963.650 |    917 |      650 |
| 0533      |      2 |             3 |       4240.450 |    310 |      278 |
| 0540      |      2 |             3 |      18537.498 |   4293 |     2290 |
| 0551      |      2 |             3 |         81.550 |     11 |       11 |
| 0552      |      2 |             3 |       4548.285 |   2191 |     1246 |
| 0561      |      2 |             3 |      24790.238 |  14807 |     9807 |
| 0562      |      2 |             3 |      17021.190 |    821 |      795 |
| 0611      |      2 |             3 |       7456.875 |    986 |      839 |
| 0612      |      2 |             3 |        386.620 |    155 |      144 |
| 0613      |      2 |             3 |       3119.240 |    158 |      148 |
| 0621      |      2 |             3 |       2292.500 |    141 |      139 |
| 0622      |      2 |             3 |       1442.500 |     54 |       49 |
| 0623      |      2 |             3 |       1626.150 |     66 |       57 |
| 0624      |      2 |             3 |       3077.670 |     29 |       25 |
| 0630      |      2 |             3 |       1516.800 |     12 |       11 |
| 0711      |      2 |             3 |       1451.500 |      3 |        3 |
| 0713      |      2 |             3 |        280.500 |      8 |        7 |
| 0714      |      2 |             3 |          2.000 |      1 |        1 |
| 0721      |      2 |             3 |      12312.890 |    502 |      396 |
| 0722      |      2 |             3 |      47043.710 |  15266 |     7778 |
| 0723      |      2 |             3 |      24256.905 |   2300 |     2139 |
| 0724      |      2 |             3 |       1835.500 |    153 |      139 |
| 0732      |      2 |             3 |       7661.600 |   1598 |     1287 |
| 0733      |      2 |             3 |      50031.840 |    151 |      114 |
| 0734      |      2 |             3 |         11.000 |      1 |        1 |
| 0736      |      2 |             3 |        546.000 |     35 |       21 |
| 0810      |      2 |             3 |         66.000 |      4 |        4 |
| 0820      |      2 |             3 |      19682.340 |    854 |      835 |
| 0830      |      2 |             3 |      37783.975 |   6730 |     5888 |
| 0911      |      2 |             3 |       8108.270 |    249 |      246 |
| 0912      |      2 |             3 |        500.380 |     17 |       17 |
| 0913      |      2 |             3 |       9975.980 |    262 |      258 |
| 0914      |      2 |             3 |        687.620 |    204 |      149 |
| 0915      |      2 |             3 |        624.750 |     81 |       79 |
| 0922      |      2 |             3 |        640.245 |     19 |       19 |
| 0923      |      2 |             3 |        100.750 |     31 |       25 |
| 0931      |      2 |             3 |       5961.855 |    730 |      611 |
| 0932      |      2 |             3 |       1174.125 |    181 |      145 |
| 0933      |      2 |             3 |        988.795 |    155 |      129 |
| 0934      |      2 |             3 |        389.330 |     86 |       58 |
| 0935      |      2 |             3 |         47.500 |      5 |        4 |
| 0941      |      2 |             3 |       9741.800 |    730 |      523 |
| 0942      |      2 |             3 |        844.350 |    181 |      142 |
| 0951      |      2 |             3 |       2218.390 |    217 |      139 |
| 0952      |      2 |             3 |        893.695 |   1016 |      842 |
| 0953      |      2 |             3 |         67.800 |     19 |       10 |
| 0954      |      2 |             3 |       8321.055 |   3141 |     1700 |
| 0960      |      2 |             3 |       2292.000 |     44 |       40 |
| 1010      |      2 |             3 |      38394.000 |    179 |      157 |
| 1020      |      2 |             3 |      34620.500 |    245 |      219 |
| 1030      |      2 |             3 |        410.000 |      7 |        7 |
| 1040      |      2 |             3 |       7306.000 |     17 |       15 |
| 1050      |      2 |             3 |       8438.000 |    159 |      134 |
| 1111      |      2 |             3 |      34179.875 |   5248 |     4271 |
| 1112      |      2 |             3 |       3762.385 |   1042 |      831 |
| 1120      |      2 |             3 |      11166.650 |     27 |       18 |
| 1211      |      2 |             3 |      10943.180 |   2252 |     2130 |
| 1212      |      2 |             3 |       1058.015 |    138 |      118 |
| 1213      |      2 |             3 |      47367.634 |  21691 |    12252 |
| 1231      |      2 |             3 |      13802.788 |   1092 |      858 |
| 1232      |      2 |             3 |      11142.220 |   1284 |     1164 |
| 1251      |      2 |             3 |         40.000 |      2 |        1 |
| 1253      |      2 |             3 |        976.000 |      4 |        1 |
| 1254      |      2 |             3 |       1574.750 |     50 |       50 |
| 1255      |      2 |             3 |        110.000 |      3 |        3 |
| 1262      |      2 |             3 |       1023.900 |    272 |      271 |
| 1270      |      2 |             3 |      58111.230 |   1179 |      641 |
| 1310      |      2 |             3 |       8422.200 |    646 |      610 |
| 1320      |      2 |             3 |      94132.010 |   1616 |     1241 |
| 0111      |      2 |             4 |      16062.783 |  10122 |     4421 |
| 0112      |      2 |             4 |      18014.730 |   2970 |     1914 |
| 0113      |      2 |             4 |       6724.085 |   1115 |      635 |
| 0114      |      2 |             4 |       7300.910 |   5884 |     3192 |
| 0115      |      2 |             4 |       2158.994 |    863 |      643 |
| 0116      |      2 |             4 |       4898.345 |   2684 |     2127 |
| 0117      |      2 |             4 |       6144.266 |   6200 |     4364 |
| 0118      |      2 |             4 |       3271.115 |   1712 |      930 |
| 0119      |      2 |             4 |       2576.780 |   2579 |     1841 |
| 0121      |      2 |             4 |       1995.455 |    894 |      629 |
| 0122      |      2 |             4 |       4512.275 |   2851 |     1213 |
| 0220      |      2 |             4 |        962.600 |    570 |      437 |
| 0311      |      2 |             4 |       2726.800 |    205 |      132 |
| 0312      |      2 |             4 |      63971.080 |   4752 |     3061 |
| 0313      |      2 |             4 |       2073.425 |    409 |      317 |
| 0314      |      2 |             4 |       9601.400 |   2263 |     1119 |
| 0321      |      2 |             4 |      11233.980 |    953 |      819 |
| 0322      |      2 |             4 |        127.850 |     62 |       40 |
| 0411      |      2 |             4 |     150890.000 |    485 |      486 |
| 0421      |      2 |             4 |      21315.000 |     48 |       48 |
| 0431      |      2 |             4 |       2626.215 |    202 |      159 |
| 0432      |      2 |             4 |       6905.750 |    211 |      204 |
| 0441      |      2 |             4 |       4123.750 |    532 |      533 |
| 0442      |      2 |             4 |       2011.500 |    340 |      340 |
| 0443      |      2 |             4 |         29.160 |      7 |        7 |
| 0451      |      2 |             4 |       6614.600 |    534 |      534 |
| 0452      |      2 |             4 |        739.150 |    592 |      470 |
| 0453      |      2 |             4 |       1362.950 |    894 |       50 |
| 0454      |      2 |             4 |        389.860 |    170 |      160 |
| 0511      |      2 |             4 |      15768.785 |    697 |      546 |
| 0512      |      2 |             4 |       4608.350 |    171 |      149 |
| 0513      |      2 |             4 |         18.750 |      2 |        2 |
| 0520      |      2 |             4 |      12113.170 |   1168 |      756 |
| 0531      |      2 |             4 |       8337.530 |    273 |      253 |
| 0532      |      2 |             4 |       3337.925 |    306 |      280 |
| 0533      |      2 |             4 |       1928.500 |    136 |      132 |
| 0540      |      2 |             4 |      13330.775 |   2500 |     1134 |
| 0551      |      2 |             4 |        103.900 |     10 |       10 |
| 0552      |      2 |             4 |       3270.160 |   1245 |      599 |
| 0561      |      2 |             4 |      15017.246 |   7025 |     4860 |
| 0562      |      2 |             4 |      25292.440 |    689 |      584 |
| 0611      |      2 |             4 |       3663.635 |    457 |      371 |
| 0612      |      2 |             4 |        315.100 |     81 |       75 |
| 0613      |      2 |             4 |       2444.800 |     80 |       79 |
| 0621      |      2 |             4 |       1014.800 |     58 |       58 |
| 0622      |      2 |             4 |       1203.000 |     27 |       27 |
| 0623      |      2 |             4 |        333.150 |     10 |       10 |
| 0624      |      2 |             4 |       1766.330 |     13 |        8 |
| 0630      |      2 |             4 |        848.350 |      9 |        9 |
| 0711      |      2 |             4 |       8500.000 |      3 |        3 |
| 0713      |      2 |             4 |         67.000 |      3 |        3 |
| 0721      |      2 |             4 |       8037.500 |    271 |      233 |
| 0722      |      2 |             4 |      58473.050 |  17761 |     4294 |
| 0723      |      2 |             4 |      17845.665 |   1547 |     1405 |
| 0724      |      2 |             4 |       1265.500 |     76 |       66 |
| 0732      |      2 |             4 |        957.600 |    144 |      139 |
| 0733      |      2 |             4 |      24865.650 |     84 |       64 |
| 0734      |      2 |             4 |        120.000 |      3 |        3 |
| 0736      |      2 |             4 |        148.500 |     12 |       12 |
| 0810      |      2 |             4 |         69.000 |      5 |        3 |
| 0820      |      2 |             4 |      12857.590 |    523 |      510 |
| 0830      |      2 |             4 |      22032.750 |   2485 |     2320 |
| 0911      |      2 |             4 |       3597.400 |     87 |       86 |
| 0912      |      2 |             4 |        373.800 |     13 |       12 |
| 0913      |      2 |             4 |       5411.820 |    131 |      128 |
| 0914      |      2 |             4 |        315.750 |     87 |       68 |
| 0915      |      2 |             4 |        382.000 |     36 |       36 |
| 0922      |      2 |             4 |        379.250 |     11 |        8 |
| 0923      |      2 |             4 |        140.900 |     17 |       13 |
| 0931      |      2 |             4 |       2386.220 |    223 |      182 |
| 0932      |      2 |             4 |       1389.610 |    112 |       82 |
| 0933      |      2 |             4 |        492.250 |     67 |       63 |
| 0934      |      2 |             4 |       1619.950 |     70 |       38 |
| 0935      |      2 |             4 |         11.000 |      2 |        2 |
| 0941      |      2 |             4 |       4853.650 |    261 |      197 |
| 0942      |      2 |             4 |        843.900 |    138 |       72 |
| 0951      |      2 |             4 |        723.450 |     47 |       37 |
| 0952      |      2 |             4 |        644.350 |    497 |      421 |
| 0953      |      2 |             4 |         94.450 |     28 |       15 |
| 0954      |      2 |             4 |       3304.095 |   1168 |      633 |
| 0960      |      2 |             4 |       2630.000 |     12 |       12 |
| 1010      |      2 |             4 |       8597.825 |     42 |       40 |
| 1020      |      2 |             4 |      18778.000 |    125 |      117 |
| 1030      |      2 |             4 |       4061.000 |      3 |        3 |
| 1040      |      2 |             4 |      14463.000 |     28 |       20 |
| 1050      |      2 |             4 |       4902.000 |     74 |       66 |
| 1111      |      2 |             4 |      18354.505 |   2541 |     2234 |
| 1112      |      2 |             4 |       5770.395 |    741 |      616 |
| 1120      |      2 |             4 |       1144.500 |      9 |        8 |
| 1211      |      2 |             4 |       7000.620 |   1188 |     1121 |
| 1212      |      2 |             4 |        804.365 |     85 |       74 |
| 1213      |      2 |             4 |      28780.153 |   8533 |     5632 |
| 1231      |      2 |             4 |      12092.200 |    541 |      446 |
| 1232      |      2 |             4 |       8310.980 |    612 |      551 |
| 1254      |      2 |             4 |        694.250 |     24 |       20 |
| 1255      |      2 |             4 |         25.000 |      1 |        1 |
