mysql> select fid1,fid2,mem1,mem2,count(*) from mdetail group by fid1,fid2,mem1,mem2;
+------+------+------+------+----------+
| fid1 | fid2 | mem1 | mem2 | count(*) |
|  179 |  179 |    4 |    4 |        3 |
|  179 |  179 |    4 |    5 |        3 |
|  179 |  179 |    4 |    6 |        3 |
|  179 |  179 |    4 |    7 |        3 |
|  179 |  179 |    4 |    8 |        3 |
|  179 |  179 |    4 |    9 |        3 |
|  179 |  179 |    4 |   10 |        3 |
|  179 |  179 |    4 |   11 |        3 |
|  179 |  179 |    9 |    1 |        3 |
|  179 |  179 |    9 |    2 |        3 |
|  179 |  179 |    9 |    3 |        3 |
|  179 |  179 |    9 |    4 |        3 |
|  179 |  179 |    9 |    5 |        3 |
|  179 |  179 |    9 |    6 |        3 |
|  179 |  179 |    9 |    7 |        3 |
|  179 |  179 |    9 |    8 |        3 |
|  179 |  179 |    9 |    9 |        3 |
|  179 |  179 |    9 |   10 |        3 |
|  179 |  179 |    9 |   11 |        3 |
|  179 |  179 |   10 |    1 |        3 |
|  179 |  179 |   10 |    2 |        3 |
|  179 |  179 |   10 |    3 |        3 |
|  179 |  179 |   10 |    4 |        3 |
|  179 |  179 |   10 |    5 |        3 |
|  179 |  179 |   10 |    6 |        3 |
|  179 |  179 |   10 |    7 |        3 |
|  179 |  179 |   10 |    8 |        3 |
|  179 |  179 |   10 |    9 |        3 |
|  179 |  179 |   10 |   10 |        3 |
|  179 |  179 |   10 |   11 |        3 |
|  180 |  180 |    1 |    1 |        3 |
|  180 |  180 |    1 |    2 |        3 |
|  180 |  180 |    1 |    3 |        3 |
|  180 |  180 |    1 |    4 |        3 |
|  180 |  180 |    1 |    5 |        3 |
|  180 |  180 |    1 |    6 |        3 |
|  180 |  180 |    2 |    1 |        3 |
|  180 |  180 |    2 |    2 |        3 |
|  180 |  180 |    2 |    3 |        3 |
|  180 |  180 |    2 |    4 |        3 |
|  180 |  180 |    2 |    5 |        3 |
|  180 |  180 |    2 |    6 |        3 |
|  180 |  180 |    3 |    1 |        3 |
|  180 |  180 |    3 |    2 |        3 |
|  180 |  180 |    3 |    3 |        3 |
|  180 |  180 |    3 |    4 |        3 |
|  180 |  180 |    3 |    5 |        3 |
|  180 |  180 |    3 |    6 |        3 |
|  181 |  181 |    1 |    1 |        3 |
|  181 |  181 |    1 |    2 |        3 |
|  181 |  181 |    1 |    3 |        3 |
|  181 |  181 |    1 |    4 |        3 |
|  185 |  185 |    1 |    1 |        3 |
|  185 |  185 |    1 |    2 |        3 |
|  185 |  185 |    1 |    3 |        3 |
|  185 |  185 |    1 |    4 |        3 |
|  185 |  185 |    1 |    5 |        3 |
|  185 |  185 |    1 |    6 |        3 |
|  185 |  185 |    1 |    7 |        3 |
|  185 |  185 |    1 |    8 |        3 |
|  185 |  185 |    1 |    9 |        3 |
|  185 |  185 |    1 |   10 |        3 |
|  185 |  185 |    1 |   11 |        3 |
|  185 |  185 |    1 |   12 |        3 |
|  185 |  185 |    1 |   13 |        3 |
|  185 |  185 |    2 |    1 |        3 |
|  185 |  185 |    2 |    2 |        3 |
|  185 |  185 |    2 |    3 |        3 |
|  185 |  185 |    2 |    4 |        3 |
|  185 |  185 |    2 |    5 |        3 |
|  185 |  185 |    2 |    6 |        3 |
|  185 |  185 |    2 |    7 |        3 |
|  185 |  185 |    2 |    8 |        3 |
|  185 |  185 |    2 |    9 |        3 |
|  185 |  185 |    2 |   10 |        3 |
|  185 |  185 |    2 |   11 |        3 |
|  185 |  185 |    2 |   12 |        3 |
|  185 |  185 |    2 |   13 |        3 |
|  185 |  185 |    4 |    1 |        3 |
|  185 |  185 |    4 |    2 |        3 |
|  185 |  185 |    4 |    3 |        3 |
|  185 |  185 |    4 |    4 |        3 |
|  185 |  185 |    4 |    5 |        3 |
|  185 |  185 |    4 |    6 |        3 |
|  185 |  185 |    4 |    7 |        3 |
|  185 |  185 |    4 |    8 |        3 |
|  185 |  185 |    4 |    9 |        3 |
|  185 |  185 |    4 |   10 |        3 |
|  185 |  185 |    4 |   11 |        3 |
|  185 |  185 |    4 |   12 |        3 |
|  185 |  185 |    4 |   13 |        3 |
|  185 |  185 |    9 |    1 |        3 |
|  185 |  185 |    9 |    2 |        3 |
|  185 |  185 |    9 |    3 |        3 |
|  185 |  185 |    9 |    4 |        3 |
|  185 |  185 |    9 |    5 |        3 |
|  185 |  185 |    9 |    6 |        3 |
|  185 |  185 |    9 |    7 |        3 |
|  185 |  185 |    9 |    8 |        3 |
|  185 |  185 |    9 |    9 |        3 |
|  185 |  185 |    9 |   10 |        3 |
|  185 |  185 |    9 |   11 |        3 |
|  185 |  185 |    9 |   12 |        3 |
|  185 |  185 |    9 |   13 |        3 |
|  186 |  186 |    1 |    1 |        3 |
|  186 |  186 |    1 |    2 |        3 |
|  186 |  186 |    1 |    3 |        3 |
|  186 |  186 |    1 |    4 |        3 |
|  186 |  186 |    2 |    1 |        3 |
|  186 |  186 |    2 |    2 |        3 |
|  186 |  186 |    2 |    3 |        3 |
|  186 |  186 |    2 |    4 |        3 |
|  187 |  187 |    1 |    1 |        3 |
|  187 |  187 |    1 |    2 |        3 |
|  187 |  187 |    1 |    3 |        3 |
|  187 |  187 |    2 |    1 |        3 |
|  187 |  187 |    2 |    2 |        3 |
|  187 |  187 |    2 |    3 |        3 |
|  188 |  188 |    1 |    1 |        3 |
|  188 |  188 |    1 |    2 |        3 |
|  188 |  188 |    1 |    3 |        3 |
|  188 |  188 |    1 |    4 |        3 |
|  188 |  188 |    1 |    5 |        3 |
|  188 |  188 |    1 |    6 |        3 |
|  188 |  188 |    1 |    7 |        3 |
|  188 |  188 |    1 |    8 |        3 |
|  188 |  188 |    2 |    1 |        3 |
|  188 |  188 |    2 |    2 |        3 |
|  188 |  188 |    2 |    3 |        3 |
|  188 |  188 |    2 |    4 |        3 |
|  188 |  188 |    2 |    5 |        3 |
|  188 |  188 |    2 |    6 |        3 |
|  188 |  188 |    2 |    7 |        3 |
|  188 |  188 |    2 |    8 |        3 |
|  188 |  188 |    3 |    1 |        3 |
|  188 |  188 |    3 |    2 |        3 |
|  188 |  188 |    3 |    3 |        3 |
|  188 |  188 |    3 |    4 |        3 |
|  188 |  188 |    3 |    5 |        3 |
|  188 |  188 |    3 |    6 |        3 |
|  188 |  188 |    3 |    7 |        3 |
|  188 |  188 |    3 |    8 |        3 |
|  188 |  188 |    4 |    1 |        3 |
|  188 |  188 |    4 |    2 |        3 |
|  188 |  188 |    4 |    3 |        3 |
|  188 |  188 |    4 |    4 |        3 |
|  188 |  188 |    4 |    5 |        3 |
|  188 |  188 |    4 |    6 |        3 |
|  188 |  188 |    4 |    7 |        3 |
|  188 |  188 |    4 |    8 |        3 |
|  190 |  190 |    1 |    1 |        3 |
|  190 |  190 |    1 |    2 |        3 |
|  190 |  190 |    1 |    3 |        3 |
|  190 |  190 |    1 |    4 |        3 |
|  190 |  190 |    1 |    5 |        3 |
|  191 |  191 |    1 |    1 |        3 |
|  191 |  191 |    1 |    2 |        3 |
|  191 |  191 |    1 |    3 |        3 |
|  191 |  191 |    1 |    4 |        3 |
|  191 |  191 |    1 |    5 |        3 |
|  191 |  191 |    2 |    1 |        3 |
|  191 |  191 |    2 |    2 |        3 |
|  191 |  191 |    2 |    3 |        3 |
|  191 |  191 |    2 |    4 |        3 |
|  191 |  191 |    2 |    5 |        3 |
|  195 |  195 |    1 |    1 |        3 |
|  195 |  195 |    1 |    2 |        3 |
|  195 |  195 |    1 |    3 |        3 |
|  195 |  195 |    1 |    4 |        3 |
|  195 |  195 |    1 |    5 |        3 |
|  195 |  195 |    1 |    6 |        3 |
|  195 |  195 |    1 |    7 |        3 |
|  195 |  195 |    1 |    8 |        3 |
|  195 |  195 |    1 |    9 |        3 |
|  195 |  195 |    1 |   10 |        3 |
|  195 |  195 |    1 |   11 |        3 |
|  195 |  195 |    1 |   12 |        3 |
|  195 |  195 |    1 |   13 |        3 |
|  195 |  195 |    1 |   14 |        3 |
|  195 |  195 |    1 |   15 |        3 |
|  195 |  195 |    2 |    1 |        3 |
|  195 |  195 |    2 |    2 |        3 |
|  195 |  195 |    2 |    3 |        3 |
|  195 |  195 |    2 |    4 |        3 |
|  195 |  195 |    2 |    5 |        3 |
|  195 |  195 |    2 |    6 |        3 |
|  195 |  195 |    2 |    7 |        3 |
|  195 |  195 |    2 |    8 |        3 |
|  195 |  195 |    2 |    9 |        3 |
|  195 |  195 |    2 |   10 |        3 |
|  195 |  195 |    2 |   11 |        3 |
|  195 |  195 |    2 |   12 |        3 |
|  195 |  195 |    2 |   13 |        3 |
|  195 |  195 |    2 |   14 |        3 |
|  195 |  195 |    2 |   15 |        3 |
|  195 |  195 |    3 |    1 |        3 |
|  195 |  195 |    3 |    2 |        3 |
|  195 |  195 |    3 |    3 |        3 |
|  195 |  195 |    3 |    4 |        3 |
|  195 |  195 |    3 |    5 |        3 |
|  195 |  195 |    3 |    6 |        3 |
|  195 |  195 |    3 |    7 |        3 |
|  195 |  195 |    3 |    8 |        3 |
|  195 |  195 |    3 |    9 |        3 |
|  195 |  195 |    3 |   10 |        3 |
|  195 |  195 |    3 |   11 |        3 |
|  195 |  195 |    3 |   12 |        3 |
|  195 |  195 |    3 |   13 |        3 |
|  195 |  195 |    3 |   14 |        3 |
|  195 |  195 |    3 |   15 |        3 |
|  195 |  195 |    7 |    1 |        3 |
|  195 |  195 |    7 |    2 |        3 |
|  195 |  195 |    7 |    3 |        3 |
|  195 |  195 |    7 |    4 |        3 |
|  195 |  195 |    7 |    5 |        3 |
|  195 |  195 |    7 |    6 |        3 |
|  195 |  195 |    7 |    7 |        3 |
|  195 |  195 |    7 |    8 |        3 |
|  195 |  195 |    7 |    9 |        3 |
|  195 |  195 |    7 |   10 |        3 |
|  195 |  195 |    7 |   11 |        3 |
|  195 |  195 |    7 |   12 |        3 |
|  195 |  195 |    7 |   13 |        3 |
|  195 |  195 |    7 |   14 |        3 |
|  195 |  195 |    7 |   15 |        3 |
|  195 |  195 |    8 |    1 |        3 |
|  195 |  195 |    8 |    2 |        3 |
|  195 |  195 |    8 |    3 |        3 |
|  195 |  195 |    8 |    4 |        3 |
|  195 |  195 |    8 |    5 |        3 |
|  195 |  195 |    8 |    6 |        3 |
|  195 |  195 |    8 |    7 |        3 |
|  195 |  195 |    8 |    8 |        3 |
|  195 |  195 |    8 |    9 |        3 |
|  195 |  195 |    8 |   10 |        3 |
|  195 |  195 |    8 |   11 |        3 |
|  195 |  195 |    8 |   12 |        3 |
|  195 |  195 |    8 |   13 |        3 |
|  195 |  195 |    8 |   14 |        3 |
|  195 |  195 |    8 |   15 |        3 |
|  195 |  195 |   13 |    1 |        3 |
|  195 |  195 |   13 |    2 |        3 |
|  195 |  195 |   13 |    3 |        3 |
|  195 |  195 |   13 |    4 |        3 |
|  195 |  195 |   13 |    5 |        3 |
|  195 |  195 |   13 |    6 |        3 |
|  195 |  195 |   13 |    7 |        3 |
|  195 |  195 |   13 |    8 |        3 |
|  195 |  195 |   13 |    9 |        3 |
|  195 |  195 |   13 |   10 |        3 |
|  195 |  195 |   13 |   11 |        3 |
|  195 |  195 |   13 |   12 |        3 |
|  195 |  195 |   13 |   13 |        3 |
|  195 |  195 |   13 |   14 |        3 |
|  195 |  195 |   13 |   15 |        3 |
|  198 |  198 |    1 |    1 |        3 |
|  198 |  198 |    1 |    2 |        3 |
|  198 |  198 |    1 |    3 |        3 |
|  198 |  198 |    2 |    1 |        3 |
|  198 |  198 |    2 |    2 |        3 |
|  198 |  198 |    2 |    3 |        3 |
|  201 |  201 |    1 |    1 |        3 |
|  201 |  201 |    1 |    2 |        3 |
|  201 |  201 |    1 |    3 |        3 |
|  201 |  201 |    1 |    4 |        3 |
|  201 |  201 |    1 |    5 |        3 |
|  201 |  201 |    1 |    6 |        3 |
|  201 |  201 |    3 |    1 |        3 |
|  201 |  201 |    3 |    2 |        3 |
|  201 |  201 |    3 |    3 |        3 |
|  201 |  201 |    3 |    4 |        3 |
|  201 |  201 |    3 |    5 |        3 |
|  201 |  201 |    3 |    6 |        3 |
|  202 |  202 |    1 |    1 |        3 |
|  202 |  202 |    1 |    2 |        3 |
|  202 |  202 |    1 |    3 |        3 |
|  202 |  202 |    1 |    4 |        3 |
|  202 |  202 |    1 |    5 |        3 |
|  202 |  202 |    1 |    6 |        3 |
|  202 |  202 |    1 |    7 |        3 |
|  202 |  202 |    1 |    8 |        3 |
|  202 |  202 |    1 |    9 |        3 |
|  202 |  202 |    1 |   10 |        3 |
|  202 |  202 |    7 |    1 |        3 |
|  202 |  202 |    7 |    2 |        3 |
|  202 |  202 |    7 |    3 |        3 |
|  202 |  202 |    7 |    4 |        3 |
|  202 |  202 |    7 |    5 |        3 |
|  202 |  202 |    7 |    6 |        3 |
|  202 |  202 |    7 |    7 |        3 |
|  202 |  202 |    7 |    8 |        3 |
|  202 |  202 |    7 |    9 |        3 |
|  202 |  202 |    7 |   10 |        3 |
|  205 |  205 |    1 |    1 |        3 |
|  205 |  205 |    1 |    2 |        3 |
|  205 |  205 |    1 |    3 |        3 |
|  205 |  205 |    1 |    4 |        3 |
|  205 |  205 |    1 |    5 |        3 |
|  205 |  205 |    1 |    6 |        3 |
|  205 |  205 |    1 |    7 |        3 |
|  205 |  205 |    1 |    8 |        3 |
|  205 |  205 |    2 |    1 |        3 |
|  205 |  205 |    2 |    2 |        3 |
|  205 |  205 |    2 |    3 |        3 |
|  205 |  205 |    2 |    4 |        3 |
|  205 |  205 |    2 |    5 |        3 |
|  205 |  205 |    2 |    6 |        3 |
|  205 |  205 |    2 |    7 |        3 |
|  205 |  205 |    2 |    8 |        3 |
|  205 |  205 |    3 |    1 |        3 |
|  205 |  205 |    3 |    2 |        3 |
|  205 |  205 |    3 |    3 |        3 |
|  205 |  205 |    3 |    4 |        3 |
|  205 |  205 |    3 |    5 |        3 |
|  205 |  205 |    3 |    6 |        3 |
|  205 |  205 |    3 |    7 |        3 |
|  205 |  205 |    3 |    8 |        3 |
|  207 |  207 |    1 |    1 |        3 |
|  207 |  207 |    1 |    2 |        3 |
|  207 |  207 |    2 |    1 |        3 |
|  207 |  207 |    2 |    2 |        3 |
|  208 |  208 |    1 |    1 |        3 |
|  208 |  208 |    1 |    2 |        3 |
|  208 |  208 |    1 |    3 |        3 |
|  208 |  208 |    2 |    1 |        3 |
|  208 |  208 |    2 |    2 |        3 |
|  208 |  208 |    2 |    3 |        3 |
|  208 |  208 |    3 |    1 |        3 |
|  208 |  208 |    3 |    2 |        3 |
|  208 |  208 |    3 |    3 |        3 |
|  209 |  209 |    1 |    1 |        3 |
|  209 |  209 |    1 |    2 |        3 |
|  209 |  209 |    1 |    3 |        3 |
|  209 |  209 |    1 |    4 |        3 |
|  209 |  209 |    1 |    5 |        3 |
|  209 |  209 |    1 |    6 |        3 |
|  209 |  209 |    1 |    7 |        3 |
|  209 |  209 |    1 |    8 |        3 |
|  209 |  209 |    2 |    1 |        3 |
|  209 |  209 |    2 |    2 |        3 |
|  209 |  209 |    2 |    3 |        3 |
|  209 |  209 |    2 |    4 |        3 |
|  209 |  209 |    2 |    5 |        3 |
|  209 |  209 |    2 |    6 |        3 |
|  209 |  209 |    2 |    7 |        3 |
|  209 |  209 |    2 |    8 |        3 |
|  211 |  211 |    1 |    1 |        3 |
|  211 |  211 |    1 |    2 |        3 |
|  211 |  211 |    1 |    3 |        3 |
|  211 |  211 |    1 |    4 |        3 |
|  211 |  211 |    1 |    5 |        3 |
|  211 |  211 |    1 |    6 |        3 |
|  211 |  211 |    1 |    7 |        3 |
|  211 |  211 |    2 |    1 |        3 |
|  211 |  211 |    2 |    2 |        3 |
|  211 |  211 |    2 |    3 |        3 |
|  211 |  211 |    2 |    4 |        3 |
|  211 |  211 |    2 |    5 |        3 |
|  211 |  211 |    2 |    6 |        3 |
|  211 |  211 |    2 |    7 |        3 |
|  211 |  211 |    3 |    1 |        3 |
|  211 |  211 |    3 |    2 |        3 |
|  211 |  211 |    3 |    3 |        3 |
|  211 |  211 |    3 |    4 |        3 |
|  211 |  211 |    3 |    5 |        3 |
|  211 |  211 |    3 |    6 |        3 |
|  211 |  211 |    3 |    7 |        3 |
|  212 |  212 |    1 |    1 |        3 |
|  212 |  212 |    1 |    2 |        3 |
|  212 |  212 |    1 |    3 |        3 |
|  212 |  212 |    1 |    4 |        3 |
|  212 |  212 |    1 |    5 |        3 |
|  212 |  212 |    1 |    6 |        3 |
|  213 |  213 |    1 |    1 |        3 |
|  213 |  213 |    1 |    2 |        3 |
|  213 |  213 |    1 |    3 |        3 |
|  213 |  213 |    1 |    4 |        3 |
|  213 |  213 |    1 |    5 |        3 |
|  215 |  215 |    1 |    1 |        3 |
|  215 |  215 |    1 |    2 |        3 |
|  215 |  215 |    1 |    3 |        3 |
|  215 |  215 |    1 |    4 |        3 |
|  215 |  215 |    1 |    5 |        3 |
|  215 |  215 |    1 |    6 |        3 |
|  215 |  215 |    1 |    7 |        3 |
|  215 |  215 |    1 |    8 |        3 |
|  215 |  215 |    1 |    9 |        3 |
|  215 |  215 |    1 |   10 |        3 |
|  215 |  215 |    3 |    1 |        3 |
|  215 |  215 |    3 |    2 |        3 |
|  215 |  215 |    3 |    3 |        3 |
|  215 |  215 |    3 |    4 |        3 |
|  215 |  215 |    3 |    5 |        3 |
|  215 |  215 |    3 |    6 |        3 |
|  215 |  215 |    3 |    7 |        3 |
|  215 |  215 |    3 |    8 |        3 |
|  215 |  215 |    3 |    9 |        3 |
|  215 |  215 |    3 |   10 |        3 |
|  216 |  216 |    1 |    1 |        3 |
|  216 |  216 |    1 |    2 |        3 |
|  216 |  216 |    1 |    3 |        3 |
|  216 |  216 |    1 |    4 |        3 |
|  216 |  216 |    1 |    5 |        3 |
|  216 |  216 |    2 |    1 |        3 |
|  216 |  216 |    2 |    2 |        3 |
|  216 |  216 |    2 |    3 |        3 |
|  216 |  216 |    2 |    4 |        3 |
|  216 |  216 |    2 |    5 |        3 |
|  217 |  217 |    1 |    1 |        3 |
|  217 |  217 |    1 |    2 |        3 |
|  217 |  217 |    1 |    3 |        3 |
|  217 |  217 |    2 |    1 |        3 |
|  217 |  217 |    2 |    2 |        3 |
|  217 |  217 |    2 |    3 |        3 |
|  218 |  218 |    1 |    1 |        3 |
|  218 |  218 |    1 |    2 |        3 |
|  218 |  218 |    1 |    3 |        3 |
|  218 |  218 |    1 |    4 |        3 |
|  218 |  218 |    1 |    5 |        3 |
|  218 |  218 |    1 |    6 |        3 |
|  218 |  218 |    1 |    7 |        3 |
|  218 |  218 |    1 |    8 |        3 |
|  218 |  218 |    1 |    9 |        3 |
|  218 |  218 |    2 |    1 |        3 |
|  218 |  218 |    2 |    2 |        3 |
|  218 |  218 |    2 |    3 |        3 |
|  218 |  218 |    2 |    4 |        3 |
|  218 |  218 |    2 |    5 |        3 |
|  218 |  218 |    2 |    6 |        3 |
|  218 |  218 |    2 |    7 |        3 |
|  218 |  218 |    2 |    8 |        3 |
|  218 |  218 |    2 |    9 |        3 |
|  218 |  218 |    3 |    1 |        3 |
|  218 |  218 |    3 |    2 |        3 |
|  218 |  218 |    3 |    3 |        3 |
|  218 |  218 |    3 |    4 |        3 |
|  218 |  218 |    3 |    5 |        3 |
|  218 |  218 |    3 |    6 |        3 |
|  218 |  218 |    3 |    7 |        3 |
|  218 |  218 |    3 |    8 |        3 |
|  218 |  218 |    3 |    9 |        3 |
|  218 |  218 |    4 |    1 |        3 |
|  218 |  218 |    4 |    2 |        3 |
|  218 |  218 |    4 |    3 |        3 |
|  218 |  218 |    4 |    4 |        3 |
|  218 |  218 |    4 |    5 |        3 |
|  218 |  218 |    4 |    6 |        3 |
|  218 |  218 |    4 |    7 |        3 |
|  218 |  218 |    4 |    8 |        3 |
|  218 |  218 |    4 |    9 |        3 |
|  219 |  219 |    1 |    1 |        3 |
|  219 |  219 |    1 |    2 |        3 |
|  219 |  219 |    1 |    3 |        3 |
|  219 |  219 |    1 |    4 |        3 |
|  219 |  219 |    1 |    5 |        3 |
|  219 |  219 |    1 |    6 |        3 |
|  219 |  219 |    1 |    7 |        3 |
|  219 |  219 |    1 |    8 |        3 |
|  219 |  219 |    1 |    9 |        3 |
|  219 |  219 |    1 |   10 |        3 |
|  219 |  219 |    2 |    1 |        3 |
|  219 |  219 |    2 |    2 |        3 |
|  219 |  219 |    2 |    3 |        3 |
|  219 |  219 |    2 |    4 |        3 |
|  219 |  219 |    2 |    5 |        3 |
|  219 |  219 |    2 |    6 |        3 |
|  219 |  219 |    2 |    7 |        3 |
|  219 |  219 |    2 |    8 |        3 |
|  219 |  219 |    2 |    9 |        3 |
|  219 |  219 |    2 |   10 |        3 |
|  219 |  219 |    3 |    1 |        3 |
|  219 |  219 |    3 |    2 |        3 |
|  219 |  219 |    3 |    3 |        3 |
|  219 |  219 |    3 |    4 |        3 |
|  219 |  219 |    3 |    5 |        3 |
|  219 |  219 |    3 |    6 |        3 |
|  219 |  219 |    3 |    7 |        3 |
|  219 |  219 |    3 |    8 |        3 |
|  219 |  219 |    3 |    9 |        3 |
|  219 |  219 |    3 |   10 |        3 |
|  219 |  219 |    4 |    1 |        3 |
|  219 |  219 |    4 |    2 |        3 |
|  219 |  219 |    4 |    3 |        3 |
|  219 |  219 |    4 |    4 |        3 |
|  219 |  219 |    4 |    5 |        3 |
|  219 |  219 |    4 |    6 |        3 |
|  219 |  219 |    4 |    7 |        3 |
|  219 |  219 |    4 |    8 |        3 |
|  219 |  219 |    4 |    9 |        3 |
|  219 |  219 |    4 |   10 |        3 |
|  219 |  219 |    5 |    1 |        3 |
|  219 |  219 |    5 |    2 |        3 |
|  219 |  219 |    5 |    3 |        3 |
|  219 |  219 |    5 |    4 |        3 |
|  219 |  219 |    5 |    5 |        3 |
|  219 |  219 |    5 |    6 |        3 |
|  219 |  219 |    5 |    7 |        3 |
|  219 |  219 |    5 |    8 |        3 |
|  219 |  219 |    5 |    9 |        3 |
|  219 |  219 |    5 |   10 |        3 |
|  219 |  219 |    6 |    1 |        3 |
|  219 |  219 |    6 |    2 |        3 |
|  219 |  219 |    6 |    3 |        3 |
|  219 |  219 |    6 |    4 |        3 |
|  219 |  219 |    6 |    5 |        3 |
|  219 |  219 |    6 |    6 |        3 |
|  219 |  219 |    6 |    7 |        3 |
|  219 |  219 |    6 |    8 |        3 |
|  219 |  219 |    6 |    9 |        3 |
|  219 |  219 |    6 |   10 |        3 |
|  221 |  221 |    1 |    1 |        3 |
|  221 |  221 |    1 |    2 |        3 |
|  221 |  221 |    1 |    3 |        3 |
|  221 |  221 |    1 |    4 |        3 |
|  221 |  221 |    2 |    1 |        3 |
|  221 |  221 |    2 |    2 |        3 |
|  221 |  221 |    2 |    3 |        3 |
|  221 |  221 |    2 |    4 |        3 |
|  221 |  221 |    3 |    1 |        3 |
|  221 |  221 |    3 |    2 |        3 |
|  221 |  221 |    3 |    3 |        3 |
|  221 |  221 |    3 |    4 |        3 |
|  221 |  221 |    4 |    1 |        3 |
|  221 |  221 |    4 |    2 |        3 |
|  221 |  221 |    4 |    3 |        3 |
|  221 |  221 |    4 |    4 |        3 |
|  223 |  223 |    1 |    1 |        3 |
|  223 |  223 |    1 |    2 |        3 |
|  223 |  223 |    1 |    3 |        3 |
|  223 |  223 |    1 |    4 |        3 |
|  223 |  223 |    1 |    5 |        3 |
|  223 |  223 |    1 |    6 |        3 |
|  223 |  223 |    2 |    1 |        3 |
|  223 |  223 |    2 |    2 |        3 |
|  223 |  223 |    2 |    3 |        3 |
|  223 |  223 |    2 |    4 |        3 |
|  223 |  223 |    2 |    5 |        3 |
|  223 |  223 |    2 |    6 |        3 |
|  225 |  225 |    1 |    1 |        3 |
|  225 |  225 |    1 |    2 |        3 |
|  225 |  225 |    1 |    3 |        3 |
|  225 |  225 |    1 |    4 |        3 |
|  225 |  225 |    1 |    5 |        3 |
|  225 |  225 |    1 |    6 |        3 |
|  225 |  225 |    1 |    7 |        3 |
|  225 |  225 |    1 |    8 |        3 |
|  225 |  225 |    1 |    9 |        3 |
|  225 |  225 |    1 |   10 |        3 |
|  225 |  225 |    1 |   11 |        3 |
|  225 |  225 |    1 |   12 |        3 |
|  225 |  225 |    2 |    1 |        3 |
|  225 |  225 |    2 |    2 |        3 |
|  225 |  225 |    2 |    3 |        3 |
|  225 |  225 |    2 |    4 |        3 |
|  225 |  225 |    2 |    5 |        3 |
|  225 |  225 |    2 |    6 |        3 |
|  225 |  225 |    2 |    7 |        3 |
|  225 |  225 |    2 |    8 |        3 |
|  225 |  225 |    2 |    9 |        3 |
|  225 |  225 |    2 |   10 |        3 |
|  225 |  225 |    2 |   11 |        3 |
|  225 |  225 |    2 |   12 |        3 |
|  225 |  225 |    4 |    1 |        3 |
|  225 |  225 |    4 |    2 |        3 |
|  225 |  225 |    4 |    3 |        3 |
|  225 |  225 |    4 |    4 |        3 |
|  225 |  225 |    4 |    5 |        3 |
|  225 |  225 |    4 |    6 |        3 |
|  225 |  225 |    4 |    7 |        3 |
|  225 |  225 |    4 |    8 |        3 |
|  225 |  225 |    4 |    9 |        3 |
|  225 |  225 |    4 |   10 |        3 |
|  225 |  225 |    4 |   11 |        3 |
|  225 |  225 |    4 |   12 |        3 |
|  225 |  225 |    5 |    1 |        3 |
|  225 |  225 |    5 |    2 |        3 |
|  225 |  225 |    5 |    3 |        3 |
|  225 |  225 |    5 |    4 |        3 |
|  225 |  225 |    5 |    5 |        3 |
|  225 |  225 |    5 |    6 |        3 |
|  225 |  225 |    5 |    7 |        3 |
|  225 |  225 |    5 |    8 |        3 |
|  225 |  225 |    5 |    9 |        3 |
|  225 |  225 |    5 |   10 |        3 |
|  225 |  225 |    5 |   11 |        3 |
|  225 |  225 |    5 |   12 |        3 |
|  225 |  225 |    7 |    1 |        3 |
|  225 |  225 |    7 |    2 |        3 |
|  225 |  225 |    7 |    3 |        3 |
|  225 |  225 |    7 |    4 |        3 |
|  225 |  225 |    7 |    5 |        3 |
|  225 |  225 |    7 |    6 |        3 |
|  225 |  225 |    7 |    7 |        3 |
|  225 |  225 |    7 |    8 |        3 |
|  225 |  225 |    7 |    9 |        3 |
|  225 |  225 |    7 |   10 |        3 |
|  225 |  225 |    7 |   11 |        3 |
|  225 |  225 |    7 |   12 |        3 |
|  226 |  226 |    1 |    1 |        3 |
|  226 |  226 |    1 |    2 |        3 |
|  226 |  226 |    1 |    3 |        3 |
|  226 |  226 |    1 |    4 |        3 |
|  226 |  226 |    2 |    1 |        3 |
|  226 |  226 |    2 |    2 |        3 |
|  226 |  226 |    2 |    3 |        3 |
|  226 |  226 |    2 |    4 |        3 |
|  227 |  227 |    1 |    1 |        3 |
|  227 |  227 |    1 |    2 |        3 |
|  227 |  227 |    1 |    3 |        3 |
|  227 |  227 |    1 |    4 |        3 |
|  227 |  227 |    1 |    5 |        3 |
|  227 |  227 |    1 |    6 |        3 |
|  227 |  227 |    1 |    7 |        3 |
|  227 |  227 |    2 |    1 |        3 |
|  227 |  227 |    2 |    2 |        3 |
|  227 |  227 |    2 |    3 |        3 |
|  227 |  227 |    2 |    4 |        3 |
|  227 |  227 |    2 |    5 |        3 |
|  227 |  227 |    2 |    6 |        3 |
|  227 |  227 |    2 |    7 |        3 |
|  227 |  227 |    3 |    1 |        3 |
|  227 |  227 |    3 |    2 |        3 |
|  227 |  227 |    3 |    3 |        3 |
|  227 |  227 |    3 |    4 |        3 |
|  227 |  227 |    3 |    5 |        3 |
|  227 |  227 |    3 |    6 |        3 |
|  227 |  227 |    3 |    7 |        3 |
|  229 |  229 |    1 |    1 |        3 |
|  229 |  229 |    1 |    2 |        3 |
|  229 |  229 |    1 |    3 |        3 |
|  229 |  229 |    2 |    1 |        3 |
|  229 |  229 |    2 |    2 |        3 |
