mysql> select fid1,fid2,mem1,mem2,count(*) from mdetail group by fid1,fid2,mem1,mem2;
+------+------+------+------+----------+
| fid1 | fid2 | mem1 | mem2 | count(*) |
| 1910 | 1910 |    2 |    5 |        3 |
| 1910 | 1910 |    2 |    6 |        3 |
| 1910 | 1910 |    2 |    7 |        3 |
| 1910 | 1910 |    3 |    1 |        3 |
| 1910 | 1910 |    3 |    2 |        3 |
| 1910 | 1910 |    3 |    3 |        3 |
| 1910 | 1910 |    3 |    4 |        3 |
| 1910 | 1910 |    3 |    5 |        3 |
| 1910 | 1910 |    3 |    6 |        3 |
| 1910 | 1910 |    3 |    7 |        3 |
| 1911 | 1911 |    1 |    1 |        3 |
| 1911 | 1911 |    1 |    2 |        3 |
| 1911 | 1911 |    1 |    3 |        3 |
| 1911 | 1911 |    1 |    4 |        3 |
| 1911 | 1911 |    2 |    1 |        3 |
| 1911 | 1911 |    2 |    2 |        3 |
| 1911 | 1911 |    2 |    3 |        3 |
| 1911 | 1911 |    2 |    4 |        3 |
| 1911 | 1911 |    3 |    1 |        3 |
| 1911 | 1911 |    3 |    2 |        3 |
| 1911 | 1911 |    3 |    3 |        3 |
| 1911 | 1911 |    3 |    4 |        3 |
| 1913 | 1913 |    1 |    1 |        3 |
| 1913 | 1913 |    1 |    2 |        3 |
| 1913 | 1913 |    1 |    3 |        3 |
| 1913 | 1913 |    1 |    4 |        3 |
| 1913 | 1913 |    1 |    5 |        3 |
| 1913 | 1913 |    1 |    6 |        3 |
| 1913 | 1913 |    1 |    7 |        3 |
| 1913 | 1913 |    1 |    8 |        3 |
| 1913 | 1913 |    1 |    9 |        3 |
| 1913 | 1913 |    1 |   10 |        3 |
| 1913 | 1913 |    1 |   11 |        3 |
| 1913 | 1913 |    2 |    1 |        3 |
| 1913 | 1913 |    2 |    2 |        3 |
| 1913 | 1913 |    2 |    3 |        3 |
| 1913 | 1913 |    2 |    4 |        3 |
| 1913 | 1913 |    2 |    5 |        3 |
| 1913 | 1913 |    2 |    6 |        3 |
| 1913 | 1913 |    2 |    7 |        3 |
| 1913 | 1913 |    2 |    8 |        3 |
| 1913 | 1913 |    2 |    9 |        3 |
| 1913 | 1913 |    2 |   10 |        3 |
| 1913 | 1913 |    2 |   11 |        3 |
| 1913 | 1913 |    3 |    1 |        3 |
| 1913 | 1913 |    3 |    2 |        3 |
| 1913 | 1913 |    3 |    3 |        3 |
| 1913 | 1913 |    3 |    4 |        3 |
| 1913 | 1913 |    3 |    5 |        3 |
| 1913 | 1913 |    3 |    6 |        3 |
| 1913 | 1913 |    3 |    7 |        3 |
| 1913 | 1913 |    3 |    8 |        3 |
| 1913 | 1913 |    3 |    9 |        3 |
| 1913 | 1913 |    3 |   10 |        3 |
| 1913 | 1913 |    3 |   11 |        3 |
| 1914 | 1914 |    1 |    1 |        3 |
| 1914 | 1914 |    1 |    2 |        3 |
| 1914 | 1914 |    1 |    3 |        3 |
| 1914 | 1914 |    1 |    4 |        3 |
| 1914 | 1914 |    1 |    5 |        3 |
| 1915 | 1915 |    1 |    1 |        3 |
| 1915 | 1915 |    1 |    2 |        3 |
| 1915 | 1915 |    1 |    3 |        3 |
| 1915 | 1915 |    1 |    4 |        3 |
| 1915 | 1915 |    1 |    5 |        3 |
| 1915 | 1915 |    1 |    6 |        3 |
| 1915 | 1915 |    1 |    7 |        3 |
| 1915 | 1915 |    2 |    1 |        3 |
| 1915 | 1915 |    2 |    2 |        3 |
| 1915 | 1915 |    2 |    3 |        3 |
| 1915 | 1915 |    2 |    4 |        3 |
| 1915 | 1915 |    2 |    5 |        3 |
| 1915 | 1915 |    2 |    6 |        3 |
| 1915 | 1915 |    2 |    7 |        3 |
| 1915 | 1915 |    3 |    1 |        3 |
| 1915 | 1915 |    3 |    2 |        3 |
| 1915 | 1915 |    3 |    3 |        3 |
| 1915 | 1915 |    3 |    4 |        3 |
| 1915 | 1915 |    3 |    5 |        3 |
| 1915 | 1915 |    3 |    6 |        3 |
| 1915 | 1915 |    3 |    7 |        3 |
| 1915 | 1915 |    4 |    1 |        3 |
| 1915 | 1915 |    4 |    2 |        3 |
| 1915 | 1915 |    4 |    3 |        3 |
| 1915 | 1915 |    4 |    4 |        3 |
| 1915 | 1915 |    4 |    5 |        3 |
| 1915 | 1915 |    4 |    6 |        3 |
| 1915 | 1915 |    4 |    7 |        3 |
| 1915 | 1915 |    5 |    1 |        3 |
| 1915 | 1915 |    5 |    2 |        3 |
| 1915 | 1915 |    5 |    3 |        3 |
| 1915 | 1915 |    5 |    4 |        3 |
| 1915 | 1915 |    5 |    5 |        3 |
| 1915 | 1915 |    5 |    6 |        3 |
| 1915 | 1915 |    5 |    7 |        3 |
| 1915 | 1915 |    6 |    1 |        3 |
| 1915 | 1915 |    6 |    2 |        3 |
| 1915 | 1915 |    6 |    3 |        3 |
| 1915 | 1915 |    6 |    4 |        3 |
| 1915 | 1915 |    6 |    5 |        3 |
| 1915 | 1915 |    6 |    6 |        3 |
| 1915 | 1915 |    6 |    7 |        3 |
| 1915 | 1915 |    7 |    1 |        3 |
| 1915 | 1915 |    7 |    2 |        3 |
| 1915 | 1915 |    7 |    3 |        3 |
| 1915 | 1915 |    7 |    4 |        3 |
| 1915 | 1915 |    7 |    5 |        3 |
| 1915 | 1915 |    7 |    6 |        3 |
| 1915 | 1915 |    7 |    7 |        3 |
| 1917 | 1917 |    1 |    1 |        3 |
| 1917 | 1917 |    1 |    2 |        3 |
| 1917 | 1917 |    1 |    3 |        3 |
| 1917 | 1917 |    1 |    4 |        3 |
| 1917 | 1917 |    1 |    5 |        3 |
| 1917 | 1917 |    1 |    6 |        3 |
| 1917 | 1917 |    1 |    7 |        3 |
| 1918 | 1918 |    1 |    1 |        3 |
| 1918 | 1918 |    1 |    2 |        3 |
| 1918 | 1918 |    1 |    3 |        3 |
| 1918 | 1918 |    1 |    4 |        3 |
| 1918 | 1918 |    1 |    5 |        3 |
| 1918 | 1918 |    1 |    6 |        3 |
| 1918 | 1918 |    1 |    7 |        3 |
| 1918 | 1918 |    1 |    8 |        3 |
| 1918 | 1918 |    1 |    9 |        3 |
| 1918 | 1918 |    1 |   10 |        3 |
| 1918 | 1918 |    3 |    1 |        3 |
| 1918 | 1918 |    3 |    2 |        3 |
| 1918 | 1918 |    3 |    3 |        3 |
| 1918 | 1918 |    3 |    4 |        3 |
| 1918 | 1918 |    3 |    5 |        3 |
| 1918 | 1918 |    3 |    6 |        3 |
| 1918 | 1918 |    3 |    7 |        3 |
| 1918 | 1918 |    3 |    8 |        3 |
| 1918 | 1918 |    3 |    9 |        3 |
| 1918 | 1918 |    3 |   10 |        3 |
| 1918 | 1918 |    4 |    1 |        3 |
| 1918 | 1918 |    4 |    2 |        3 |
| 1918 | 1918 |    4 |    3 |        3 |
| 1918 | 1918 |    4 |    4 |        3 |
| 1918 | 1918 |    4 |    5 |        3 |
| 1918 | 1918 |    4 |    6 |        3 |
| 1918 | 1918 |    4 |    7 |        3 |
| 1918 | 1918 |    4 |    8 |        3 |
| 1918 | 1918 |    4 |    9 |        3 |
| 1918 | 1918 |    4 |   10 |        3 |
| 1918 | 1918 |    5 |    1 |        3 |
| 1918 | 1918 |    5 |    2 |        3 |
| 1918 | 1918 |    5 |    3 |        3 |
| 1918 | 1918 |    5 |    4 |        3 |
| 1918 | 1918 |    5 |    5 |        3 |
| 1918 | 1918 |    5 |    6 |        3 |
| 1918 | 1918 |    5 |    7 |        3 |
| 1918 | 1918 |    5 |    8 |        3 |
| 1918 | 1918 |    5 |    9 |        3 |
| 1918 | 1918 |    5 |   10 |        3 |
| 1919 | 1919 |    1 |    1 |        3 |
| 1919 | 1919 |    1 |    2 |        3 |
| 1919 | 1919 |    1 |    3 |        3 |
| 1919 | 1919 |    1 |    4 |        3 |
| 1919 | 1919 |    1 |    5 |        3 |
| 1919 | 1919 |    1 |    6 |        3 |
| 1919 | 1919 |    1 |    7 |        3 |
| 1919 | 1919 |    1 |    8 |        3 |
| 1920 | 1920 |    1 |    1 |        3 |
| 1920 | 1920 |    1 |    2 |        3 |
| 1920 | 1920 |    1 |    3 |        3 |
| 1920 | 1920 |    1 |    4 |        3 |
| 1920 | 1920 |    1 |    5 |        3 |
| 1920 | 1920 |    1 |    6 |        3 |
| 1920 | 1920 |    1 |    7 |        3 |
| 1920 | 1920 |    2 |    1 |        3 |
| 1920 | 1920 |    2 |    2 |        3 |
| 1920 | 1920 |    2 |    3 |        3 |
| 1920 | 1920 |    2 |    4 |        3 |
| 1920 | 1920 |    2 |    5 |        3 |
| 1920 | 1920 |    2 |    6 |        3 |
| 1920 | 1920 |    2 |    7 |        3 |
| 1920 | 1920 |    3 |    1 |        3 |
| 1920 | 1920 |    3 |    2 |        3 |
| 1920 | 1920 |    3 |    3 |        3 |
| 1920 | 1920 |    3 |    4 |        3 |
| 1920 | 1920 |    3 |    5 |        3 |
| 1920 | 1920 |    3 |    6 |        3 |
| 1920 | 1920 |    3 |    7 |        3 |
| 1920 | 1920 |    4 |    1 |        3 |
| 1920 | 1920 |    4 |    2 |        3 |
| 1920 | 1920 |    4 |    3 |        3 |
| 1920 | 1920 |    4 |    4 |        3 |
| 1920 | 1920 |    4 |    5 |        3 |
| 1920 | 1920 |    4 |    6 |        3 |
| 1920 | 1920 |    4 |    7 |        3 |
| 1922 | 1922 |    1 |    1 |        3 |
| 1922 | 1922 |    1 |    2 |        3 |
| 1922 | 1922 |    1 |    3 |        3 |
| 1922 | 1922 |    1 |    4 |        3 |
| 1922 | 1922 |    1 |    5 |        3 |
| 1922 | 1922 |    1 |    6 |        3 |
| 1922 | 1922 |    1 |    7 |        3 |
| 1922 | 1922 |    1 |    8 |        3 |
| 1922 | 1922 |    1 |    9 |        3 |
| 1922 | 1922 |    1 |   10 |        3 |
| 1922 | 1922 |    1 |   11 |        3 |
| 1922 | 1922 |    1 |   12 |        3 |
| 1922 | 1922 |    2 |    1 |        3 |
| 1922 | 1922 |    2 |    2 |        3 |
| 1922 | 1922 |    2 |    3 |        3 |
| 1922 | 1922 |    2 |    4 |        3 |
| 1922 | 1922 |    2 |    5 |        3 |
| 1922 | 1922 |    2 |    6 |        3 |
| 1922 | 1922 |    2 |    7 |        3 |
| 1922 | 1922 |    2 |    8 |        3 |
| 1922 | 1922 |    2 |    9 |        3 |
| 1922 | 1922 |    2 |   10 |        3 |
| 1922 | 1922 |    2 |   11 |        3 |
| 1922 | 1922 |    2 |   12 |        3 |
| 1922 | 1922 |    3 |    1 |        3 |
| 1922 | 1922 |    3 |    2 |        3 |
| 1922 | 1922 |    3 |    3 |        3 |
| 1922 | 1922 |    3 |    4 |        3 |
| 1922 | 1922 |    3 |    5 |        3 |
| 1922 | 1922 |    3 |    6 |        3 |
| 1922 | 1922 |    3 |    7 |        3 |
| 1922 | 1922 |    3 |    8 |        3 |
| 1922 | 1922 |    3 |    9 |        3 |
| 1922 | 1922 |    3 |   10 |        3 |
| 1922 | 1922 |    3 |   11 |        3 |
| 1922 | 1922 |    3 |   12 |        3 |
| 1922 | 1922 |    4 |    1 |        3 |
| 1922 | 1922 |    4 |    2 |        3 |
| 1922 | 1922 |    4 |    3 |        3 |
| 1922 | 1922 |    4 |    4 |        3 |
| 1922 | 1922 |    4 |    5 |        3 |
| 1922 | 1922 |    4 |    6 |        3 |
| 1922 | 1922 |    4 |    7 |        3 |
| 1922 | 1922 |    4 |    8 |        3 |
| 1922 | 1922 |    4 |    9 |        3 |
| 1922 | 1922 |    4 |   10 |        3 |
| 1922 | 1922 |    4 |   11 |        3 |
| 1922 | 1922 |    4 |   12 |        3 |
| 1922 | 1922 |   10 |    1 |        3 |
| 1922 | 1922 |   10 |    2 |        3 |
| 1922 | 1922 |   10 |    3 |        3 |
| 1922 | 1922 |   10 |    4 |        3 |
| 1922 | 1922 |   10 |    5 |        3 |
| 1922 | 1922 |   10 |    6 |        3 |
| 1922 | 1922 |   10 |    7 |        3 |
| 1922 | 1922 |   10 |    8 |        3 |
| 1922 | 1922 |   10 |    9 |        3 |
| 1922 | 1922 |   10 |   10 |        3 |
| 1922 | 1922 |   10 |   11 |        3 |
| 1922 | 1922 |   10 |   12 |        3 |
| 1923 | 1923 |    1 |    1 |        3 |
| 1923 | 1923 |    1 |    2 |        3 |
| 1923 | 1923 |    1 |    3 |        3 |
| 1923 | 1923 |    1 |    4 |        3 |
| 1923 | 1923 |    1 |    5 |        3 |
| 1923 | 1923 |    1 |    6 |        3 |
| 1923 | 1923 |    1 |    7 |        3 |
| 1923 | 1923 |    1 |    8 |        3 |
| 1923 | 1923 |    1 |    9 |        3 |
| 1923 | 1923 |    1 |   10 |        3 |
| 1923 | 1923 |    1 |   11 |        3 |
| 1923 | 1923 |    1 |   12 |        3 |
| 1923 | 1923 |    1 |   13 |        3 |
| 1923 | 1923 |    2 |    1 |        3 |
| 1923 | 1923 |    2 |    2 |        3 |
| 1923 | 1923 |    2 |    3 |        3 |
| 1923 | 1923 |    2 |    4 |        3 |
| 1923 | 1923 |    2 |    5 |        3 |
| 1923 | 1923 |    2 |    6 |        3 |
| 1923 | 1923 |    2 |    7 |        3 |
| 1923 | 1923 |    2 |    8 |        3 |
| 1923 | 1923 |    2 |    9 |        3 |
| 1923 | 1923 |    2 |   10 |        3 |
| 1923 | 1923 |    2 |   11 |        3 |
| 1923 | 1923 |    2 |   12 |        3 |
| 1923 | 1923 |    2 |   13 |        3 |
| 1923 | 1923 |    3 |    1 |        3 |
| 1923 | 1923 |    3 |    2 |        3 |
| 1923 | 1923 |    3 |    3 |        3 |
| 1923 | 1923 |    3 |    4 |        3 |
| 1923 | 1923 |    3 |    5 |        3 |
| 1923 | 1923 |    3 |    6 |        3 |
| 1923 | 1923 |    3 |    7 |        3 |
| 1923 | 1923 |    3 |    8 |        3 |
| 1923 | 1923 |    3 |    9 |        3 |
| 1923 | 1923 |    3 |   10 |        3 |
| 1923 | 1923 |    3 |   11 |        3 |
| 1923 | 1923 |    3 |   12 |        3 |
| 1923 | 1923 |    3 |   13 |        3 |
| 1923 | 1923 |    4 |    1 |        3 |
| 1923 | 1923 |    4 |    2 |        3 |
| 1923 | 1923 |    4 |    3 |        3 |
| 1923 | 1923 |    4 |    4 |        3 |
| 1923 | 1923 |    4 |    5 |        3 |
| 1923 | 1923 |    4 |    6 |        3 |
| 1923 | 1923 |    4 |    7 |        3 |
| 1923 | 1923 |    4 |    8 |        3 |
| 1923 | 1923 |    4 |    9 |        3 |
| 1923 | 1923 |    4 |   10 |        3 |
| 1923 | 1923 |    4 |   11 |        3 |
| 1923 | 1923 |    4 |   12 |        3 |
| 1923 | 1923 |    4 |   13 |        3 |
| 1923 | 1923 |    7 |    1 |        3 |
| 1923 | 1923 |    7 |    2 |        3 |
| 1923 | 1923 |    7 |    3 |        3 |
| 1923 | 1923 |    7 |    4 |        3 |
| 1923 | 1923 |    7 |    5 |        3 |
| 1923 | 1923 |    7 |    6 |        3 |
| 1923 | 1923 |    7 |    7 |        3 |
| 1923 | 1923 |    7 |    8 |        3 |
| 1923 | 1923 |    7 |    9 |        3 |
| 1923 | 1923 |    7 |   10 |        3 |
| 1923 | 1923 |    7 |   11 |        3 |
| 1923 | 1923 |    7 |   12 |        3 |
| 1923 | 1923 |    7 |   13 |        3 |
| 1924 | 1924 |    1 |    1 |        3 |
| 1924 | 1924 |    1 |    2 |        3 |
| 1924 | 1924 |    1 |    3 |        3 |
| 1924 | 1924 |    1 |    4 |        3 |
| 1924 | 1924 |    1 |    5 |        3 |
| 1924 | 1924 |    1 |    6 |        3 |
| 1924 | 1924 |    1 |    7 |        3 |
| 1924 | 1924 |    1 |    8 |        3 |
| 1924 | 1924 |    1 |    9 |        3 |
| 1924 | 1924 |    1 |   10 |        3 |
| 1924 | 1924 |    1 |   11 |        3 |
| 1924 | 1924 |    1 |   12 |        3 |
| 1924 | 1924 |    2 |    1 |        3 |
| 1924 | 1924 |    2 |    2 |        3 |
| 1924 | 1924 |    2 |    3 |        3 |
| 1924 | 1924 |    2 |    4 |        3 |
| 1924 | 1924 |    2 |    5 |        3 |
| 1924 | 1924 |    2 |    6 |        3 |
| 1924 | 1924 |    2 |    7 |        3 |
| 1924 | 1924 |    2 |    8 |        3 |
| 1924 | 1924 |    2 |    9 |        3 |
| 1924 | 1924 |    2 |   10 |        3 |
| 1924 | 1924 |    2 |   11 |        3 |
| 1924 | 1924 |    2 |   12 |        3 |
| 1924 | 1924 |    5 |    1 |        3 |
| 1924 | 1924 |    5 |    2 |        3 |
| 1924 | 1924 |    5 |    3 |        3 |
| 1924 | 1924 |    5 |    4 |        3 |
| 1924 | 1924 |    5 |    5 |        3 |
| 1924 | 1924 |    5 |    6 |        3 |
| 1924 | 1924 |    5 |    7 |        3 |
| 1924 | 1924 |    5 |    8 |        3 |
| 1924 | 1924 |    5 |    9 |        3 |
| 1924 | 1924 |    5 |   10 |        3 |
| 1924 | 1924 |    5 |   11 |        3 |
| 1924 | 1924 |    5 |   12 |        3 |
| 1924 | 1924 |    6 |    1 |        3 |
| 1924 | 1924 |    6 |    2 |        3 |
| 1924 | 1924 |    6 |    3 |        3 |
| 1924 | 1924 |    6 |    4 |        3 |
| 1924 | 1924 |    6 |    5 |        3 |
| 1924 | 1924 |    6 |    6 |        3 |
| 1924 | 1924 |    6 |    7 |        3 |
| 1924 | 1924 |    6 |    8 |        3 |
| 1924 | 1924 |    6 |    9 |        3 |
| 1924 | 1924 |    6 |   10 |        3 |
| 1924 | 1924 |    6 |   11 |        3 |
| 1924 | 1924 |    6 |   12 |        3 |
| 1924 | 1924 |   10 |    1 |        3 |
| 1924 | 1924 |   10 |    2 |        3 |
| 1924 | 1924 |   10 |    3 |        3 |
| 1924 | 1924 |   10 |    4 |        3 |
| 1924 | 1924 |   10 |    5 |        3 |
| 1924 | 1924 |   10 |    6 |        3 |
| 1924 | 1924 |   10 |    7 |        3 |
| 1924 | 1924 |   10 |    8 |        3 |
| 1924 | 1924 |   10 |    9 |        3 |
| 1924 | 1924 |   10 |   10 |        3 |
| 1924 | 1924 |   10 |   11 |        3 |
| 1924 | 1924 |   10 |   12 |        3 |
| 1925 | 1925 |    1 |    1 |        3 |
| 1925 | 1925 |    1 |    2 |        3 |
| 1925 | 1925 |    1 |    3 |        3 |
| 1925 | 1925 |    1 |    4 |        3 |
| 1925 | 1925 |    2 |    1 |        3 |
| 1925 | 1925 |    2 |    2 |        3 |
| 1925 | 1925 |    2 |    3 |        3 |
| 1925 | 1925 |    2 |    4 |        3 |
| 1925 | 1925 |    3 |    1 |        3 |
| 1925 | 1925 |    3 |    2 |        3 |
| 1925 | 1925 |    3 |    3 |        3 |
| 1925 | 1925 |    3 |    4 |        3 |
| 1926 | 1926 |    1 |    1 |        3 |
| 1926 | 1926 |    1 |    2 |        3 |
| 1926 | 1926 |    1 |    3 |        3 |
| 1926 | 1926 |    1 |    4 |        3 |
| 1926 | 1926 |    1 |    5 |        3 |
| 1927 | 1927 |    1 |    1 |        3 |
| 1927 | 1927 |    1 |    2 |        3 |
| 1927 | 1927 |    1 |    3 |        3 |
| 1927 | 1927 |    1 |    4 |        3 |
| 1927 | 1927 |    1 |    5 |        3 |
| 1927 | 1927 |    1 |    6 |        3 |
| 1927 | 1927 |    1 |    7 |        3 |
| 1927 | 1927 |    1 |    8 |        3 |
| 1927 | 1927 |    1 |    9 |        3 |
| 1927 | 1927 |    1 |   10 |        3 |
| 1927 | 1927 |    1 |   11 |        3 |
| 1927 | 1927 |    1 |   12 |        3 |
| 1927 | 1927 |    1 |   13 |        3 |
| 1927 | 1927 |    1 |   14 |        3 |
| 1927 | 1927 |    1 |   15 |        3 |
| 1927 | 1927 |    2 |    1 |        3 |
| 1927 | 1927 |    2 |    2 |        3 |
| 1927 | 1927 |    2 |    3 |        3 |
| 1927 | 1927 |    2 |    4 |        3 |
| 1927 | 1927 |    2 |    5 |        3 |
| 1927 | 1927 |    2 |    6 |        3 |
| 1927 | 1927 |    2 |    7 |        3 |
| 1927 | 1927 |    2 |    8 |        3 |
| 1927 | 1927 |    2 |    9 |        3 |
| 1927 | 1927 |    2 |   10 |        3 |
| 1927 | 1927 |    2 |   11 |        3 |
| 1927 | 1927 |    2 |   12 |        3 |
| 1927 | 1927 |    2 |   13 |        3 |
| 1927 | 1927 |    2 |   14 |        3 |
| 1927 | 1927 |    2 |   15 |        3 |
| 1927 | 1927 |    3 |    1 |        3 |
| 1927 | 1927 |    3 |    2 |        3 |
| 1927 | 1927 |    3 |    3 |        3 |
| 1927 | 1927 |    3 |    4 |        3 |
| 1927 | 1927 |    3 |    5 |        3 |
| 1927 | 1927 |    3 |    6 |        3 |
| 1927 | 1927 |    3 |    7 |        3 |
| 1927 | 1927 |    3 |    8 |        3 |
| 1927 | 1927 |    3 |    9 |        3 |
| 1927 | 1927 |    3 |   10 |        3 |
| 1927 | 1927 |    3 |   11 |        3 |
| 1927 | 1927 |    3 |   12 |        3 |
| 1927 | 1927 |    3 |   13 |        3 |
| 1927 | 1927 |    3 |   14 |        3 |
| 1927 | 1927 |    3 |   15 |        3 |
| 1927 | 1927 |    8 |    1 |        3 |
| 1927 | 1927 |    8 |    2 |        3 |
| 1927 | 1927 |    8 |    3 |        3 |
| 1927 | 1927 |    8 |    4 |        3 |
| 1927 | 1927 |    8 |    5 |        3 |
| 1927 | 1927 |    8 |    6 |        3 |
| 1927 | 1927 |    8 |    7 |        3 |
| 1927 | 1927 |    8 |    8 |        3 |
| 1927 | 1927 |    8 |    9 |        3 |
| 1927 | 1927 |    8 |   10 |        3 |
| 1927 | 1927 |    8 |   11 |        3 |
| 1927 | 1927 |    8 |   12 |        3 |
| 1927 | 1927 |    8 |   13 |        3 |
| 1927 | 1927 |    8 |   14 |        3 |
| 1927 | 1927 |    8 |   15 |        3 |
| 1927 | 1927 |    9 |    1 |        3 |
| 1927 | 1927 |    9 |    2 |        3 |
| 1927 | 1927 |    9 |    3 |        3 |
| 1927 | 1927 |    9 |    4 |        3 |
| 1927 | 1927 |    9 |    5 |        3 |
| 1927 | 1927 |    9 |    6 |        3 |
| 1927 | 1927 |    9 |    7 |        3 |
| 1927 | 1927 |    9 |    8 |        3 |
| 1927 | 1927 |    9 |    9 |        3 |
| 1927 | 1927 |    9 |   10 |        3 |
| 1927 | 1927 |    9 |   11 |        3 |
| 1927 | 1927 |    9 |   12 |        3 |
| 1927 | 1927 |    9 |   13 |        3 |
| 1927 | 1927 |    9 |   14 |        3 |
| 1927 | 1927 |    9 |   15 |        3 |
| 1928 | 1928 |    1 |    1 |        3 |
| 1928 | 1928 |    1 |    2 |        3 |
| 1928 | 1928 |    1 |    3 |        3 |
| 1928 | 1928 |    1 |    4 |        3 |
| 1928 | 1928 |    1 |    5 |        3 |
| 1928 | 1928 |    1 |    6 |        3 |
| 1928 | 1928 |    1 |    7 |        3 |
| 1928 | 1928 |    1 |    8 |        3 |
| 1928 | 1928 |    1 |    9 |        3 |
| 1928 | 1928 |    1 |   10 |        3 |
| 1928 | 1928 |    1 |   11 |        3 |
| 1928 | 1928 |    1 |   12 |        3 |
| 1928 | 1928 |    1 |   13 |        3 |
| 1928 | 1928 |    2 |    1 |        3 |
| 1928 | 1928 |    2 |    2 |        3 |
| 1928 | 1928 |    2 |    3 |        3 |
| 1928 | 1928 |    2 |    4 |        3 |
| 1928 | 1928 |    2 |    5 |        3 |
| 1928 | 1928 |    2 |    6 |        3 |
| 1928 | 1928 |    2 |    7 |        3 |
| 1928 | 1928 |    2 |    8 |        3 |
| 1928 | 1928 |    2 |    9 |        3 |
| 1928 | 1928 |    2 |   10 |        3 |
| 1928 | 1928 |    2 |   11 |        3 |
| 1928 | 1928 |    2 |   12 |        3 |
| 1928 | 1928 |    2 |   13 |        3 |
| 1928 | 1928 |    3 |    1 |        3 |
| 1928 | 1928 |    3 |    2 |        3 |
| 1928 | 1928 |    3 |    3 |        3 |
| 1928 | 1928 |    3 |    4 |        3 |
| 1928 | 1928 |    3 |    5 |        3 |
| 1928 | 1928 |    3 |    6 |        3 |
| 1928 | 1928 |    3 |    7 |        3 |
| 1928 | 1928 |    3 |    8 |        3 |
| 1928 | 1928 |    3 |    9 |        3 |
| 1928 | 1928 |    3 |   10 |        3 |
| 1928 | 1928 |    3 |   11 |        3 |
| 1928 | 1928 |    3 |   12 |        3 |
| 1928 | 1928 |    3 |   13 |        3 |
| 1928 | 1928 |   10 |    1 |        3 |
| 1928 | 1928 |   10 |    2 |        3 |
| 1928 | 1928 |   10 |    3 |        3 |
| 1928 | 1928 |   10 |    4 |        3 |
| 1928 | 1928 |   10 |    5 |        3 |
| 1928 | 1928 |   10 |    6 |        3 |
| 1928 | 1928 |   10 |    7 |        3 |
| 1928 | 1928 |   10 |    8 |        3 |
| 1928 | 1928 |   10 |    9 |        3 |
| 1928 | 1928 |   10 |   10 |        3 |
| 1928 | 1928 |   10 |   11 |        3 |
| 1928 | 1928 |   10 |   12 |        3 |
| 1928 | 1928 |   10 |   13 |        3 |
| 1930 | 1930 |    1 |    1 |        3 |
| 1930 | 1930 |    1 |    2 |        3 |
| 1930 | 1930 |    1 |    3 |        3 |
| 1930 | 1930 |    1 |    4 |        3 |
| 1930 | 1930 |    1 |    5 |        3 |
| 1930 | 1930 |    1 |    6 |        3 |
| 1930 | 1930 |    1 |    7 |        3 |
| 1930 | 1930 |    1 |    8 |        3 |
| 1930 | 1930 |    1 |    9 |        3 |
| 1930 | 1930 |    1 |   10 |        3 |
| 1930 | 1930 |    1 |   11 |        3 |
| 1930 | 1930 |    2 |    1 |        3 |
| 1930 | 1930 |    2 |    2 |        3 |
| 1930 | 1930 |    2 |    3 |        3 |
| 1930 | 1930 |    2 |    4 |        3 |
| 1930 | 1930 |    2 |    5 |        3 |
| 1930 | 1930 |    2 |    6 |        3 |
| 1930 | 1930 |    2 |    7 |        3 |
| 1930 | 1930 |    2 |    8 |        3 |
| 1930 | 1930 |    2 |    9 |        3 |
| 1930 | 1930 |    2 |   10 |        3 |
| 1930 | 1930 |    2 |   11 |        3 |
| 1931 | 1931 |    1 |    1 |        3 |
| 1931 | 1931 |    1 |    2 |        3 |
| 1931 | 1931 |    1 |    3 |        3 |
| 1931 | 1931 |    1 |    4 |        3 |
| 1931 | 1931 |    1 |    5 |        3 |
| 1931 | 1931 |    1 |    6 |        3 |
| 1931 | 1931 |    1 |    7 |        3 |
| 1931 | 1931 |    1 |    8 |        3 |
| 1931 | 1931 |    1 |    9 |        3 |
| 1931 | 1931 |    2 |    1 |        3 |
| 1931 | 1931 |    2 |    2 |        3 |
| 1931 | 1931 |    2 |    3 |        3 |
| 1931 | 1931 |    2 |    4 |        3 |
| 1931 | 1931 |    2 |    5 |        3 |
| 1931 | 1931 |    2 |    6 |        3 |
| 1931 | 1931 |    2 |    7 |        3 |
| 1931 | 1931 |    2 |    8 |        3 |
| 1931 | 1931 |    2 |    9 |        3 |
| 1931 | 1931 |    3 |    1 |        3 |
| 1931 | 1931 |    3 |    2 |        3 |
| 1931 | 1931 |    3 |    3 |        3 |
| 1931 | 1931 |    3 |    4 |        3 |
| 1931 | 1931 |    3 |    5 |        3 |
| 1931 | 1931 |    3 |    6 |        3 |
| 1931 | 1931 |    3 |    7 |        3 |
| 1931 | 1931 |    3 |    8 |        3 |
| 1931 | 1931 |    3 |    9 |        3 |
| 1931 | 1931 |    4 |    1 |        3 |
| 1931 | 1931 |    4 |    2 |        3 |
| 1931 | 1931 |    4 |    3 |        3 |
| 1931 | 1931 |    4 |    4 |        3 |
| 1931 | 1931 |    4 |    5 |        3 |
| 1931 | 1931 |    4 |    6 |        3 |
| 1931 | 1931 |    4 |    7 |        3 |
| 1931 | 1931 |    4 |    8 |        3 |
| 1931 | 1931 |    4 |    9 |        3 |
