mysql> select a.fs_id , a.mem_id , b.mem_id , a.fm_mm , a.income1+a.income2+a.income3+a.income4 as aCY , b.income1+b.income2+b.income3+b.income4 as bCY , IF(A.INCOME1=B.INCOME1,A.INCOME1,'') , IF(A.INCOME2=B.INCOME2,A.INCOME2,'') , IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') , IF(A.INCOME4=B.INCOME4,A.INCOME4,'') from income a,income b where a.fs_id=b.fs_id and a.mem_id<>b.mem_id and( a.income1=b.income1 or a.income2=b.income2 or a.income3=b.income3 or a.income4=b.income4) and a.fm_mm= b.fm_mm and a.mem_id<b.mem_id;
+-------+--------+--------+-------+-------+------+--------------------------------------+--------------------------------------+----------------------------------------+--------------------------------------+
| fs_id | mem_id | mem_id | fm_mm | aCY   | bCY  | IF(A.INCOME1=B.INCOME1,A.INCOME1,'') | IF(A.INCOME2=B.INCOME2,A.INCOME2,'') | IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') | IF(A.INCOME4=B.INCOME4,A.INCOME4,'') |
|  2197 |      1 |      3 |     3 |  559 |  559 | 559                                                   |                                                       |                                                         |                                                       |
|  2197 |      1 |      2 |     3 |  559 |  559 | 559                                                   |                                                       |                                                         |                                                       |
|  2197 |      2 |      3 |     1 |  559 |  559 | 559                                                   |                                                       |                                                         |                                                       |
|  2197 |      2 |      3 |     2 |  559 |  559 | 559                                                   |                                                       |                                                         |                                                       |
|  2197 |      2 |      3 |     3 |  559 |  559 | 559                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      2 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      3 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      4 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      2 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      3 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      4 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      4 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      3 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      1 |      2 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      3 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      4 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      3 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      4 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      3 |      4 |     1 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      3 |      4 |     2 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      3 |      4 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      4 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2224 |      2 |      3 |     3 |  160 |  160 | 160                                                   |                                                       |                                                         |                                                       |
|  2234 |      1 |      2 |     1 |  150 |  150 | 150                                                   |                                                       |                                                         |                                                       |
|  2234 |      1 |      2 |     3 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2271 |      3 |      9 |     1 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      3 |      9 |     3 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      3 |     1 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      9 |     1 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      9 |     2 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      3 |     2 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      9 |     3 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      1 |      3 |     3 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2271 |      3 |      9 |     2 |  280 |  280 |                                                       | 280                                                   |                                                         |                                                       |
|  2294 |      1 |      6 |     1 |  592 |  592 | 592                                                   |                                                       |                                                         |                                                       |
|  2294 |      1 |      6 |     2 |  592 |  592 | 592                                                   |                                                       |                                                         |                                                       |
|  2294 |      1 |      6 |     3 |  592 |  592 | 592                                                   |                                                       |                                                         |                                                       |
|  2298 |      3 |      4 |     1 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      3 |      4 |     3 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      3 |     1 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      4 |     1 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      4 |     2 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      3 |     2 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      3 |     3 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      1 |      4 |     3 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2298 |      3 |      4 |     2 |  376 |  376 | 376                                                   |                                                       |                                                         |                                                       |
|  2390 |      1 |      2 |     1 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2390 |      1 |      2 |     2 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2390 |      1 |      2 |     3 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2400 |      1 |      2 |     1 |  130 |  130 | 130                                                   |                                                       |                                                         |                                                       |
|  2400 |      1 |      2 |     2 |  130 |  130 | 130                                                   |                                                       |                                                         |                                                       |
|  2400 |      1 |      2 |     3 |  130 |  130 | 130                                                   |                                                       |                                                         |                                                       |
|  2401 |      1 |      2 |     3 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2403 |      1 |      3 |     1 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2403 |      1 |      3 |     2 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2403 |      1 |      3 |     3 |  120 |  120 | 120                                                   |                                                       |                                                         |                                                       |
|  2423 |      7 |      8 |     1 |  170 |  170 |                                                       | 170                                                   |                                                         |                                                       |
|  2423 |      7 |      8 |     2 |  170 |  170 |                                                       | 170                                                   |                                                         |                                                       |
|  2423 |      7 |      8 |     3 |  170 |  170 |                                                       | 170                                                   |                                                         |                                                       |
|  2447 |      1 |      2 |     1 | 2900 | 2272 |                                                       | 1500                                                  |                                                         |                                                       |
|  2447 |      1 |      2 |     3 | 2900 | 2272 |                                                       | 1500                                                  |                                                         |                                                       |
|  2447 |      1 |      2 |     2 | 2900 | 2272 |                                                       | 1500                                                  |                                                         |                                                       |
|  2511 |      3 |      4 |     1 | 1069 | 1069 | 1069                                                  |                                                       |                                                         |                                                       |
|  2511 |      3 |      4 |     3 | 1069 | 1069 | 1069                                                  |                                                       |                                                         |                                                       |
|  2511 |      3 |      4 |     2 | 1069 | 1069 | 1069                                                  |                                                       |                                                         |                                                       |
|  2630 |      1 |      3 |     1 |  183 |  183 | 183                                                   |                                                       |                                                         |                                                       |
|  2630 |      1 |      3 |     3 |  183 |  183 | 183                                                   |                                                       |                                                         |                                                       |
|  2630 |      1 |      3 |     2 |  183 |  183 | 183                                                   |                                                       |                                                         |                                                       |
|  2637 |      2 |      5 |     1 |  323 |  323 | 323                                                   |                                                       |                                                         |                                                       |
|  2637 |      2 |      5 |     2 |  323 |  323 | 323                                                   |                                                       |                                                         |                                                       |
|  2637 |      2 |      5 |     3 |  323 |  323 | 323                                                   |                                                       |                                                         |                                                       |
|  2650 |      1 |      3 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2650 |      1 |      3 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2650 |      1 |      3 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2651 |      3 |      4 |     1 |  173 |  173 | 173                                                   |                                                       |                                                         |                                                       |
|  2651 |      3 |      4 |     2 |  173 |  173 | 173                                                   |                                                       |                                                         |                                                       |
|  2651 |      3 |      4 |     3 |  173 |  173 | 173                                                   |                                                       |                                                         |                                                       |
|  2657 |      2 |      3 |     1 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2657 |      2 |      3 |     3 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2657 |      2 |      3 |     2 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2681 |      1 |      2 |     1 |  129 |  129 | 129                                                   |                                                       |                                                         |                                                       |
|  2681 |      1 |      2 |     2 |  129 |  129 | 129                                                   |                                                       |                                                         |                                                       |
|  2681 |      1 |      2 |     3 |  129 |  129 | 129                                                   |                                                       |                                                         |                                                       |
|  2700 |      2 |      4 |     1 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2700 |      2 |      4 |     2 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2700 |      2 |      4 |     3 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2716 |      1 |      3 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2716 |      1 |      3 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2716 |      1 |      3 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2723 |      2 |      3 |     1 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2723 |      2 |      3 |     3 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2723 |      2 |      3 |     2 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2731 |      1 |      2 |     1 |  161 |  161 | 161                                                   |                                                       |                                                         |                                                       |
|  2731 |      1 |      2 |     2 |  161 |  161 | 161                                                   |                                                       |                                                         |                                                       |
|  2731 |      1 |      2 |     3 |  161 |  161 | 161                                                   |                                                       |                                                         |                                                       |
|  2743 |      1 |      2 |     1 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2743 |      1 |      2 |     2 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2743 |      1 |      2 |     3 |  194 |  194 | 194                                                   |                                                       |                                                         |                                                       |
|  2747 |      1 |      2 |     1 |  427 |  427 | 427                                                   |                                                       |                                                         |                                                       |
|  2747 |      1 |      2 |     2 |  427 |  427 | 427                                                   |                                                       |                                                         |                                                       |
|  2747 |      1 |      2 |     3 |  427 |  427 | 427                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      3 |     1 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      4 |     1 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      3 |     2 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      4 |     2 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      3 |      4 |     1 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      3 |      4 |     2 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      3 |      4 |     3 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      4 |     3 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2748 |      2 |      3 |     3 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2752 |      3 |      4 |     1 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2752 |      3 |      4 |     2 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2752 |      3 |      4 |     3 |  200 |  200 | 200                                                   |                                                       |                                                         |                                                       |
|  2812 |      1 |      2 |     3 |  322 |  322 | 322                                                   |                                                       |                                                         |                                                       |
|  2812 |      1 |      2 |     1 |  322 |  322 | 322                                                   |                                                       |                                                         |                                                       |
|  2812 |      1 |      2 |     2 |  322 |  322 | 322                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      2 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      3 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      2 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      3 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      3 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      1 |      2 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      2 |      3 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      2 |      3 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2823 |      2 |      3 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  2848 |      1 |      2 |     1 |  250 |  250 | 250                                                   |                                                       |                                                         |                                                       |
|  2848 |      1 |      2 |     2 |  250 |  250 | 250                                                   |                                                       |                                                         |                                                       |
|  2848 |      1 |      2 |     3 |  250 |  250 | 250                                                   |                                                       |                                                         |                                                       |
|  2866 |      3 |      4 |     1 |  431 |  431 | 431                                                   |                                                       |                                                         |                                                       |
|  2866 |      3 |      4 |     3 |  431 |  431 | 431                                                   |                                                       |                                                         |                                                       |
|  2866 |      3 |      4 |     2 |  431 |  431 | 431                                                   |                                                       |                                                         |                                                       |
|  2921 |      1 |      3 |     1 |  162 |  162 | 162                                                   |                                                       |                                                         |                                                       |
|  2921 |      1 |      3 |     2 |  162 |  162 | 162                                                   |                                                       |                                                         |                                                       |
|  2921 |      1 |      3 |     3 |  162 |  162 | 162                                                   |                                                       |                                                         |                                                       |
|  2923 |      1 |      2 |     1 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      1 |      3 |     1 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      1 |      2 |     2 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      1 |      3 |     2 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      1 |      2 |     3 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      1 |      3 |     3 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      2 |      3 |     1 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      2 |      3 |     2 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2923 |      2 |      3 |     3 |  350 |  350 |                                                       | 350                                                   |                                                         |                                                       |
|  2926 |      4 |      5 |     1 |  269 |  269 | 269                                                   |                                                       |                                                         |                                                       |
|  2926 |      4 |      5 |     2 |  269 |  269 | 269                                                   |                                                       |                                                         |                                                       |
|  2926 |      4 |      5 |     3 |  269 |  269 | 269                                                   |                                                       |                                                         |                                                       |
|  2956 |      1 |      4 |     1 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2956 |      1 |      4 |     2 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2956 |      1 |      4 |     3 |  172 |  172 | 172                                                   |                                                       |                                                         |                                                       |
|  2969 |      1 |      3 |     1 |  118 |  118 | 118                                                   |                                                       |                                                         |                                                       |
|  2969 |      1 |      3 |     2 |  118 |  118 | 118                                                   |                                                       |                                                         |                                                       |
|  2969 |      1 |      3 |     3 |  118 |  118 | 118                                                   |                                                       |                                                         |                                                       |
|  2978 |      2 |      4 |     1 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2978 |      2 |      4 |     2 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2978 |      2 |      4 |     3 |  140 |  140 | 140                                                   |                                                       |                                                         |                                                       |
|  2981 |      1 |      2 |     1 |  150 |  150 |                                                       | 150                                                   |                                                         |                                                       |
|  2981 |      1 |      2 |     2 |  150 |  150 |                                                       | 150                                                   |                                                         |                                                       |
|  2981 |      1 |      2 |     3 |  150 |  150 |                                                       | 150                                                   |                                                         |                                                       |
|  3010 |      1 |      2 |     1 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  3010 |      1 |      2 |     2 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  3010 |      1 |      2 |     3 |  215 |  215 | 215                                                   |                                                       |                                                         |                                                       |
|  3149 |      1 |      2 |     1 |   80 |   80 | 80                                                    |                                                       |                                                         |                                                       |
|  3149 |      1 |      3 |     1 |   80 |   80 | 80                                                    |                                                       |                                                         |                                                       |
|  3149 |      1 |      3 |     2 |   80 |   80 | 80                                                    |                                                       |                                                         |                                                       |
