mysql> select a.fs_id , a.mem_id , b.mem_id , a.fm_mm , a.income1+a.income2+a.income3+a.income4 as aCY , b.income1+b.income2+b.income3+b.income4 as bCY , IF(A.INCOME1=B.INCOME1,A.INCOME1,'') , IF(A.INCOME2=B.INCOME2,A.INCOME2,'') , IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') , IF(A.INCOME4=B.INCOME4,A.INCOME4,'') from income a,income b where a.fs_id=b.fs_id and a.mem_id<>b.mem_id and( a.income1=b.income1 or a.income2=b.income2 or a.income3=b.income3 or a.income4=b.income4) and a.fm_mm= b.fm_mm and a.mem_id<b.mem_id;
+-------+--------+--------+-------+-------+------+--------------------------------------+--------------------------------------+----------------------------------------+--------------------------------------+
| fs_id | mem_id | mem_id | fm_mm | aCY   | bCY  | IF(A.INCOME1=B.INCOME1,A.INCOME1,'') | IF(A.INCOME2=B.INCOME2,A.INCOME2,'') | IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') | IF(A.INCOME4=B.INCOME4,A.INCOME4,'') |
|    73 |      2 |      6 |     1 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      8 |     1 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      9 |     1 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     10 |     1 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     11 |     1 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      3 |     1 |  1664 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      4 |     1 |  1664 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      5 |     1 |  1664 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      8 |     2 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      9 |     2 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     10 |     2 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     11 |     2 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      3 |     2 |  1664 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      4 |     2 |  1664 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      5 |     2 |  1664 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      6 |     2 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      5 |     3 |  1664 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      6 |     3 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      8 |     3 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      9 |     3 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     10 |     3 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |     11 |     3 |  1664 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      3 |     3 |  1664 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      2 |      4 |     3 |  1664 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      6 |     1 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      8 |     1 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      9 |     1 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     10 |     1 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     11 |     1 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      4 |     1 |  1783 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      5 |     1 |  1783 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      8 |     2 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      9 |     2 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     10 |     2 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     11 |     2 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      4 |     2 |  1783 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      5 |     2 |  1783 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      6 |     2 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      5 |     3 |  1783 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      6 |     3 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      8 |     3 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      9 |     3 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     10 |     3 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |     11 |     3 |  1783 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      3 |      4 |     3 |  1783 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      6 |     1 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      8 |     1 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      9 |     1 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     10 |     1 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     11 |     1 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      5 |     1 |  1426 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      8 |     2 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      9 |     2 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     10 |     2 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     11 |     2 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      5 |     2 |  1426 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      6 |     2 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      5 |     3 |  1426 |  891 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      6 |     3 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      8 |     3 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |      9 |     3 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     10 |     3 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      4 |     11 |     3 |  1426 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      6 |     1 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      8 |     1 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      9 |     1 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |     10 |     1 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |     11 |     1 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      8 |     2 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      9 |     2 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |     10 |     2 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |     11 |     2 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      5 |      6 |     2 |   891 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    73 |      6 |      8 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    73 |      6 |      9 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    73 |      6 |     10 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    73 |      6 |     11 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    76 |      1 |      2 |     2 |  2378 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    76 |      1 |      2 |     3 |  2378 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    76 |      1 |      2 |     1 |  2378 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|    77 |      1 |      2 |     3 |   750 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    77 |      1 |      2 |     1 |   750 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    77 |      1 |      2 |     2 |   750 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    79 |      1 |      2 |     3 |   500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    79 |      1 |      2 |     1 |   500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    79 |      1 |      2 |     2 |   500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    80 |      1 |      5 |     1 |  1500 |  800 | 0                                    |                                      | 0                                      |                                      |
|    80 |      1 |      5 |     2 |  1500 |  800 | 0                                    |                                      | 0                                      |                                      |
|    80 |      1 |      5 |     3 |  1500 |  800 | 0                                    |                                      | 0                                      |                                      |
|    81 |      2 |      3 |     2 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      4 |     2 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      5 |     2 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      3 |     1 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      4 |     1 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      5 |     1 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      4 |     1 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      5 |     1 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      4 |     2 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      5 |     2 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      4 |     3 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      3 |      5 |     3 |  1189 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      4 |      5 |     1 |  1426 | 1426 | 1426                                 | 0                                    | 0                                      | 0                                    |
|    81 |      4 |      5 |     2 |  1426 | 1426 | 1426                                 | 0                                    | 0                                      | 0                                    |
|    81 |      4 |      5 |     3 |  1426 | 1426 | 1426                                 | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      2 |     1 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      3 |     1 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      4 |     1 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      5 |     1 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      2 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      3 |     2 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      4 |     2 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      5 |     2 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      3 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      4 |     3 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      5 |     3 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      1 |      2 |     3 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      3 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      4 |     3 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    81 |      2 |      5 |     3 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    84 |      1 |      2 |     3 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    84 |      1 |      2 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    84 |      1 |      2 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    86 |      1 |      2 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    86 |      1 |      3 |     2 |  1500 |  772 |                                      | 0                                    | 0                                      |                                      |
|    86 |      1 |      3 |     1 |  1500 |  772 |                                      | 0                                    | 0                                      |                                      |
|    86 |      1 |      2 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    86 |      1 |      2 |     3 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|    86 |      1 |      3 |     3 |  1500 |  772 |                                      | 0                                    | 0                                      |                                      |
|    86 |      2 |      3 |     3 |     0 |  772 |                                      | 0                                    | 0                                      | 0                                    |
|    86 |      2 |      3 |     1 |     0 |  772 |                                      | 0                                    | 0                                      | 0                                    |
|    86 |      2 |      3 |     2 |     0 |  772 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      3 |      4 |     1 |     0 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      3 |      5 |     1 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      1 |      3 |     1 |  7151 |    0 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      2 |     1 |  7151 | 1545 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      4 |     1 |  7151 | 3804 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      5 |     1 |  7151 | 1426 |                                      | 0                                    | 0                                      |                                      |
|    88 |      3 |      4 |     3 |     0 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      3 |      5 |     3 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      1 |      2 |     2 |  7151 | 1545 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      4 |     2 |  7151 | 3804 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      5 |     2 |  7151 | 1426 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      3 |     2 |  7151 |    0 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      3 |     3 |  7151 |    0 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      2 |     3 |  7151 | 1545 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      4 |     3 |  7151 | 3804 |                                      | 0                                    | 0                                      |                                      |
|    88 |      1 |      5 |     3 |  7151 | 1426 |                                      | 0                                    | 0                                      |                                      |
|    88 |      2 |      3 |     1 |  1545 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      4 |     1 |  1545 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      5 |     1 |  1545 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      4 |     2 |  1545 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      5 |     2 |  1545 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      3 |     2 |  1545 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      3 |     3 |  1545 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      4 |     3 |  1545 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      2 |      5 |     3 |  1545 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      4 |      5 |     1 |  3804 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      4 |      5 |     2 |  3804 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      4 |      5 |     3 |  3804 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      3 |      4 |     2 |     0 | 3804 |                                      | 0                                    | 0                                      | 0                                    |
|    88 |      3 |      5 |     2 |     0 | 1426 |                                      | 0                                    | 0                                      | 0                                    |
|    96 |      1 |      3 |     3 |  1500 | 1069 |                                      | 0                                    | 0                                      |                                      |
|    96 |      1 |      3 |     1 |  1500 | 1069 |                                      | 0                                    | 0                                      |                                      |
|    96 |      1 |      3 |     2 |  1500 | 1069 |                                      | 0                                    | 0                                      |                                      |
|    97 |      1 |      2 |     1 |  2789 | 2675 |                                      | 0                                    | 0                                      |                                      |
|    97 |      1 |      2 |     2 |  2789 | 2675 |                                      | 0                                    | 0                                      |                                      |
|    97 |      1 |      2 |     3 |  2789 | 2675 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      2 |     1 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      3 |     1 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      3 |     2 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      2 |     2 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      3 |     3 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      1 |      2 |     3 |  2189 |    0 |                                      | 0                                    | 0                                      |                                      |
|    99 |      2 |      3 |     1 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    99 |      2 |      3 |     3 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|    99 |      2 |      3 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|   103 |      1 |      2 |     1 |  1023 | 1035 |                                      | 0                                    | 0                                      | 0                                    |
|   103 |      1 |      2 |     2 |  1023 | 1035 |                                      | 0                                    | 0                                      | 0                                    |
|   103 |      1 |      2 |     3 |  1023 | 1035 |                                      | 0                                    | 0                                      | 0                                    |
|   104 |      1 |      2 |     1 |  2897 | 1111 |                                      | 0                                    | 0                                      |                                      |
|   104 |      1 |      2 |     2 |  2897 | 1111 |                                      | 0                                    | 0                                      |                                      |
|   104 |      1 |      2 |     3 |  2897 | 1111 |                                      | 0                                    | 0                                      |                                      |
|   108 |      1 |      2 |     2 |   255 |  223 |                                      | 0                                    | 0                                      | 0                                    |
|   108 |      1 |      2 |     3 |   255 |  223 |                                      | 0                                    | 0                                      | 0                                    |
|   108 |      1 |      2 |     1 |   255 |  223 |                                      | 0                                    | 0                                      | 0                                    |
|   109 |      1 |      2 |     1 |   376 |  532 |                                      | 0                                    | 0                                      | 0                                    |
|   109 |      1 |      2 |     2 |   376 |  532 |                                      | 0                                    | 0                                      | 0                                    |
|   109 |      1 |      2 |     3 |   376 |  532 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      3 |     1 |   722 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      2 |     1 |   722 |  215 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      3 |     2 |   722 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      2 |     2 |   722 |  215 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      3 |     3 |   722 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      1 |      2 |     3 |   722 |  215 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      2 |      3 |     2 |   215 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      2 |      3 |     3 |   215 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   110 |      2 |      3 |     1 |   215 |  692 |                                      | 0                                    | 0                                      | 0                                    |
|   111 |      1 |      2 |     1 |   374 |  267 |                                      | 0                                    | 0                                      | 0                                    |
|   111 |      1 |      2 |     2 |   374 |  267 |                                      | 0                                    | 0                                      | 0                                    |
|   111 |      1 |      2 |     3 |   374 |  267 |                                      | 0                                    | 0                                      | 0                                    |
|   112 |      1 |      2 |     1 |   267 |  269 |                                      | 0                                    | 0                                      | 0                                    |
|   112 |      1 |      2 |     2 |   267 |  269 |                                      | 0                                    | 0                                      | 0                                    |
|   112 |      1 |      2 |     3 |   267 |  269 |                                      | 0                                    | 0                                      | 0                                    |
|   113 |      1 |      2 |     1 |   268 |   60 |                                      | 0                                    | 0                                      | 0                                    |
|   113 |      1 |      2 |     2 |   268 |   60 |                                      | 0                                    | 0                                      | 0                                    |
|   113 |      1 |      2 |     3 |   268 |   60 |                                      | 0                                    | 0                                      | 0                                    |
|   118 |      1 |      2 |     1 |   268 |  162 |                                      | 0                                    | 0                                      | 0                                    |
|   118 |      1 |      2 |     2 |   268 |  162 |                                      | 0                                    | 0                                      | 0                                    |
|   118 |      1 |      2 |     3 |   268 |  162 |                                      | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      3 |     1 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      2 |     1 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      3 |     2 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      2 |     2 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      3 |     3 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      1 |      2 |     3 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
|   122 |      2 |      3 |     2 |   160 |  160 | 160                                  | 0                                    | 0                                      | 0                                    |
