mysql> select a.fs_id,a.mem_id,b.mem_id,a.income1+a.income2+a.income3+a.income4 as aCY,b.income1+b.income2+b.income3+b.income4 as bCY from income a,income b where a.fs_id=b.fs_id and a.mem_id<>b.mem_id and( a.income1=b.income1 or a.income2=b.income2 or a.income3=b.income3 or a.income4=b.income4) and a.fm_mm=1 and b.fm_mm=1 and a.mem_id>b.mem_id;
+-------+--------+--------+------+-------+
| fs_id | mem_id | mem_id | aCY  | bCY   |
|   302 |      4 |      1 |     3 |    0 |  3000 |
|   302 |      4 |      2 |     3 |    0 |  4756 |
|   302 |      4 |      3 |     1 |    0 |     0 |
|   302 |      4 |      2 |     1 |    0 |  4756 |
|   302 |      4 |      1 |     1 |    0 |  3000 |
|   302 |      4 |      3 |     2 |    0 |     0 |
|   302 |      4 |      2 |     2 |    0 |  4756 |
|   302 |      4 |      1 |     2 |    0 |  3000 |
|   302 |      2 |      1 |     3 | 4756 |  3000 |
|   303 |      3 |      1 |     1 |    0 |  3164 |
|   303 |      3 |      2 |     1 |    0 |  1783 |
|   303 |      3 |      1 |     2 |    0 |  3164 |
|   303 |      3 |      2 |     2 |    0 |  1783 |
|   303 |      3 |      2 |     3 |    0 |  1783 |
|   303 |      3 |      1 |     3 |    0 |  3164 |
|   303 |      4 |      3 |     1 |    0 |     0 |
|   303 |      4 |      1 |     1 |    0 |  3164 |
|   303 |      4 |      2 |     1 |    0 |  1783 |
|   303 |      4 |      3 |     2 |    0 |     0 |
|   303 |      4 |      1 |     2 |    0 |  3164 |
|   303 |      4 |      2 |     2 |    0 |  1783 |
|   303 |      2 |      1 |     3 | 1783 |  3164 |
|   303 |      2 |      1 |     1 | 1783 |  3164 |
|   303 |      2 |      1 |     2 | 1783 |  3164 |
|   303 |      4 |      3 |     3 |    0 |     0 |
|   303 |      4 |      2 |     3 |    0 |  1783 |
|   303 |      4 |      1 |     3 |    0 |  3164 |
|   304 |      3 |      1 |     1 |    0 |  2527 |
|   304 |      3 |      2 |     1 |    0 |  1377 |
|   304 |      3 |      1 |     2 |    0 |  2527 |
|   304 |      3 |      2 |     2 |    0 |  1377 |
|   304 |      3 |      2 |     3 |    0 |  1377 |
|   304 |      3 |      1 |     3 |    0 |  2527 |
|   304 |      2 |      1 |     1 | 1377 |  2527 |
|   304 |      2 |      1 |     2 | 1377 |  2527 |
|   304 |      2 |      1 |     3 | 1377 |  2527 |
|   306 |      2 |      1 |     1 |    0 |  1500 |
|   306 |      2 |      1 |     2 |    0 |  1500 |
|   306 |      4 |      1 |     3 |    0 |  1500 |
|   306 |      4 |      3 |     3 |    0 |     0 |
|   306 |      4 |      2 |     3 |    0 |     0 |
|   306 |      3 |      1 |     1 |    0 |  1500 |
|   306 |      3 |      2 |     1 |    0 |     0 |
|   306 |      3 |      1 |     2 |    0 |  1500 |
|   306 |      3 |      2 |     2 |    0 |     0 |
|   306 |      3 |      1 |     3 |    0 |  1500 |
|   306 |      3 |      2 |     3 |    0 |     0 |
|   306 |      4 |      1 |     1 |    0 |  1500 |
|   306 |      4 |      2 |     1 |    0 |     0 |
|   306 |      4 |      3 |     1 |    0 |     0 |
|   306 |      4 |      1 |     2 |    0 |  1500 |
|   306 |      4 |      2 |     2 |    0 |     0 |
|   306 |      4 |      3 |     2 |    0 |     0 |
|   306 |      2 |      1 |     3 |    0 |  1500 |
|   308 |      3 |      2 |     3 | 1069 |     0 |
|   308 |      3 |      1 |     3 | 1069 |  1500 |
|   308 |      2 |      1 |     1 |    0 |  1500 |
|   308 |      2 |      1 |     2 |    0 |  1500 |
|   308 |      2 |      1 |     3 |    0 |  1500 |
|   308 |      3 |      2 |     2 | 1069 |     0 |
|   308 |      3 |      1 |     2 | 1069 |  1500 |
|   308 |      3 |      2 |     1 | 1069 |     0 |
|   308 |      3 |      1 |     1 | 1069 |  1500 |
|   309 |      2 |      1 |     1 |    0 |  3862 |
|   309 |      3 |      1 |     3 | 1783 |  3862 |
|   309 |      3 |      2 |     3 | 1783 |     0 |
|   309 |      2 |      1 |     3 |    0 |  3862 |
|   309 |      3 |      1 |     1 | 1783 |  3862 |
|   309 |      3 |      2 |     1 | 1783 |     0 |
|   309 |      3 |      1 |     2 | 1783 |  3862 |
|   309 |      3 |      2 |     2 | 1783 |     0 |
|   309 |      2 |      1 |     2 |    0 |  3862 |
|   310 |      2 |      1 |     3 |    0 |  3878 |
|   310 |      2 |      1 |     1 |    0 |  3878 |
|   310 |      2 |      1 |     2 |    0 |  3878 |
|   312 |      2 |      1 |     3 | 1545 |  2807 |
|   312 |      2 |      1 |     1 | 1545 |  2807 |
|   312 |      2 |      1 |     2 | 1545 |  2807 |
|   313 |      7 |      1 |     3 | 1783 |  1500 |
|   313 |      7 |      2 |     3 | 1783 |     0 |
|   313 |      7 |      3 |     3 | 1783 |   950 |
|   313 |      7 |      4 |     3 | 1783 |  1664 |
|   313 |      7 |      1 |     2 | 1783 |  1500 |
|   313 |      7 |      2 |     2 | 1783 |     0 |
|   313 |      7 |      3 |     2 | 1783 |   950 |
|   313 |      7 |      4 |     2 | 1783 |  1664 |
|   313 |      8 |      7 |     2 | 1009 |  1783 |
|   313 |      8 |      1 |     2 | 1009 |  1500 |
|   313 |      8 |      2 |     2 | 1009 |     0 |
|   313 |      8 |      3 |     2 | 1009 |   950 |
|   313 |      8 |      4 |     2 | 1009 |  1664 |
|   313 |      8 |      7 |     3 | 1009 |  1783 |
|   313 |      8 |      1 |     3 | 1009 |  1500 |
|   313 |      8 |      2 |     3 | 1009 |     0 |
|   313 |      8 |      3 |     3 | 1009 |   950 |
|   313 |      8 |      4 |     3 | 1009 |  1664 |
|   313 |      2 |      1 |     1 |    0 |  1500 |
|   313 |      2 |      1 |     2 |    0 |  1500 |
|   313 |      2 |      1 |     3 |    0 |  1500 |
|   313 |      3 |      1 |     1 |  950 |  1500 |
|   313 |      3 |      2 |     1 |  950 |     0 |
|   313 |      3 |      1 |     2 |  950 |  1500 |
|   313 |      3 |      2 |     2 |  950 |     0 |
|   313 |      3 |      1 |     3 |  950 |  1500 |
|   313 |      3 |      2 |     3 |  950 |     0 |
|   313 |      4 |      1 |     1 | 1664 |  1500 |
|   313 |      4 |      2 |     1 | 1664 |     0 |
|   313 |      4 |      3 |     1 | 1664 |   950 |
|   313 |      4 |      1 |     2 | 1664 |  1500 |
|   313 |      4 |      2 |     2 | 1664 |     0 |
|   313 |      4 |      3 |     2 | 1664 |   950 |
|   313 |      4 |      1 |     3 | 1664 |  1500 |
|   313 |      4 |      2 |     3 | 1664 |     0 |
|   313 |      4 |      3 |     3 | 1664 |   950 |
|   313 |      7 |      1 |     1 | 1783 |  1500 |
|   313 |      7 |      2 |     1 | 1783 |     0 |
|   313 |      7 |      3 |     1 | 1783 |   950 |
|   313 |      7 |      4 |     1 | 1783 |  1664 |
|   313 |      8 |      1 |     1 | 1009 |  1500 |
|   313 |      8 |      2 |     1 | 1009 |     0 |
|   313 |      8 |      3 |     1 | 1009 |   950 |
|   313 |      8 |      4 |     1 | 1009 |  1664 |
|   313 |      8 |      7 |     1 | 1009 |  1783 |
|   314 |      3 |      1 |     3 |    0 |  1500 |
|   314 |      3 |      2 |     3 |    0 |  1545 |
|   314 |      2 |      1 |     1 | 1545 |  1500 |
|   314 |      2 |      1 |     2 | 1545 |  1500 |
|   314 |      2 |      1 |     3 | 1545 |  1500 |
|   314 |      5 |      1 |     1 |  950 |  1500 |
|   314 |      5 |      2 |     1 |  950 |  1545 |
|   314 |      5 |      3 |     1 |  950 |     0 |
|   314 |      5 |      2 |     2 |  950 |  1545 |
|   314 |      5 |      3 |     2 |  950 |     0 |
|   314 |      5 |      1 |     2 |  950 |  1500 |
|   314 |      5 |      3 |     3 |  950 |     0 |
|   314 |      5 |      1 |     3 |  950 |  1500 |
|   314 |      5 |      2 |     3 |  950 |  1545 |
|   314 |      6 |      1 |     1 | 1426 |  1500 |
|   314 |      6 |      2 |     1 | 1426 |  1545 |
|   314 |      6 |      5 |     1 | 1426 |   950 |
|   314 |      6 |      3 |     1 | 1426 |     0 |
|   314 |      6 |      2 |     2 | 1426 |  1545 |
|   314 |      6 |      5 |     2 | 1426 |   950 |
|   314 |      6 |      3 |     2 | 1426 |     0 |
|   314 |      6 |      1 |     2 | 1426 |  1500 |
|   314 |      6 |      3 |     3 | 1426 |     0 |
|   314 |      6 |      1 |     3 | 1426 |  1500 |
|   314 |      6 |      2 |     3 | 1426 |  1545 |
|   314 |      6 |      5 |     3 | 1426 |   950 |
|   314 |      3 |      1 |     1 |    0 |  1500 |
|   314 |      3 |      2 |     1 |    0 |  1545 |
|   314 |      3 |      2 |     2 |    0 |  1545 |
|   314 |      3 |      1 |     2 |    0 |  1500 |
|   315 |      2 |      1 |     1 |    0 |     0 |
|   315 |      2 |      1 |     2 |    0 |     0 |
|   315 |      2 |      1 |     3 |    0 |     0 |
|   315 |      3 |      1 |     1 |    0 |     0 |
|   315 |      3 |      2 |     1 |    0 |     0 |
|   315 |      3 |      1 |     2 |    0 |     0 |
|   315 |      3 |      2 |     2 |    0 |     0 |
|   315 |      3 |      1 |     3 |    0 |     0 |
|   315 |      3 |      2 |     3 |    0 |     0 |
|   315 |      4 |      1 |     1 |    0 |     0 |
|   315 |      4 |      2 |     1 |    0 |     0 |
|   315 |      4 |      3 |     1 |    0 |     0 |
|   315 |      4 |      1 |     2 |    0 |     0 |
|   315 |      4 |      2 |     2 |    0 |     0 |
|   315 |      4 |      3 |     2 |    0 |     0 |
|   315 |      4 |      1 |     3 |    0 |     0 |
|   315 |      4 |      2 |     3 |    0 |     0 |
|   315 |      4 |      3 |     3 |    0 |     0 |
|   316 |      2 |      1 |     3 | 1664 |  1901 |
|   316 |      2 |      1 |     1 | 1664 |  1901 |
|   316 |      2 |      1 |     2 | 1664 |  1901 |
|   317 |      4 |      1 |     1 | 1486 |  3247 |
|   317 |      4 |      2 |     1 | 1486 |  1307 |
|   317 |      4 |      3 |     1 | 1486 |  1426 |
|   317 |      4 |      1 |     2 | 1486 |  3247 |
|   317 |      4 |      2 |     2 | 1486 |  1307 |
|   317 |      4 |      3 |     2 | 1486 |  1426 |
|   317 |      4 |      3 |     3 | 1486 |  1426 |
|   317 |      4 |      2 |     3 | 1486 |  1307 |
|   317 |      4 |      1 |     3 | 1486 |  3247 |
|   317 |      3 |      2 |     3 | 1426 |  1307 |
|   317 |      3 |      1 |     3 | 1426 |  3247 |
|   317 |      2 |      1 |     1 | 1307 |  3247 |
|   317 |      2 |      1 |     2 | 1307 |  3247 |
|   317 |      2 |      1 |     3 | 1307 |  3247 |
|   317 |      3 |      1 |     1 | 1426 |  3247 |
|   317 |      3 |      2 |     1 | 1426 |  1307 |
|   317 |      3 |      1 |     2 | 1426 |  3247 |
|   317 |      3 |      2 |     2 | 1426 |  1307 |
|   318 |      3 |      1 |     3 | 1009 |   700 |
|   318 |      3 |      2 |     3 | 1009 |     0 |
|   318 |      5 |      3 |     3 |    0 |  1009 |
|   318 |      5 |      4 |     3 |    0 |   880 |
|   318 |      5 |      1 |     3 |    0 |   700 |
|   318 |      5 |      2 |     3 |    0 |     0 |
|   318 |      4 |      1 |     2 |  880 |   700 |
|   318 |      4 |      3 |     2 |  880 |  1009 |
|   318 |      4 |      2 |     2 |  880 |     0 |
|   318 |      4 |      3 |     3 |  880 |  1009 |
|   318 |      4 |      1 |     3 |  880 |   700 |
|   318 |      4 |      2 |     3 |  880 |     0 |
|   318 |      3 |      1 |     1 | 1009 |   700 |
|   318 |      3 |      2 |     1 | 1009 |     0 |
|   318 |      3 |      1 |     2 | 1009 |   700 |
|   318 |      3 |      2 |     2 | 1009 |     0 |
|   318 |      2 |      1 |     1 |    0 |   700 |
|   318 |      2 |      1 |     2 |    0 |   700 |
|   318 |      2 |      1 |     3 |    0 |   700 |
|   318 |      5 |      1 |     1 |    0 |   700 |
|   318 |      5 |      3 |     1 |    0 |  1009 |
|   318 |      5 |      2 |     1 |    0 |     0 |
|   318 |      5 |      4 |     1 |    0 |   880 |
|   318 |      5 |      4 |     2 |    0 |   880 |
|   318 |      5 |      1 |     2 |    0 |   700 |
|   318 |      5 |      3 |     2 |    0 |  1009 |
|   318 |      5 |      2 |     2 |    0 |     0 |
|   318 |      4 |      1 |     1 |  880 |   700 |
|   318 |      4 |      3 |     1 |  880 |  1009 |
|   318 |      4 |      2 |     1 |  880 |     0 |
|   319 |      2 |      1 |     3 | 2200 |  2900 |
|   319 |      2 |      1 |     1 | 2200 |  2900 |
|   319 |      2 |      1 |     2 | 2200 |  2900 |
|   320 |      3 |      1 |     1 |    0 |   700 |
|   320 |      3 |      1 |     2 |    0 |   700 |
|   320 |      5 |      1 |     3 |    0 |   700 |
|   320 |      5 |      4 |     3 |    0 |     0 |
|   320 |      5 |      3 |     3 |    0 |     0 |
|   320 |      4 |      1 |     1 |    0 |   700 |
|   320 |      4 |      3 |     1 |    0 |     0 |
|   320 |      4 |      1 |     2 |    0 |   700 |
|   320 |      4 |      3 |     2 |    0 |     0 |
|   320 |      4 |      1 |     3 |    0 |   700 |
|   320 |      4 |      3 |     3 |    0 |     0 |
|   320 |      5 |      1 |     1 |    0 |   700 |
|   320 |      5 |      3 |     1 |    0 |     0 |
|   320 |      5 |      4 |     1 |    0 |     0 |
|   320 |      5 |      1 |     2 |    0 |   700 |
|   320 |      5 |      3 |     2 |    0 |     0 |
|   320 |      5 |      4 |     2 |    0 |     0 |
|   320 |      3 |      1 |     3 |    0 |   700 |
|   324 |      2 |      1 |     3 |  712 |  2264 |
|   324 |      2 |      1 |     1 |  712 |  2264 |
|   324 |      2 |      1 |     2 |  712 |  2264 |
|   325 |      2 |      1 |     3 | 1367 |   800 |
|   325 |      2 |      1 |     1 | 1367 |   800 |
|   325 |      2 |      1 |     2 | 1367 |   800 |
|   326 |      2 |      1 |     3 | 1069 |  1600 |
|   326 |      2 |      1 |     1 | 1069 |  1600 |
|   326 |      2 |      1 |     2 | 1069 |  1600 |
|   328 |      2 |      1 |     3 | 1866 |  2098 |
|   328 |      2 |      1 |     1 | 1866 |  2098 |
|   328 |      2 |      1 |     2 | 1866 |  2098 |
|   329 |      5 |      1 |     3 |    0 |  1000 |
|   329 |      5 |      3 |     3 |    0 |  1189 |
|   329 |      5 |      4 |     3 |    0 |   356 |
|   329 |      5 |      2 |     3 |    0 |  1426 |
|   329 |      5 |      1 |     2 |    0 |  1000 |
|   329 |      5 |      3 |     2 |    0 |  1189 |
|   329 |      5 |      4 |     2 |    0 |   356 |
|   329 |      5 |      2 |     2 |    0 |  1426 |
|   329 |      6 |      5 |     2 |    0 |     0 |
|   329 |      6 |      1 |     2 |    0 |  1000 |
|   329 |      6 |      3 |     2 |    0 |  1189 |
|   329 |      6 |      4 |     2 |    0 |   356 |
|   329 |      6 |      2 |     2 |    0 |  1426 |
|   329 |      6 |      5 |     3 |    0 |     0 |
|   329 |      6 |      1 |     3 |    0 |  1000 |
|   329 |      6 |      3 |     3 |    0 |  1189 |
|   329 |      6 |      4 |     3 |    0 |   356 |
|   329 |      6 |      2 |     3 |    0 |  1426 |
|   329 |      7 |      1 |     1 |    0 |  1000 |
|   329 |      7 |      3 |     1 |    0 |  1189 |
|   329 |      7 |      4 |     1 |    0 |   356 |
|   329 |      7 |      2 |     1 |    0 |  1426 |
|   329 |      7 |      5 |     1 |    0 |     0 |
|   329 |      7 |      6 |     1 |    0 |     0 |
|   329 |      7 |      5 |     2 |    0 |     0 |
|   329 |      7 |      6 |     2 |    0 |     0 |
|   329 |      7 |      1 |     2 |    0 |  1000 |
|   329 |      7 |      3 |     2 |    0 |  1189 |
|   329 |      7 |      4 |     2 |    0 |   356 |
|   329 |      7 |      2 |     2 |    0 |  1426 |
|   329 |      7 |      5 |     3 |    0 |     0 |
|   329 |      7 |      6 |     3 |    0 |     0 |
|   329 |      7 |      1 |     3 |    0 |  1000 |
|   329 |      7 |      3 |     3 |    0 |  1189 |
|   329 |      7 |      4 |     3 |    0 |   356 |
|   329 |      7 |      2 |     3 |    0 |  1426 |
|   329 |      3 |      1 |     1 | 1189 |  1000 |
|   329 |      3 |      2 |     1 | 1189 |  1426 |
|   329 |      3 |      1 |     2 | 1189 |  1000 |
|   329 |      3 |      2 |     2 | 1189 |  1426 |
|   329 |      3 |      1 |     3 | 1189 |  1000 |
|   329 |      3 |      2 |     3 | 1189 |  1426 |
|   329 |      4 |      1 |     1 |  356 |  1000 |
|   329 |      4 |      3 |     1 |  356 |  1189 |
|   329 |      4 |      2 |     1 |  356 |  1426 |
|   329 |      4 |      1 |     2 |  356 |  1000 |
|   329 |      4 |      3 |     2 |  356 |  1189 |
|   329 |      4 |      2 |     2 |  356 |  1426 |
|   329 |      4 |      1 |     3 |  356 |  1000 |
|   329 |      4 |      3 |     3 |  356 |  1189 |
|   329 |      4 |      2 |     3 |  356 |  1426 |
|   329 |      2 |      1 |     1 | 1426 |  1000 |
|   329 |      2 |      1 |     2 | 1426 |  1000 |
|   329 |      2 |      1 |     3 | 1426 |  1000 |
|   329 |      5 |      1 |     1 |    0 |  1000 |
|   329 |      5 |      3 |     1 |    0 |  1189 |
|   329 |      5 |      4 |     1 |    0 |   356 |
|   329 |      5 |      2 |     1 |    0 |  1426 |
|   329 |      6 |      1 |     1 |    0 |  1000 |
|   329 |      6 |      3 |     1 |    0 |  1189 |
|   329 |      6 |      4 |     1 |    0 |   356 |
|   329 |      6 |      2 |     1 |    0 |  1426 |
|   329 |      6 |      5 |     1 |    0 |     0 |
|   330 |      2 |      1 |     1 | 1140 |  2579 |
|   330 |      2 |      1 |     2 | 1140 |  2579 |
|   330 |      2 |      1 |     3 | 1140 |  2579 |
|   330 |      4 |      2 |     1 | 1271 |  1140 |
|   330 |      4 |      3 |     1 | 1271 |     0 |
|   330 |      4 |      1 |     1 | 1271 |  2579 |
|   330 |      4 |      2 |     2 | 1271 |  1140 |
|   330 |      4 |      3 |     2 | 1271 |     0 |
|   330 |      4 |      1 |     2 | 1271 |  2579 |
|   330 |      3 |      2 |     1 |    0 |  1140 |
|   330 |      3 |      1 |     1 |    0 |  2579 |
|   330 |      3 |      2 |     2 |    0 |  1140 |
|   330 |      3 |      1 |     2 |    0 |  2579 |
|   330 |      3 |      2 |     3 |    0 |  1140 |
|   330 |      3 |      1 |     3 |    0 |  2579 |
|   330 |      4 |      2 |     3 | 1271 |  1140 |
|   330 |      4 |      1 |     3 | 1271 |  2579 |
|   330 |      4 |      3 |     3 | 1271 |     0 |
|   333 |      2 |      1 |     1 | 1069 |   500 |
|   333 |      2 |      1 |     2 | 1069 |   500 |
|   333 |      2 |      1 |     3 | 1069 |   500 |
|   333 |      3 |      2 |     3 |    0 |  1069 |
|   333 |      3 |      1 |     3 |    0 |   500 |
|   333 |      3 |      2 |     1 |    0 |  1069 |
|   333 |      3 |      1 |     1 |    0 |   500 |
|   333 |      3 |      2 |     2 |    0 |  1069 |
|   333 |      3 |      1 |     2 |    0 |   500 |
|   336 |      2 |      1 |     1 |  653 |  2401 |
|   336 |      2 |      1 |     2 |  653 |  2401 |
|   336 |      4 |      1 |     3 |    0 |  2401 |
|   336 |      4 |      3 |     3 |    0 |     0 |
|   336 |      4 |      2 |     3 |    0 |   653 |
|   336 |      3 |      1 |     1 |    0 |  2401 |
|   336 |      3 |      2 |     1 |    0 |   653 |
|   336 |      3 |      1 |     2 |    0 |  2401 |
|   336 |      3 |      2 |     2 |    0 |   653 |
|   336 |      3 |      1 |     3 |    0 |  2401 |
|   336 |      3 |      2 |     3 |    0 |   653 |
|   336 |      4 |      1 |     1 |    0 |  2401 |
|   336 |      4 |      2 |     1 |    0 |   653 |
|   336 |      4 |      3 |     1 |    0 |     0 |
|   336 |      4 |      1 |     2 |    0 |  2401 |
|   336 |      4 |      2 |     2 |    0 |   653 |
|   336 |      4 |      3 |     2 |    0 |     0 |
|   336 |      2 |      1 |     3 |  653 |  2401 |
|   337 |      5 |      3 |     1 |    0 |  2020 |
|   337 |      5 |      1 |     1 |    0 |  1800 |
|   337 |      5 |      2 |     1 |    0 |     0 |
|   337 |      5 |      4 |     1 |    0 |     0 |
|   337 |      4 |      3 |     3 |    0 |  2020 |
|   337 |      4 |      1 |     3 |    0 |  1800 |
|   337 |      4 |      2 |     3 |    0 |     0 |
|   337 |      5 |      4 |     3 |    0 |     0 |
|   337 |      5 |      3 |     3 |    0 |  2020 |
|   337 |      5 |      1 |     3 |    0 |  1800 |
|   337 |      5 |      2 |     3 |    0 |     0 |
|   337 |      3 |      1 |     1 | 2020 |  1800 |
|   337 |      3 |      2 |     1 | 2020 |     0 |
|   337 |      3 |      1 |     2 | 2020 |  1800 |
|   337 |      3 |      2 |     2 | 2020 |     0 |
|   337 |      3 |      1 |     3 | 2020 |  1800 |
|   337 |      3 |      2 |     3 | 2020 |     0 |
|   337 |      2 |      1 |     1 |    0 |  1800 |
|   337 |      2 |      1 |     2 |    0 |  1800 |
|   337 |      2 |      1 |     3 |    0 |  1800 |
|   337 |      4 |      3 |     1 |    0 |  2020 |
|   337 |      4 |      1 |     1 |    0 |  1800 |
|   337 |      4 |      2 |     1 |    0 |     0 |
|   337 |      4 |      3 |     2 |    0 |  2020 |
|   337 |      4 |      1 |     2 |    0 |  1800 |
|   337 |      4 |      2 |     2 |    0 |     0 |
|   337 |      5 |      3 |     2 |    0 |  2020 |
|   337 |      5 |      1 |     2 |    0 |  1800 |
|   337 |      5 |      2 |     2 |    0 |     0 |
|   337 |      5 |      4 |     2 |    0 |     0 |
|   338 |      3 |      1 |     3 | 1426 |  3045 |
|   338 |      3 |      1 |     1 | 1426 |  3045 |
|   338 |      3 |      1 |     2 | 1426 |  3045 |
|   339 |      2 |      1 |     2 | 2139 |  2378 |
|   339 |      2 |      1 |     3 | 2139 |  2378 |
|   339 |      2 |      1 |     1 | 2139 |  2378 |
|   340 |      2 |      1 |     3 | 1129 |  2501 |
|   340 |      2 |      1 |     1 | 1129 |  2501 |
|   340 |      2 |      1 |     2 | 1129 |  2501 |
|   341 |      2 |      1 |     3 | 1224 |  2081 |
|   341 |      2 |      1 |     1 | 1224 |  2081 |
|   341 |      2 |      1 |     2 | 1224 |  2081 |
|   349 |      2 |      1 |     3 |  891 |   796 |
|   349 |      2 |      1 |     1 |  891 |   796 |
|   349 |      2 |      1 |     2 |  891 |   796 |
|   358 |      5 |      1 |     3 |  538 |  1088 |
|   358 |      5 |      1 |     1 |  538 |  1088 |
|   358 |      5 |      1 |     2 |  538 |  1088 |
|   360 |      2 |      1 |     3 |  107 |   107 |
|   360 |      2 |      1 |     1 |  107 |   107 |
|   360 |      2 |      1 |     2 |  107 |   107 |
|   366 |      2 |      1 |     3 | 1189 |   950 |
|   366 |      2 |      1 |     1 | 1189 |   950 |
|   366 |      2 |      1 |     2 | 1189 |   950 |
|   368 |      2 |      1 |     1 |    0 |   643 |
|   368 |      3 |      1 |     3 |    0 |   643 |
|   368 |      3 |      2 |     3 |    0 |     0 |
|   368 |      2 |      1 |     3 |    0 |   643 |
|   368 |      3 |      1 |     1 |    0 |   643 |
|   368 |      3 |      2 |     1 |    0 |     0 |
|   368 |      3 |      1 |     2 |    0 |   643 |
|   368 |      3 |      2 |     2 |    0 |     0 |
|   368 |      2 |      1 |     2 |    0 |   643 |
|   369 |      2 |      1 |     3 |   75 |   185 |
|   369 |      2 |      1 |     1 |   75 |   185 |
|   369 |      2 |      1 |     2 |   75 |   185 |
|   375 |      2 |      1 |     3 |  140 |   270 |
|   375 |      2 |      1 |     1 |  140 |   270 |
|   375 |      2 |      1 |     2 |  140 |   270 |
|   376 |      7 |      1 |     3 |  866 |  2243 |
|   376 |      7 |      1 |     1 |  866 |  2243 |
|   376 |      7 |      1 |     2 |  866 |  2243 |
|   382 |      2 |      1 |     3 |  150 |   214 |
|   382 |      3 |      1 |     1 |  300 |   214 |
|   382 |      3 |      2 |     1 |  300 |   150 |
|   382 |      3 |      2 |     2 |  300 |   150 |
|   382 |      3 |      1 |     2 |  300 |   214 |
|   382 |      3 |      2 |     3 |  300 |   150 |
|   382 |      3 |      1 |     3 |  300 |   214 |
|   382 |      4 |      3 |     1 |  107 |   300 |
|   382 |      4 |      1 |     1 |  107 |   214 |
|   382 |      4 |      2 |     1 |  107 |   150 |
|   382 |      2 |      1 |     2 |  150 |   214 |
|   382 |      4 |      2 |     3 |  107 |   150 |
|   382 |      4 |      3 |     3 |  107 |   300 |
|   382 |      4 |      1 |     3 |  107 |   214 |
|   382 |      2 |      1 |     1 |  150 |   214 |
|   382 |      4 |      3 |     2 |  107 |   300 |
|   382 |      4 |      2 |     2 |  107 |   150 |
|   382 |      4 |      1 |     2 |  107 |   214 |
|   383 |      2 |      1 |     1 |   90 |    80 |
|   383 |      3 |      1 |     3 |   70 |    80 |
|   383 |      3 |      2 |     3 |   70 |    90 |
|   383 |      2 |      1 |     3 |   90 |    80 |
|   383 |      3 |      1 |     1 |   70 |    80 |
|   383 |      3 |      2 |     1 |   70 |    90 |
|   383 |      3 |      1 |     2 |   70 |    80 |
|   383 |      3 |      2 |     2 |   70 |    90 |
|   383 |      2 |      1 |     2 |   90 |    80 |
|   384 |      2 |      1 |     3 |  721 |   430 |
|   384 |      2 |      1 |     1 |  721 |   430 |
|   384 |      2 |      1 |     2 |  721 |   430 |
|   389 |      2 |      1 |     1 |  712 |     0 |
|   389 |      3 |      1 |     3 |    0 |     0 |
|   389 |      3 |      2 |     3 |    0 |   712 |
|   389 |      2 |      1 |     3 |  712 |     0 |
|   389 |      3 |      1 |     1 |    0 |     0 |
|   389 |      3 |      2 |     1 |    0 |   712 |
|   389 |      3 |      1 |     2 |    0 |     0 |
|   389 |      3 |      2 |     2 |    0 |   712 |
|   389 |      2 |      1 |     2 |  712 |     0 |
|   393 |      2 |      1 |     3 | 1545 |  2139 |
|   393 |      2 |      1 |     1 | 1545 |  2139 |
|   393 |      2 |      1 |     2 | 1545 |  2139 |
|   400 |      2 |      1 |     3 |    0 |  1664 |
|   400 |      2 |      1 |     1 |    0 |  1664 |
|   400 |      2 |      1 |     2 |    0 |  1664 |
|   405 |      2 |      1 |     3 |    0 |     0 |
|   405 |      2 |      1 |     1 |    0 |     0 |
|   405 |      2 |      1 |     2 |    0 |     0 |
|   409 |      3 |      1 |     3 |    0 |  1557 |
|   409 |      3 |      2 |     3 |    0 |     0 |
|   409 |      4 |      1 |     1 |    0 |  1557 |
|   409 |      4 |      2 |     1 |    0 |     0 |
|   409 |      4 |      3 |     1 |    0 |     0 |
|   409 |      4 |      2 |     2 |    0 |     0 |
|   409 |      4 |      3 |     2 |    0 |     0 |
|   409 |      4 |      1 |     2 |    0 |  1557 |
|   409 |      4 |      3 |     3 |    0 |     0 |
|   409 |      4 |      1 |     3 |    0 |  1557 |
|   409 |      4 |      2 |     3 |    0 |     0 |
|   409 |      5 |      1 |     1 |    0 |  1557 |
|   409 |      5 |      4 |     1 |    0 |     0 |
|   409 |      5 |      2 |     1 |    0 |     0 |
|   409 |      5 |      3 |     1 |    0 |     0 |
|   409 |      5 |      4 |     2 |    0 |     0 |
|   409 |      5 |      2 |     2 |    0 |     0 |
|   409 |      5 |      3 |     2 |    0 |     0 |
|   409 |      5 |      1 |     2 |    0 |  1557 |
|   409 |      5 |      3 |     3 |    0 |     0 |
|   409 |      5 |      1 |     3 |    0 |  1557 |
|   409 |      5 |      4 |     3 |    0 |     0 |
|   409 |      5 |      2 |     3 |    0 |     0 |
|   409 |      2 |      1 |     1 |    0 |  1557 |
|   409 |      2 |      1 |     2 |    0 |  1557 |
|   409 |      2 |      1 |     3 |    0 |  1557 |
|   409 |      3 |      1 |     1 |    0 |  1557 |
|   409 |      3 |      2 |     1 |    0 |     0 |
|   409 |      3 |      2 |     2 |    0 |     0 |
