mysql> select a.fs_id,a.mem_id,b.mem_id,a.income1+a.income2+a.income3+a.income4 as aCY,b.income1+b.income2+b.income3+b.income4 as bCY from income a,income b where a.fs_id=b.fs_id and a.mem_id<>b.mem_id and( a.income1=b.income1 or a.income2=b.income2 or a.income3=b.income3 or a.income4=b.income4) and a.fm_mm=1 and b.fm_mm=1 and a.mem_id>b.mem_id;
+-------+--------+--------+------+-------+
| fs_id | mem_id | mem_id | aCY  | bCY   |
|  1967 |      2 |      1 |     2 |    0 |  1200 |
|  1969 |      2 |      1 |     1 |    0 |  2800 |
|  1969 |      3 |      1 |     3 |  964 |  3000 |
|  1969 |      3 |      2 |     3 |  964 |     0 |
|  1969 |      2 |      1 |     3 |    0 |  3000 |
|  1969 |      3 |      1 |     1 |  964 |  2800 |
|  1969 |      3 |      2 |     1 |  964 |     0 |
|  1969 |      3 |      1 |     2 |  964 |  3200 |
|  1969 |      3 |      2 |     2 |  964 |     0 |
|  1969 |      2 |      1 |     2 |    0 |  3200 |
|  1970 |      2 |      1 |     1 |    0 |  3565 |
|  1970 |      3 |      1 |     3 |    0 |  3565 |
|  1970 |      3 |      2 |     3 |    0 |     0 |
|  1970 |      2 |      1 |     3 |    0 |  3565 |
|  1970 |      3 |      1 |     1 |    0 |  3565 |
|  1970 |      3 |      2 |     1 |    0 |     0 |
|  1970 |      3 |      1 |     2 |    0 |  3565 |
|  1970 |      3 |      2 |     2 |    0 |     0 |
|  1970 |      2 |      1 |     2 |    0 |  3565 |
|  1971 |      3 |      1 |     1 | 1426 |  2807 |
|  1971 |      3 |      2 |     1 | 1426 |     0 |
|  1971 |      3 |      1 |     2 | 1426 |  2807 |
|  1971 |      3 |      2 |     2 | 1426 |     0 |
|  1971 |      2 |      1 |     3 |    0 |  2807 |
|  1971 |      4 |      1 |     1 | 2378 |  2807 |
|  1971 |      4 |      3 |     1 | 2378 |  1426 |
|  1971 |      4 |      2 |     1 | 2378 |     0 |
|  1971 |      4 |      1 |     2 | 2378 |  2807 |
|  1971 |      4 |      3 |     2 | 2378 |  1426 |
|  1971 |      4 |      2 |     2 | 2378 |     0 |
|  1971 |      4 |      1 |     3 | 2378 |  2807 |
|  1971 |      4 |      2 |     3 | 2378 |     0 |
|  1971 |      4 |      3 |     3 | 2378 |  1426 |
|  1971 |      2 |      1 |     1 |    0 |  2807 |
|  1971 |      2 |      1 |     2 |    0 |  2807 |
|  1971 |      3 |      1 |     3 | 1426 |  2807 |
|  1971 |      3 |      2 |     3 | 1426 |     0 |
|  1972 |      2 |      1 |     1 |    0 |  1200 |
|  1972 |      2 |      1 |     2 |    0 |  1200 |
|  1972 |      4 |      1 |     3 | 1181 |  1200 |
|  1972 |      4 |      3 |     3 | 1181 |  1067 |
|  1972 |      4 |      2 |     3 | 1181 |     0 |
|  1972 |      3 |      1 |     1 | 1067 |  1200 |
|  1972 |      3 |      2 |     1 | 1067 |     0 |
|  1972 |      3 |      1 |     2 | 1067 |  1200 |
|  1972 |      3 |      2 |     2 | 1067 |     0 |
|  1972 |      3 |      1 |     3 | 1067 |  1200 |
|  1972 |      3 |      2 |     3 | 1067 |     0 |
|  1972 |      4 |      1 |     1 | 1181 |  1200 |
|  1972 |      4 |      2 |     1 | 1181 |     0 |
|  1972 |      4 |      3 |     1 | 1181 |  1067 |
|  1972 |      4 |      1 |     2 | 1181 |  1200 |
|  1972 |      4 |      2 |     2 | 1181 |     0 |
|  1972 |      4 |      3 |     2 | 1181 |  1067 |
|  1972 |      2 |      1 |     3 |    0 |  1200 |
|  1974 |      2 |      1 |     3 |    0 |  1200 |
|  1974 |      2 |      1 |     1 |    0 |  1200 |
|  1974 |      2 |      1 |     2 |    0 |  1200 |
|  1975 |      2 |      1 |     1 |    0 |  1000 |
|  1975 |      2 |      1 |     2 |    0 |  1000 |
|  1975 |      2 |      1 |     3 |    0 |  1000 |
|  1976 |      2 |      1 |     3 | 1665 |  3878 |
|  1976 |      2 |      1 |     1 | 1665 |  3878 |
|  1976 |      2 |      1 |     2 | 1665 |  3878 |
|  1978 |      2 |      1 |     3 | 1070 |  3522 |
|  1978 |      2 |      1 |     1 | 1070 |  3522 |
|  1978 |      2 |      1 |     2 | 1070 |  3522 |
|  1980 |      3 |      1 |     1 | 1189 |     0 |
|  1980 |      5 |      1 |     3 | 1070 |     0 |
|  1980 |      5 |      3 |     3 | 1070 |  1189 |
|  1980 |      3 |      1 |     3 | 1189 |     0 |
|  1980 |      5 |      1 |     1 | 1070 |     0 |
|  1980 |      5 |      3 |     1 | 1070 |  1189 |
|  1980 |      5 |      1 |     2 | 1070 |     0 |
|  1980 |      5 |      3 |     2 | 1070 |  1189 |
|  1980 |      3 |      1 |     2 | 1189 |     0 |
|  1981 |      2 |      1 |     1 |  833 |   595 |
|  1981 |      2 |      1 |     3 |  833 |   595 |
|  1981 |      2 |      1 |     2 |  833 |   595 |
|  1983 |      2 |      1 |     1 | 1403 |  2200 |
|  1983 |      2 |      1 |     2 | 1403 |  2200 |
|  1983 |      2 |      1 |     3 | 1403 |  2200 |
|  1984 |      2 |      1 |     3 |    0 |   700 |
|  1984 |      2 |      1 |     1 |    0 |   700 |
|  1984 |      2 |      1 |     2 |    0 |   700 |
|  1985 |      2 |      1 |     3 |    0 |  2603 |
|  1985 |      2 |      1 |     2 |    0 |  2603 |
|  1985 |      2 |      1 |     1 |    0 |  2603 |
|  1986 |      2 |      1 |     1 | 2141 |  2753 |
|  1986 |      3 |      1 |     3 |    0 |  2753 |
|  1986 |      3 |      2 |     3 |    0 |  2141 |
|  1986 |      2 |      1 |     3 | 2141 |  2753 |
|  1986 |      3 |      1 |     1 |    0 |  2753 |
|  1986 |      3 |      2 |     1 |    0 |  2141 |
|  1986 |      3 |      1 |     2 |    0 |  2753 |
|  1986 |      3 |      2 |     2 |    0 |  2141 |
|  1986 |      2 |      1 |     2 | 2141 |  2753 |
|  1987 |      2 |      1 |     3 |    0 |  1300 |
|  1987 |      2 |      1 |     1 |    0 |  1300 |
|  1987 |      2 |      1 |     2 |    0 |  1300 |
|  1988 |      2 |      1 |     3 |    0 |  4843 |
|  1988 |      2 |      1 |     1 |    0 |  4843 |
|  1988 |      2 |      1 |     2 |    0 |  4843 |
|  1991 |      2 |      1 |     3 | 1903 |   700 |
|  1991 |      2 |      1 |     1 | 1903 |   700 |
|  1991 |      2 |      1 |     2 | 1903 |   700 |
|  1992 |      2 |      1 |     2 | 1784 |  3130 |
|  1992 |      2 |      1 |     3 | 1784 |  3127 |
|  1992 |      2 |      1 |     1 | 1784 |  3127 |
|  1993 |      2 |      1 |     3 | 2378 |  4743 |
|  1993 |      2 |      1 |     1 | 2378 |  4743 |
|  1993 |      2 |      1 |     2 | 2378 |  4743 |
|  1994 |      2 |      1 |     1 |    0 |  1500 |
|  1994 |      3 |      1 |     3 |    0 |  1500 |
|  1994 |      3 |      2 |     3 |    0 |     0 |
|  1994 |      2 |      1 |     3 |    0 |  1500 |
|  1994 |      3 |      1 |     1 |    0 |  1500 |
|  1994 |      3 |      2 |     1 |    0 |     0 |
|  1994 |      3 |      1 |     2 |    0 |  1500 |
|  1994 |      3 |      2 |     2 |    0 |     0 |
|  1994 |      2 |      1 |     2 |    0 |  1500 |
|  1995 |      2 |      1 |     3 | 1189 |  3284 |
|  1995 |      2 |      1 |     1 | 1189 |  3284 |
|  1995 |      2 |      1 |     2 | 1189 |  3284 |
|  1996 |      2 |      1 |     1 |    0 |  1500 |
|  1996 |      2 |      1 |     2 |    0 |  1500 |
|  1996 |      2 |      1 |     3 |    0 |  1500 |
|  1996 |      3 |      2 |     1 | 1181 |     0 |
|  1996 |      3 |      1 |     1 | 1181 |  1500 |
|  1996 |      3 |      2 |     3 | 1181 |     0 |
|  1996 |      3 |      1 |     3 | 1181 |  1500 |
|  1996 |      3 |      2 |     2 | 1181 |     0 |
|  1996 |      3 |      1 |     2 | 1181 |  1500 |
|  1999 |      3 |      1 |     1 | 1189 |  1500 |
|  1999 |      6 |      1 |     3 |  650 |  1500 |
|  1999 |      6 |      3 |     3 |  650 |  1189 |
|  1999 |      3 |      1 |     3 | 1189 |  1500 |
|  1999 |      6 |      3 |     1 |  650 |  1189 |
|  1999 |      6 |      1 |     1 |  650 |  1500 |
|  1999 |      6 |      1 |     2 |  650 |  1500 |
|  1999 |      6 |      3 |     2 |  650 |  1189 |
|  1999 |      3 |      1 |     2 | 1189 |  1500 |
|  2000 |      2 |      1 |     1 |    0 |  1500 |
|  2000 |      6 |      1 |     3 |  773 |  1500 |
|  2000 |      6 |      2 |     3 |  773 |     0 |
|  2000 |      2 |      1 |     3 |    0 |  1500 |
|  2000 |      6 |      1 |     1 |  773 |  1500 |
|  2000 |      6 |      2 |     1 |  773 |     0 |
|  2000 |      6 |      1 |     2 |  773 |  1500 |
|  2000 |      6 |      2 |     2 |  773 |     0 |
|  2000 |      2 |      1 |     2 |    0 |  1500 |
|  2001 |      2 |      1 |     3 |    0 |  5605 |
|  2001 |      3 |      1 |     1 | 1427 |  5605 |
|  2001 |      3 |      2 |     1 | 1427 |     0 |
|  2001 |      3 |      2 |     2 | 1427 |     0 |
|  2001 |      3 |      1 |     2 | 1427 |  5605 |
|  2001 |      3 |      2 |     3 | 1427 |     0 |
|  2001 |      3 |      1 |     3 | 1427 |  5605 |
|  2001 |      4 |      3 |     1 | 1308 |  1427 |
|  2001 |      4 |      1 |     1 | 1308 |  5605 |
|  2001 |      4 |      2 |     1 | 1308 |     0 |
|  2001 |      2 |      1 |     2 |    0 |  5605 |
|  2001 |      4 |      2 |     3 | 1308 |     0 |
|  2001 |      4 |      3 |     3 | 1308 |  1427 |
|  2001 |      4 |      1 |     3 | 1308 |  5605 |
|  2001 |      2 |      1 |     1 |    0 |  5605 |
|  2001 |      4 |      3 |     2 | 1308 |  1427 |
|  2001 |      4 |      2 |     2 | 1308 |     0 |
|  2001 |      4 |      1 |     2 | 1308 |  5605 |
|  2004 |      3 |      1 |     2 |  809 |  1800 |
|  2004 |      3 |      1 |     3 |  809 |  1800 |
|  2004 |      5 |      1 |     1 | 1344 |  1800 |
|  2004 |      5 |      3 |     1 | 1344 |   809 |
|  2004 |      5 |      1 |     2 | 1344 |  1800 |
|  2004 |      5 |      3 |     2 | 1344 |   809 |
|  2004 |      5 |      1 |     3 | 1344 |  1800 |
|  2004 |      5 |      3 |     3 | 1344 |   809 |
|  2004 |      6 |      5 |     1 |    0 |  1344 |
|  2004 |      6 |      1 |     1 |    0 |  1800 |
|  2004 |      6 |      3 |     1 |    0 |   809 |
|  2004 |      6 |      1 |     2 |    0 |  1800 |
|  2004 |      6 |      3 |     2 |    0 |   809 |
|  2004 |      6 |      5 |     2 |    0 |  1344 |
|  2004 |      6 |      1 |     3 |    0 |  1800 |
|  2004 |      6 |      3 |     3 |    0 |   809 |
|  2004 |      6 |      5 |     3 |    0 |  1344 |
|  2004 |      8 |      5 |     1 |    0 |  1344 |
|  2004 |      8 |      6 |     1 |    0 |     0 |
|  2004 |      8 |      7 |     1 |    0 |  1095 |
|  2004 |      8 |      1 |     1 |    0 |  1800 |
|  2004 |      8 |      3 |     1 |    0 |   809 |
|  2004 |      8 |      1 |     2 |    0 |  1800 |
|  2004 |      8 |      3 |     2 |    0 |   809 |
|  2004 |      8 |      5 |     2 |    0 |  1344 |
|  2004 |      8 |      6 |     2 |    0 |     0 |
|  2004 |      8 |      7 |     2 |    0 |  1095 |
|  2004 |      8 |      1 |     3 |    0 |  1800 |
|  2004 |      8 |      3 |     3 |    0 |   809 |
|  2004 |      8 |      5 |     3 |    0 |  1344 |
|  2004 |      8 |      6 |     3 |    0 |     0 |
|  2004 |      8 |      7 |     3 |    0 |  1095 |
|  2004 |      7 |      5 |     1 | 1095 |  1344 |
|  2004 |      7 |      6 |     1 | 1095 |     0 |
|  2004 |      7 |      1 |     1 | 1095 |  1800 |
|  2004 |      7 |      3 |     1 | 1095 |   809 |
|  2004 |      7 |      1 |     2 | 1095 |  1800 |
|  2004 |      7 |      3 |     2 | 1095 |   809 |
|  2004 |      7 |      5 |     2 | 1095 |  1344 |
|  2004 |      7 |      6 |     2 | 1095 |     0 |
|  2004 |      7 |      1 |     3 | 1095 |  1800 |
|  2004 |      7 |      3 |     3 | 1095 |   809 |
|  2004 |      7 |      5 |     3 | 1095 |  1344 |
|  2004 |      7 |      6 |     3 | 1095 |     0 |
|  2004 |      3 |      1 |     1 |  809 |  1800 |
|  2005 |      3 |      1 |     1 | 1486 |  1500 |
|  2005 |      3 |      2 |     1 | 1486 |     0 |
|  2005 |      3 |      2 |     2 | 1486 |     0 |
|  2005 |      3 |      1 |     2 | 1486 |  1500 |
|  2005 |      3 |      1 |     3 | 1486 |  1500 |
|  2005 |      3 |      2 |     3 | 1486 |     0 |
|  2005 |      2 |      1 |     1 |    0 |  1500 |
|  2005 |      2 |      1 |     2 |    0 |  1500 |
|  2005 |      2 |      1 |     3 |    0 |  1500 |
|  2006 |      6 |      1 |     3 |    0 |   600 |
|  2006 |      6 |      3 |     3 |    0 |   712 |
|  2006 |      7 |      1 |     1 |    0 |   600 |
|  2006 |      7 |      3 |     1 |    0 |   712 |
|  2006 |      7 |      6 |     1 |    0 |     0 |
|  2006 |      7 |      6 |     2 |    0 |     0 |
|  2006 |      7 |      3 |     2 |    0 |   712 |
|  2006 |      7 |      1 |     2 |    0 |   600 |
|  2006 |      7 |      6 |     3 |    0 |     0 |
|  2006 |      7 |      1 |     3 |    0 |   600 |
|  2006 |      7 |      3 |     3 |    0 |   712 |
|  2006 |      6 |      3 |     2 |    0 |   712 |
|  2006 |      6 |      1 |     2 |    0 |   600 |
|  2006 |      3 |      1 |     1 |  712 |   600 |
|  2006 |      3 |      1 |     2 |  712 |   600 |
|  2006 |      3 |      1 |     3 |  712 |   600 |
|  2006 |      6 |      1 |     1 |    0 |   600 |
|  2006 |      6 |      3 |     1 |    0 |   712 |
|  2007 |      2 |      1 |     3 |  819 |  1826 |
|  2007 |      2 |      1 |     1 |  819 |  1826 |
|  2007 |      2 |      1 |     2 |  819 |  1826 |
|  2009 |      5 |      1 |     3 |    0 |  2086 |
|  2009 |      5 |      2 |     3 |    0 |     0 |
|  2009 |      5 |      3 |     3 |    0 |     0 |
|  2009 |      5 |      4 |     3 |    0 |     0 |
|  2009 |      5 |      1 |     2 |    0 |  2086 |
|  2009 |      5 |      2 |     2 |    0 |     0 |
|  2009 |      5 |      3 |     2 |    0 |     0 |
|  2009 |      5 |      4 |     2 |    0 |     0 |
|  2009 |      6 |      5 |     2 |    0 |     0 |
|  2009 |      6 |      1 |     2 |    0 |  2086 |
|  2009 |      6 |      2 |     2 |    0 |     0 |
|  2009 |      6 |      3 |     2 |    0 |     0 |
|  2009 |      6 |      4 |     2 |    0 |     0 |
|  2009 |      6 |      5 |     3 |    0 |     0 |
|  2009 |      6 |      1 |     3 |    0 |  2086 |
|  2009 |      6 |      2 |     3 |    0 |     0 |
|  2009 |      6 |      3 |     3 |    0 |     0 |
|  2009 |      6 |      4 |     3 |    0 |     0 |
|  2009 |      2 |      1 |     1 |    0 |  2086 |
|  2009 |      2 |      1 |     2 |    0 |  2086 |
|  2009 |      2 |      1 |     3 |    0 |  2086 |
|  2009 |      3 |      1 |     1 |    0 |  2086 |
|  2009 |      3 |      2 |     1 |    0 |     0 |
|  2009 |      3 |      1 |     2 |    0 |  2086 |
|  2009 |      3 |      2 |     2 |    0 |     0 |
|  2009 |      3 |      1 |     3 |    0 |  2086 |
|  2009 |      3 |      2 |     3 |    0 |     0 |
|  2009 |      4 |      1 |     1 |    0 |  2086 |
|  2009 |      4 |      2 |     1 |    0 |     0 |
|  2009 |      4 |      3 |     1 |    0 |     0 |
|  2009 |      4 |      1 |     2 |    0 |  2086 |
|  2009 |      4 |      2 |     2 |    0 |     0 |
|  2009 |      4 |      3 |     2 |    0 |     0 |
|  2009 |      4 |      1 |     3 |    0 |  2086 |
|  2009 |      4 |      2 |     3 |    0 |     0 |
|  2009 |      4 |      3 |     3 |    0 |     0 |
|  2009 |      5 |      1 |     1 |    0 |  2086 |
|  2009 |      5 |      2 |     1 |    0 |     0 |
|  2009 |      5 |      3 |     1 |    0 |     0 |
|  2009 |      5 |      4 |     1 |    0 |     0 |
|  2009 |      6 |      1 |     1 |    0 |  2086 |
|  2009 |      6 |      2 |     1 |    0 |     0 |
|  2009 |      6 |      3 |     1 |    0 |     0 |
|  2009 |      6 |      4 |     1 |    0 |     0 |
|  2009 |      6 |      5 |     1 |    0 |     0 |
|  2010 |      2 |      1 |     3 | 1426 |  1789 |
|  2010 |      2 |      1 |     1 | 1426 |  1789 |
|  2010 |      2 |      1 |     2 | 1426 |  1789 |
|  2011 |      2 |      1 |     3 | 1545 |  1657 |
|  2011 |      2 |      1 |     1 | 1545 |  1657 |
|  2011 |      2 |      1 |     2 | 1545 |  1657 |
|  2012 |      3 |      1 |     1 |    0 |   450 |
|  2012 |      4 |      1 |     3 |    0 |   450 |
|  2012 |      4 |      3 |     3 |    0 |     0 |
|  2012 |      3 |      1 |     3 |    0 |   450 |
|  2012 |      4 |      1 |     1 |    0 |   450 |
|  2012 |      4 |      3 |     1 |    0 |     0 |
|  2012 |      4 |      1 |     2 |    0 |   450 |
|  2012 |      4 |      3 |     2 |    0 |     0 |
|  2012 |      3 |      1 |     2 |    0 |   450 |
|  2014 |      2 |      1 |     1 |    0 |  1689 |
|  2014 |      4 |      2 |     3 |  980 |     0 |
|  2014 |      4 |      1 |     3 |  980 |  1689 |
|  2014 |      4 |      3 |     3 |  980 |  1247 |
|  2014 |      2 |      1 |     3 |    0 |  1689 |
|  2014 |      5 |      2 |     1 |    0 |     0 |
|  2014 |      5 |      1 |     1 |    0 |  1689 |
|  2014 |      5 |      3 |     1 |    0 |  1247 |
|  2014 |      5 |      4 |     1 |    0 |   980 |
|  2014 |      5 |      1 |     2 |    0 |  1689 |
|  2014 |      5 |      3 |     2 |    0 |  1247 |
|  2014 |      5 |      4 |     2 |    0 |   980 |
|  2014 |      5 |      2 |     2 |    0 |     0 |
|  2014 |      5 |      4 |     3 |    0 |   980 |
|  2014 |      5 |      2 |     3 |    0 |     0 |
|  2014 |      5 |      1 |     3 |    0 |  1689 |
|  2014 |      5 |      3 |     3 |    0 |  1247 |
|  2014 |      3 |      2 |     1 | 1247 |     0 |
|  2014 |      3 |      1 |     1 | 1247 |  1689 |
|  2014 |      3 |      1 |     2 | 1247 |  1689 |
|  2014 |      3 |      2 |     2 | 1247 |     0 |
|  2014 |      3 |      2 |     3 | 1247 |     0 |
|  2014 |      3 |      1 |     3 | 1247 |  1689 |
|  2014 |      4 |      2 |     1 |  980 |     0 |
|  2014 |      4 |      1 |     1 |  980 |  1689 |
|  2014 |      4 |      3 |     1 |  980 |  1247 |
|  2014 |      4 |      1 |     2 |  980 |  1689 |
|  2014 |      4 |      3 |     2 |  980 |  1247 |
|  2014 |      4 |      2 |     2 |  980 |     0 |
|  2014 |      2 |      1 |     2 |    0 |  1689 |
|  2015 |      7 |      2 |     2 |    0 |  1300 |
|  2015 |      7 |      1 |     2 |    0 |  2069 |
|  2015 |      7 |      1 |     3 |    0 |  2069 |
|  2015 |      7 |      2 |     3 |    0 |  1300 |
|  2015 |      2 |      1 |     1 | 1300 |  2069 |
|  2015 |      2 |      1 |     2 | 1300 |  2069 |
|  2015 |      7 |      2 |     1 |    0 |  1300 |
|  2015 |      7 |      1 |     1 |    0 |  2069 |
|  2015 |      2 |      1 |     3 | 1300 |  2069 |
|  2017 |      2 |      1 |     1 | 1784 |  1827 |
|  2017 |      2 |      1 |     2 | 1784 |  1827 |
|  2017 |      2 |      1 |     3 | 1784 |  1827 |
|  2019 |      3 |      1 |     1 |  833 |   450 |
|  2019 |      3 |      2 |     1 |  833 |     0 |
|  2019 |      3 |      1 |     2 |  833 |   450 |
|  2019 |      3 |      2 |     2 |  833 |     0 |
|  2019 |      2 |      1 |     3 |    0 |   450 |
|  2019 |      4 |      1 |     1 |    0 |   450 |
|  2019 |      4 |      3 |     1 |    0 |   833 |
|  2019 |      4 |      2 |     1 |    0 |     0 |
|  2019 |      4 |      1 |     2 |    0 |   450 |
|  2019 |      4 |      3 |     2 |    0 |   833 |
|  2019 |      4 |      2 |     2 |    0 |     0 |
|  2019 |      4 |      1 |     3 |    0 |   450 |
|  2019 |      4 |      2 |     3 |    0 |     0 |
|  2019 |      4 |      3 |     3 |    0 |   833 |
|  2019 |      2 |      1 |     1 |    0 |   450 |
|  2019 |      2 |      1 |     2 |    0 |   450 |
|  2019 |      3 |      1 |     3 |  833 |   450 |
|  2019 |      3 |      2 |     3 |  833 |     0 |
|  2020 |      2 |      1 |     1 |  951 |   600 |
|  2020 |      2 |      1 |     3 |  951 |   600 |
|  2020 |      2 |      1 |     2 |  951 |   600 |
|  2022 |      2 |      1 |     1 |    0 |   800 |
|  2022 |      2 |      1 |     2 |    0 |   800 |
|  2022 |      2 |      1 |     3 |    0 |   800 |
|  2022 |      3 |      2 |     2 |    0 |     0 |
|  2022 |      3 |      1 |     2 |    0 |   800 |
|  2022 |      3 |      1 |     3 |    0 |   800 |
|  2022 |      3 |      2 |     3 |    0 |     0 |
|  2022 |      3 |      2 |     1 |    0 |     0 |
|  2022 |      3 |      1 |     1 |    0 |   800 |
|  2023 |      2 |      1 |     3 | 1136 |  1539 |
|  2023 |      2 |      1 |     1 | 1136 |  1539 |
|  2023 |      2 |      1 |     2 | 1136 |  1539 |
|  2024 |      2 |      1 |     3 | 1784 |  1589 |
|  2024 |      2 |      1 |     1 | 1784 |  1589 |
|  2024 |      2 |      1 |     2 | 1784 |  1589 |
|  2026 |      2 |      1 |     3 | 2941 |     0 |
|  2026 |      2 |      1 |     1 | 2941 |     0 |
|  2026 |      2 |      1 |     2 | 2941 |     0 |
|  2027 |      3 |      1 |     1 | 1903 |   550 |
|  2027 |      3 |      2 |     1 | 1903 |     0 |
|  2027 |      2 |      1 |     3 |    0 |   550 |
|  2027 |      3 |      1 |     3 | 1903 |   550 |
|  2027 |      3 |      2 |     3 | 1903 |     0 |
|  2027 |      2 |      1 |     1 |    0 |   550 |
|  2027 |      2 |      1 |     2 |    0 |   550 |
|  2027 |      3 |      1 |     2 | 1903 |   550 |
|  2027 |      3 |      2 |     2 | 1903 |     0 |
|  2028 |      3 |      1 |     1 |  833 |   550 |
|  2028 |      4 |      1 |     3 |  713 |   550 |
|  2028 |      4 |      3 |     3 |  713 |   833 |
|  2028 |      3 |      1 |     3 |  833 |   550 |
|  2028 |      4 |      1 |     1 |  713 |   550 |
|  2028 |      4 |      3 |     1 |  713 |   833 |
|  2028 |      4 |      1 |     2 |  713 |   550 |
|  2028 |      4 |      3 |     2 |  713 |   833 |
|  2028 |      3 |      1 |     2 |  833 |   550 |
|  2029 |      2 |      1 |     1 |  200 |     0 |
|  2029 |      3 |      1 |     3 |  892 |     0 |
|  2029 |      3 |      2 |     3 |  892 |   200 |
|  2029 |      2 |      1 |     3 |  200 |     0 |
|  2029 |      3 |      1 |     1 |  892 |     0 |
|  2029 |      3 |      2 |     1 |  892 |   200 |
|  2029 |      3 |      1 |     2 |  892 |     0 |
|  2029 |      3 |      2 |     2 |  892 |   200 |
|  2029 |      2 |      1 |     2 |  200 |     0 |
|  2030 |      2 |      1 |     1 |    0 |     0 |
|  2030 |      3 |      1 |     3 |  987 |     0 |
|  2030 |      3 |      2 |     3 |  987 |     0 |
|  2030 |      2 |      1 |     3 |    0 |     0 |
|  2030 |      3 |      1 |     1 |  987 |     0 |
|  2030 |      3 |      2 |     1 |  987 |     0 |
|  2030 |      3 |      1 |     2 |  987 |     0 |
|  2030 |      3 |      2 |     2 |  987 |     0 |
|  2030 |      2 |      1 |     2 |    0 |     0 |
|  2031 |      2 |      1 |     2 |  880 |  1308 |
|  2031 |      2 |      1 |     3 |  880 |  1308 |
|  2031 |      2 |      1 |     1 |  880 |  1308 |
|  2033 |      2 |      1 |     3 |  761 |  1784 |
|  2033 |      2 |      1 |     1 |  761 |  1784 |
|  2033 |      2 |      1 |     2 |  761 |  1784 |
|  2036 |      2 |      1 |     3 | 1070 |  1308 |
|  2036 |      2 |      1 |     1 | 1070 |  1308 |
|  2036 |      2 |      1 |     2 | 1070 |  1308 |
|  2038 |      2 |      1 |     1 |  928 |     0 |
|  2038 |      2 |      1 |     2 |  928 |     0 |
|  2038 |      2 |      1 |     3 |  928 |     0 |
|  2038 |      4 |      2 |     3 |    0 |   928 |
|  2038 |      4 |      1 |     3 |    0 |     0 |
|  2038 |      4 |      2 |     1 |    0 |   928 |
|  2038 |      4 |      1 |     1 |    0 |     0 |
|  2038 |      4 |      2 |     2 |    0 |   928 |
|  2038 |      4 |      1 |     2 |    0 |     0 |
|  2039 |      2 |      1 |     3 |    0 |     0 |
|  2039 |      2 |      1 |     1 |    0 |     0 |
|  2039 |      2 |      1 |     2 |    0 |     0 |
|  2040 |      2 |      1 |     1 |    0 |   951 |
|  2040 |      2 |      1 |     2 |    0 |   951 |
|  2040 |      2 |      1 |     3 |    0 |   951 |
|  2040 |      3 |      2 |     1 |    0 |     0 |
|  2040 |      3 |      1 |     1 |    0 |   951 |
|  2040 |      3 |      2 |     3 |    0 |     0 |
|  2040 |      3 |      1 |     3 |    0 |   951 |
|  2040 |      3 |      2 |     2 |    0 |     0 |
|  2040 |      3 |      1 |     2 |    0 |   951 |
|  2052 |      2 |      1 |     3 | 2259 |  2445 |
|  2052 |      2 |      1 |     1 | 2259 |  2445 |
|  2052 |      2 |      1 |     2 | 2259 |  2445 |
|  2053 |      3 |      1 |     1 | 3209 |  1200 |
|  2053 |      3 |      2 |     1 | 3209 |     0 |
|  2053 |      3 |      1 |     2 | 3209 |  1200 |
|  2053 |      3 |      2 |     2 | 3209 |     0 |
|  2053 |      3 |      2 |     3 | 3209 |     0 |
|  2053 |      3 |      1 |     3 | 3209 |  1200 |
|  2053 |      4 |      3 |     1 | 1367 |  3209 |
|  2053 |      4 |      1 |     1 | 1367 |  1200 |
|  2053 |      4 |      2 |     1 | 1367 |     0 |
|  2053 |      4 |      3 |     2 | 1367 |  3209 |
|  2053 |      4 |      1 |     2 | 1367 |  1200 |
|  2053 |      4 |      2 |     2 | 1367 |     0 |
|  2053 |      2 |      1 |     3 |    0 |  1200 |
|  2053 |      2 |      1 |     1 |    0 |  1200 |
|  2053 |      2 |      1 |     2 |    0 |  1200 |
|  2053 |      4 |      3 |     3 | 1367 |  3209 |
|  2053 |      4 |      2 |     3 | 1367 |     0 |
|  2053 |      4 |      1 |     3 | 1367 |  1200 |
|  2054 |      4 |      1 |     3 |    0 |  1100 |
|  2054 |      4 |      2 |     3 |    0 |     0 |
|  2054 |      4 |      3 |     3 |    0 |     0 |
|  2054 |      2 |      1 |     1 |    0 |  1100 |
|  2054 |      2 |      1 |     2 |    0 |  1100 |
|  2054 |      2 |      1 |     3 |    0 |  1100 |
|  2054 |      3 |      1 |     1 |    0 |  1100 |
|  2054 |      3 |      2 |     1 |    0 |     0 |
|  2054 |      3 |      2 |     2 |    0 |     0 |
|  2054 |      3 |      1 |     2 |    0 |  1100 |
|  2054 |      3 |      1 |     3 |    0 |  1100 |
|  2054 |      3 |      2 |     3 |    0 |     0 |
|  2054 |      5 |      1 |     1 |    0 |  1100 |
|  2054 |      5 |      2 |     1 |    0 |     0 |
|  2054 |      5 |      3 |     1 |    0 |     0 |
|  2054 |      5 |      4 |     1 |    0 |     0 |
|  2054 |      5 |      2 |     2 |    0 |     0 |
|  2054 |      5 |      3 |     2 |    0 |     0 |
|  2054 |      5 |      4 |     2 |    0 |     0 |
|  2054 |      5 |      1 |     2 |    0 |  1100 |
|  2054 |      5 |      4 |     3 |    0 |     0 |
|  2054 |      5 |      1 |     3 |    0 |  1100 |
