| row   | FS_ID | RECORD_ID | TABLE_ID | FSCYCLE | MEM_ID | FM_MM | SALRY_1 | SALRY_2 | BONCE_1 | BONCE_2 | ALLOW_1 | ALLOW_2 | INCOME1 | INDUST | COMMERCE | TRANS | CONSTRANT | FAINANCE | OWNWRK | OTHERS | INCOME2 | DIVIDENDS | BONDS | SAVINGAC | INVESTMENT | INCOME3 | LANDRENT | PROJCTRENT | MACHNRENT | CPYRIGHT | INCOME4 | MARIGGIFT | RETIREDSAL | TRETGRANT | SOCILASST | UNEMPALOW | RENTALLOW | OTHRGRANT | INCOME5 | ACC_COMP | LIFEINSUR | REMTABROD | REMTINSDE | LEGITEXP | CASHGIFT | KINDGIFT | INCOME6 | CSHINHERIT | DOWRY | SATELDLOAN | SELGOODS | LIFEINSRNC | WITHDRAWS | OTHERPROC | INCOME7 | DEPOSIT | WITHDRAW | LENDING | BORRWING | PROCEEDS | PAYMENTS | SELSCRTIS | BUYSCRTIS | SELLAND | BUYLAND | SELBUILD | BUYBUILD | SELOTHER | BUYOTHER | INCOME8 | nat_id |
+-------+-------+-----------+----------+---------+--------+-------+---------+---------+---------+---------+---------+---------+---------+--------+----------+-------+-----------+----------+--------+--------+---------+-----------+-------+----------+------------+---------+----------+------------+-----------+----------+---------+-----------+------------+-----------+-----------+-----------+-----------+-----------+---------+----------+-----------+-----------+-----------+----------+----------+----------+---------+------------+-------+------------+----------+------------+-----------+-----------+---------+---------+----------+---------+----------+----------+----------+-----------+-----------+---------+---------+----------+----------+----------+----------+---------+--------+
|  2342 |   528 |         2 |       15 |       1 |      1 |     3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2343 |   528 |         2 |       15 |       1 |      1 |     3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2344 |   528 |         2 |       15 |       1 |      2 |     1 |     452 |       0 |       0 |       0 |       0 |       0 |     452 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2345 |   528 |         2 |       15 |       1 |      2 |     2 |     452 |       0 |       0 |       0 |       0 |       0 |     452 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2346 |   528 |         2 |       15 |       1 |      2 |     3 |     452 |       0 |       0 |       0 |       0 |       0 |     452 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2347 |   528 |         2 |       15 |       1 |      1 |     1 |     484 |       0 |       0 |       0 |       0 |       0 |     484 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2348 |   528 |         2 |       15 |       1 |      1 |     2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2349 |   528 |         2 |       15 |       1 |      1 |     3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2350 |   528 |         2 |       15 |       1 |      1 |     1 |     484 |       0 |       0 |       0 |       0 |       0 |     484 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
|  2351 |   528 |         2 |       15 |       1 |      1 |     2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |      0 |        0 |     0 |         0 |        0 |      0 |      0 |       0 |         0 |     0 |        0 |          0 |       0 |        0 |          0 |         0 |        0 |       0 |         0 |          0 |         0 |         0 |         0 |         0 |         0 |       0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |       0 |          0 |     0 |          0 |        0 |          0 |         0 |         0 |       0 |       0 |        0 |       0 |        0 |        0 |        0 |         0 |         0 |       0 |       0 |        0 |        0 |        0 |        0 |       0 |      2 |
