 FS_ID 	 sum(SALRY_1   ) 	 sum(SALRY_2   ) 	 sum(BONCE_1   ) 	 sum(BONCE_2   ) 	 sum(ALLOW_1   ) 	 sum(ALLOW_2   ) 	 sum(INCOME1   ) 	 sum(INDUST    ) 	 sum(COMMERCE  ) 	 sum(TRANS     ) 	 sum(CONSTRANT ) 	 sum(FAINANCE  ) 	 sum(OWNWRK    ) 	 sum(OTHERS    ) 	 sum(INCOME2   ) 	 sum(DIVIDENDS ) 	 sum(BONDS     ) 	 sum(SAVINGAC  ) 	 sum(INVESTMENT) 	 sum(INCOME3   ) 	 sum(LANDRENT  ) 	 sum(PROJCTRENT) 	 sum(MACHNRENT ) 	 sum(CPYRIGHT  ) 	 sum(INCOME4   ) 	 sum(MARIGGIFT ) 	 sum(RETIREDSAL) 	 sum(TRETGRANT ) 	 sum(SOCILASST ) 	 sum(UNEMPALOW ) 	 sum(RENTALLOW ) 	 sum(OTHRGRANT ) 	 sum(INCOME5   ) 	 sum(ACC_COMP  ) 	 sum(LIFEINSUR ) 	 sum(REMTABROD ) 	 sum(REMTINSDE ) 	 sum(LEGITEXP  ) 	 sum(CASHGIFT  ) 	 sum(KINDGIFT  ) 	 sum(INCOME6   ) 	 sum(CSHINHERIT) 	 sum(DOWRY     ) 	 sum(SATELDLOAN) 	 sum(SELGOODS  ) 	 sum(LIFEINSRNC) 	 sum(WITHDRAWS ) 	 sum(OTHERPROC ) 	 sum(INCOME7   ) 	 sum(DEPOSIT   ) 	 sum(WITHDRAW  ) 	 sum(LENDING   ) 	 sum(BORRWING  ) 	 sum(PROCEEDS  ) 	 sum(PAYMENTS  ) 	 sum(SELSCRTIS ) 	 sum(BUYSCRTIS ) 	 sum(SELLAND   ) 	 sum(BUYLAND   ) 	 sum(SELBUILD  ) 	 sum(BUYBUILD  ) 	 sum(SELOTHER  ) 	 sum(BUYOTHER  ) 	 sum(INCOME8   ) 		Sum of 64Columns		classification	250	1
																																																																		0		0		
1722	3228	0	0	0	0	0	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8178		33		
1723	1650	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5023		21		
1724	2550	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6824		28		
1725	3360	0	0	0	0	0	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8445		34		
1727	2100	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5927		24		
1728	1500	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4728		19		
1729	1905	0	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5539		23		
1730	2112	0	0	0	0	0	2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5954		24		
1731	2340	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6411		26		
1732	1452	0	0	0	0	0	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4636		19		
1733	2250	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6233		25		
1735	1350	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4435		18		
1736	0	0	0	0	0	0	0	0	0	0	2880	0	0	0	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7496		30		
1737	837	0	0	0	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3411		14		
1738	4947	0	0	0	0	0	4947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11632		47		
1740	1932	0	0	0	0	0	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5604		23		
1741	4518	0	0	0	0	0	4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10777		44		
1742	7500	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16742		67		
1743	2700	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7143		29		
1744	1776	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5296		22		
1745	2718	0	0	0	0	0	2718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7181		29		
1746	825	440	0	0	0	0	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4276		18		
1747	1065	0	0	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3877		16		
1748	2634	0	0	0	0	0	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7016		29		
1749	2955	0	0	0	0	0	2955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7659		31		
1750	3750	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9250		37		
1751	4680	0	0	0	0	0	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11111		45		
1752	807	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3366		14		
1753	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	2247	0	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8347		34		
1754	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4454		18		
1755	960	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3675		15		
1756	1932	0	0	0	0	0	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5620		23		
1757	1935	0	0	0	0	0	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5627		23		
1758	6522	0	0	0	0	0	6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14802		60		
1759	510	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3379		14		
1760	3228	0	0	0	0	0	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8216		33		
1761	2862	0	0	0	0	0	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7485		30		
1762	4518	0	0	0	0	0	4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10798		44		
1763	2451	0	0	0	0	0	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6665		27		
1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	300	900	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4764		20		
1765	4050	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9865		40		
1766	4812	0	0	0	0	0	4812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11390		46		
1767	2550	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6867		28		
1768	750	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3268		14		
1769	1329	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4427		18		
1770	2247	0	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6264		26		
1771	1050	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3871		16		
1772	1290	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4352		18		
1773	2130	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6993		28		
1774	1050	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3874		16		
1775	1500	0	0	0	0	0	1500	0	0	0	0	0	0	1050	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6875		28		
1776	4674	0	0	0	0	0	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11124		45		
1778	1287	0	0	0	0	0	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4352		18		
1779	750	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3279		14		
1780	2619	0	0	0	0	0	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7018		29		
1781	2253	0	0	0	0	0	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6287		26		
1782	3150	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8082		33		
1783	1452	0	0	0	0	0	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4687		19		
1784	1254	0	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4292		18		
1801	3924	0	0	0	0	0	3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	2700		15049		61		
1802	9096	0	0	0	0	0	9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19994		80		
1807	9987	0	0	0	0	0	9987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21781		88		
1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6611		27		
1812	4638	0	0	0	0	0	4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	1440		13968		56		
1816	13224	0	0	0	0	0	13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28264		114		
1817	6417	0	0	0	0	0	6417	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23651		95		
1818	4866	0	0	0	0	0	4866	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13050		53		
1819	4635	0	0	0	0	0	4635	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	8100	0	0	0	0	0	8100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36289		146		
1820	14265	0	0	0	0	0	14265	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39350		158		
1821	12033	0	0	0	0	0	12033	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	3600	0	2100	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37287		150		
1822	8862	0	0	0	0	0	8862	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21046		85		
1823	11565	0	0	0	0	0	11565	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33953		136		
1824	9216	0	0	0	0	0	9216	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29256		118		
1825	2127	0	0	0	0	0	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	3000	0	2988	0	0	0	0	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18055		73		
1826	6165	0	0	0	0	0	6165	0	0	0	0	0	0	0	0	0	0	0	0	0	3300	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20756		84		
1827	8685	0	0	0	0	0	8685	0	0	0	0	0	0	0	0	0	0	0	0	0	5100	0	0	0	5100	0	2850	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35097		141		
1828	9804	0	0	0	0	0	9804	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28636		115		
1829	3315	0	0	0	0	0	3315	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10859		44		
1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6211		25		
1833	11412	0	0	0	1050	0	12462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35757		144		
1834	5349	0	0	0	0	1350	6699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15232		61		
1835	9444	0	0	0	0	0	9444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20723		83		
1836	12483	0	0	0	1050	0	13533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28902		116		
1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2400	0	2700	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12037		49		
1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0	1950	0	2745	0	0	0	0	0	2745	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	500		13229		53		
1840	9624	0	0	0	0	0	9624	0	0	0	0	0	0	0	0	0	0	0	0	0	3900	0	0	0	3900	0	915	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30718		123		
1841	3420	0	0	0	0	0	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	3900	0	0	0	3900	0	3945	0	0	0	0	0	3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24371		98		
1842	8949	0	0	0	0	0	8949	0	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	0	0	2250	0	2196	0	0	0	0	0	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28632		115		
1843	6027	0	0	0	0	0	6027	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	1770	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26437		106		
1844	5136	0	0	0	0	0	5136	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15116		61		
1845	3210	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	0	4500	0	2100	0	0	0	0	0	2100	0	0	0	0	540	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22545		91		
1846	10695	0	0	0	0	0	10695	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31636		127		
1847	12126	0	0	0	0	0	12126	0	0	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29999		120		
