mysql> select CLASS_INCOMES,substring(i,1,4),sum(p*qt),nat_id from e2,incomeclass where fs_id=f group by CLASS_INCOMES,substring(i,1,4) order by nat_id,CLASS_INCOMES,substring(i,1,4);
+---------------+------------------+---------------+--------+
| CLASS_INCOMES | substring(i,1,4) | sum(p*qt)     | nat_id |
|            54 | 0113             |   954.9499991 |      1 |
|            54 | 0114             |  1111.4099970 |      1 |
|            54 | 0115             |   255.4100000 |      1 |
|            54 | 0116             |   677.7649997 |      1 |
|            54 | 0117             |   796.1649979 |      1 |
|            54 | 0118             |   302.3750002 |      1 |
|            54 | 0119             |   309.5850001 |      1 |
|            54 | 0121             |   421.1199994 |      1 |
|            54 | 0122             |   619.4550001 |      1 |
|            54 | 0311             |   302.5000000 |      1 |
|            54 | 0312             | 13051.7500006 |      1 |
|            54 | 0313             |   314.9999997 |      1 |
|            54 | 0314             |  1667.7000030 |      1 |
|            54 | 0321             |  1581.4799991 |      1 |
|            54 | 0322             |    18.5000000 |      1 |
|            54 | 0411             |  3135.0000000 |      1 |
|            54 | 0421             | 44730.0000000 |      1 |
|            54 | 0431             |   242.9000000 |      1 |
|            54 | 0432             |  1783.5000000 |      1 |
|            54 | 0441             |   807.0000000 |      1 |
|            54 | 0442             |    38.0000001 |      1 |
|            54 | 0443             |    25.0000000 |      1 |
|            54 | 0451             |  1747.9999998 |      1 |
|            54 | 0452             |   111.7499997 |      1 |
|            54 | 0453             |     1.6500000 |      1 |
|            54 | 0454             |    46.5100001 |      1 |
|            54 | 0511             |  4571.3999996 |      1 |
|            54 | 0512             |   405.5000000 |      1 |
|            54 | 0520             |  1212.5999998 |      1 |
|            54 | 0531             |  1077.5900000 |      1 |
|            54 | 0532             |   291.9749999 |      1 |
|            54 | 0533             |   535.1499999 |      1 |
|            54 | 0540             |  1750.2000005 |      1 |
|            54 | 0551             |     4.2500000 |      1 |
|            54 | 0552             |   202.6200000 |      1 |
|            54 | 0561             |  1625.9299983 |      1 |
|            54 | 0562             |  5845.0000005 |      1 |
|            54 | 0611             |   383.1150000 |      1 |
|            54 | 0612             |     4.2750000 |      1 |
|            54 | 0613             |   275.0000000 |      1 |
|            54 | 0621             |   324.0000001 |      1 |
|            54 | 0622             |    93.0000000 |      1 |
|            54 | 0623             |    18.0000000 |      1 |
|            54 | 0713             |    23.0000000 |      1 |
|            54 | 0721             |   332.7000000 |      1 |
|            54 | 0722             |  3389.0499999 |      1 |
|            54 | 0723             |  2460.0500001 |      1 |
|            54 | 0724             |     1.0000000 |      1 |
|            54 | 0732             |    22.0000000 |      1 |
|            54 | 0733             |  2950.0000000 |      1 |
|            54 | 0810             |     5.0000000 |      1 |
|            54 | 0820             |  2319.9500000 |      1 |
|            54 | 0830             |  4041.8000000 |      1 |
|            54 | 0911             |   416.0000000 |      1 |
|            54 | 0912             |    85.0000000 |      1 |
|            54 | 0913             |   210.7400000 |      1 |
|            54 | 0914             |    65.7000001 |      1 |
|            54 | 0915             |    42.4500000 |      1 |
|            54 | 0931             |   370.2499999 |      1 |
|            54 | 0932             |   103.5000001 |      1 |
|            54 | 0933             |   145.9000001 |      1 |
|            54 | 0934             |   144.9000000 |      1 |
|            54 | 0951             |    45.0000000 |      1 |
|            54 | 0953             |     2.0000000 |      1 |
|            54 | 0960             |    41.5500000 |      1 |
|            54 | 1010             |   230.0000006 |      1 |
|            54 | 1020             |   599.9999997 |      1 |
|            54 | 1111             |  3314.5999976 |      1 |
|            54 | 1112             |   600.3500013 |      1 |
|            54 | 1120             |  1000.0000000 |      1 |
|            54 | 1211             |  1285.9999991 |      1 |
|            54 | 1212             |    37.0000000 |      1 |
|            54 | 1213             |  3736.7850018 |      1 |
|            54 | 1231             |   599.6499998 |      1 |
|            54 | 1232             |   900.3999999 |      1 |
|            54 | 1254             |    40.0000000 |      1 |
|            54 | 1262             |   407.0000000 |      1 |
|            54 | 1270             | 14620.5000010 |      1 |
|            54 | 1310             |   686.0000000 |      1 |
|            54 | 1320             | 10056.0999999 |      1 |
|            55 | 0111             |  1827.1600005 |      1 |
|            55 | 0112             |  2148.2510006 |      1 |
|            55 | 0113             |  1075.1000000 |      1 |
|            55 | 0114             |  1312.1800025 |      1 |
|            55 | 0115             |   178.4750002 |      1 |
|            55 | 0116             |   600.0049999 |      1 |
|            55 | 0117             |   573.9789990 |      1 |
|            55 | 0118             |   398.8849995 |      1 |
|            55 | 0119             |   280.0699988 |      1 |
|            55 | 0121             |   201.1599998 |      1 |
|            55 | 0122             |   457.4449999 |      1 |
|            55 | 0220             |    34.4000003 |      1 |
|            55 | 0311             |   341.5000000 |      1 |
|            55 | 0312             |  6346.1499985 |      1 |
|            55 | 0313             |   215.7500000 |      1 |
|            55 | 0314             |   835.1500004 |      1 |
|            55 | 0321             |   698.1500000 |      1 |
|            55 | 0322             |    20.0000000 |      1 |
|            55 | 0411             |  3730.0000000 |      1 |
|            55 | 0421             | 36390.0000000 |      1 |
|            55 | 0431             |   279.0999999 |      1 |
|            55 | 0432             |   855.7500000 |      1 |
|            55 | 0441             |   726.0000001 |      1 |
|            55 | 0442             |    61.4999999 |      1 |
|            55 | 0443             |    20.5000000 |      1 |
|            55 | 0451             |  1466.9999997 |      1 |
|            55 | 0452             |   116.4999997 |      1 |
|            55 | 0453             |     8.0000000 |      1 |
|            55 | 0454             |   143.0000000 |      1 |
|            55 | 0511             |  4174.1999999 |      1 |
|            55 | 0512             |   454.5000002 |      1 |
|            55 | 0520             |  1029.7799998 |      1 |
|            55 | 0531             |  1180.4000000 |      1 |
|            55 | 0532             |   230.3999999 |      1 |
|            55 | 0533             |   129.0000000 |      1 |
|            55 | 0540             |  1374.9650005 |      1 |
|            55 | 0551             |   113.0000000 |      1 |
|            55 | 0552             |   251.5000001 |      1 |
|            55 | 0561             |  1497.9749989 |      1 |
|            55 | 0562             |  4136.2500003 |      1 |
|            55 | 0611             |   476.8400000 |      1 |
|            55 | 0612             |    27.2000000 |      1 |
|            55 | 0613             |    72.5000000 |      1 |
|            55 | 0621             |   205.0000000 |      1 |
|            55 | 0622             |   155.0000000 |      1 |
|            55 | 0623             |    50.0000000 |      1 |
|            55 | 0630             |    50.0000000 |      1 |
|            55 | 0711             |  1800.0000000 |      1 |
|            55 | 0721             |   510.0000000 |      1 |
|            55 | 0722             |  4015.6000318 |      1 |
|            55 | 0723             |  1272.2500008 |      1 |
|            55 | 0724             |     0.2500000 |      1 |
|            55 | 0732             |    45.0000000 |      1 |
|            55 | 0820             |  1118.8500000 |      1 |
|            55 | 0830             |  1923.5000009 |      1 |
|            55 | 0911             |   225.0000000 |      1 |
|            55 | 0912             |    47.5000000 |      1 |
|            55 | 0913             |  1019.4999999 |      1 |
|            55 | 0914             |    27.0000000 |      1 |
|            55 | 0915             |    15.0000000 |      1 |
|            55 | 0931             |   109.5000000 |      1 |
|            55 | 0932             |   272.1899999 |      1 |
|            55 | 0933             |    44.7500000 |      1 |
|            55 | 0934             |    45.0000000 |      1 |
|            55 | 0941             |   263.0000000 |      1 |
|            55 | 0951             |   100.5000001 |      1 |
|            55 | 0952             |    49.8499999 |      1 |
|            55 | 0953             |    29.9999997 |      1 |
|            55 | 0954             |   194.1599998 |      1 |
|            55 | 1010             |   139.9999998 |      1 |
|            55 | 1020             |    55.0000001 |      1 |
|            55 | 1050             |    58.0000000 |      1 |
|            55 | 1111             |  1090.8499989 |      1 |
|            55 | 1112             |   109.1000004 |      1 |
|            55 | 1211             |   850.2500002 |      1 |
|            55 | 1212             |    33.5000000 |      1 |
|            55 | 1213             |  3249.7450031 |      1 |
|            55 | 1231             |  1202.5000005 |      1 |
|            55 | 1232             |   634.0499997 |      1 |
|            55 | 1254             |    21.0000000 |      1 |
|            55 | 1270             |  4103.2999998 |      1 |
|            55 | 1310             |    96.0000000 |      1 |
|            55 | 1320             |  8111.8200000 |      1 |
|            56 | 0111             |  2057.3600060 |      1 |
|            56 | 0112             |  2613.2450018 |      1 |
|            56 | 0113             |  1421.1950000 |      1 |
|            56 | 0114             |   993.0750034 |      1 |
|            56 | 0115             |   281.0399999 |      1 |
|            56 | 0116             |   909.7549989 |      1 |
|            56 | 0117             |   918.8799999 |      1 |
|            56 | 0118             |   333.9200004 |      1 |
|            56 | 0119             |   463.0949999 |      1 |
|            56 | 0121             |   314.0800046 |      1 |
|            56 | 0122             |   422.3100023 |      1 |
|            56 | 0220             |   101.2000014 |      1 |
|            56 | 0311             |  1238.0000000 |      1 |
|            56 | 0312             |  9146.9549995 |      1 |
|            56 | 0313             |   246.7500001 |      1 |
|            56 | 0314             |  1987.9499997 |      1 |
|            56 | 0321             |  1323.8999994 |      1 |
|            56 | 0322             |     0.7500000 |      1 |
|            56 | 0411             |  5150.0000000 |      1 |
|            56 | 0421             | 38700.0000000 |      1 |
|            56 | 0431             |   350.1500001 |      1 |
|            56 | 0432             |   890.2500000 |      1 |
|            56 | 0441             |   680.5000001 |      1 |
|            56 | 0442             |    47.0000001 |      1 |
|            56 | 0443             |    30.7500000 |      1 |
|            56 | 0451             |  1480.0000001 |      1 |
|            56 | 0452             |   101.2500002 |      1 |
|            56 | 0454             |    54.7099999 |      1 |
|            56 | 0511             |  2420.5000000 |      1 |
|            56 | 0512             |   930.2500000 |      1 |
|            56 | 0520             |  1574.5999995 |      1 |
|            56 | 0531             |   978.0299999 |      1 |
|            56 | 0532             |   481.0200001 |      1 |
|            56 | 0533             |   266.2499998 |      1 |
|            56 | 0540             |  2253.7650001 |      1 |
|            56 | 0551             |    50.0000000 |      1 |
|            56 | 0552             |   224.1249999 |      1 |
|            56 | 0561             |  2254.2550018 |      1 |
|            56 | 0562             |  5860.0000000 |      1 |
|            56 | 0611             |   289.6399999 |      1 |
|            56 | 0612             |   117.2499999 |      1 |
|            56 | 0613             |   100.0000000 |      1 |
|            56 | 0621             |   250.9999999 |      1 |
|            56 | 0622             |   255.0000000 |      1 |
|            56 | 0623             |   170.8250000 |      1 |
|            56 | 0630             |   100.0000000 |      1 |
|            56 | 0713             |    14.9000000 |      1 |
|            56 | 0721             |   948.1500003 |      1 |
|            56 | 0722             |  1399.5500020 |      1 |
|            56 | 0723             |  2047.4499995 |      1 |
|            56 | 0724             |    51.4000000 |      1 |
|            56 | 0732             |    22.0000000 |      1 |
|            56 | 0733             |   583.0000000 |      1 |
|            56 | 0820             |   832.8000000 |      1 |
|            56 | 0830             |  2656.1000000 |      1 |
|            56 | 0911             |   603.7500000 |      1 |
|            56 | 0912             |    45.0000000 |      1 |
|            56 | 0913             |   348.5400000 |      1 |
|            56 | 0914             |   141.4999995 |      1 |
|            56 | 0915             |    67.5000000 |      1 |
|            56 | 0922             |   131.1500000 |      1 |
|            56 | 0923             |     3.5000000 |      1 |
|            56 | 0931             |   250.5000000 |      1 |
|            56 | 0932             |    66.3500000 |      1 |
|            56 | 0933             |   114.4000000 |      1 |
|            56 | 0941             |   279.4999997 |      1 |
|            56 | 0942             |    71.0000000 |      1 |
|            56 | 0951             |    65.0000000 |      1 |
|            56 | 0952             |    88.2999999 |      1 |
|            56 | 0953             |    22.7500000 |      1 |
|            56 | 0954             |   256.5499997 |      1 |
|            56 | 0960             |    80.0000000 |      1 |
|            56 | 1020             |  5570.0000000 |      1 |
|            56 | 1050             |   760.0000000 |      1 |
|            56 | 1111             |  1614.4500004 |      1 |
|            56 | 1112             |   153.9000001 |      1 |
|            56 | 1120             |   125.0000000 |      1 |
|            56 | 1211             |  1180.4999997 |      1 |
|            56 | 1212             |    25.0400000 |      1 |
|            56 | 1213             |  3655.5090041 |      1 |
|            56 | 1231             |   815.6500001 |      1 |
|            56 | 1232             |   735.0999999 |      1 |
|            56 | 1254             |    65.0000000 |      1 |
|            56 | 1270             |  8116.0000000 |      1 |
|            56 | 1310             |    96.9999999 |      1 |
|            56 | 1320             |  8657.8499998 |      1 |
|            57 | 0111             |  2269.9200031 |      1 |
|            57 | 0112             |  2416.9049986 |      1 |
|            57 | 0113             |  1887.8250019 |      1 |
|            57 | 0114             |  1444.2200035 |      1 |
|            57 | 0115             |   139.8750000 |      1 |
|            57 | 0116             |   607.8500001 |      1 |
|            57 | 0117             |   820.2900002 |      1 |
|            57 | 0118             |  1497.6600001 |      1 |
|            57 | 0119             |   292.8999989 |      1 |
|            57 | 0121             |   220.2600000 |      1 |
|            57 | 0122             |   440.0299989 |      1 |
|            57 | 0311             |   428.9999999 |      1 |
|            57 | 0312             |  5920.5000012 |      1 |
|            57 | 0313             |   110.2500000 |      1 |
|            57 | 0314             |  1379.1499950 |      1 |
|            57 | 0321             |   782.6000001 |      1 |
|            57 | 0322             |     2.0000000 |      1 |
|            57 | 0411             |  2300.0000000 |      1 |
|            57 | 0421             | 39600.0000000 |      1 |
|            57 | 0431             |    44.2500000 |      1 |
|            57 | 0432             |  7199.2500000 |      1 |
|            57 | 0441             |   632.0000000 |      1 |
|            57 | 0442             |     9.0000000 |      1 |
|            57 | 0443             |    19.5000000 |      1 |
|            57 | 0451             |  1338.0000002 |      1 |
|            57 | 0452             |    89.7500000 |      1 |
|            57 | 0454             |    37.9900000 |      1 |
|            57 | 0511             |   822.6450000 |      1 |
|            57 | 0512             |   275.0000000 |      1 |
|            57 | 0513             |   200.0000000 |      1 |
|            57 | 0520             |  1175.3800000 |      1 |
|            57 | 0531             |   822.7500000 |      1 |
|            57 | 0532             |   258.6899997 |      1 |
|            57 | 0533             |   196.5000000 |      1 |
|            57 | 0540             |   658.9100010 |      1 |
|            57 | 0552             |   187.1499999 |      1 |
|            57 | 0561             |  1587.4799983 |      1 |
|            57 | 0562             |  6507.0000000 |      1 |
|            57 | 0611             |   354.6999998 |      1 |
|            57 | 0612             |     0.8250000 |      1 |
|            57 | 0613             |    37.5000000 |      1 |
|            57 | 0621             |   130.0000000 |      1 |
|            57 | 0622             |   204.0000000 |      1 |
|            57 | 0721             |   585.2000000 |      1 |
|            57 | 0722             |  6645.7999860 |      1 |
|            57 | 0723             |  2370.1250003 |      1 |
|            57 | 0724             |    31.9000000 |      1 |
|            57 | 0732             |   308.5000003 |      1 |
|            57 | 0733             |  8040.0000000 |      1 |
|            57 | 0736             |    26.0000000 |      1 |
|            57 | 0820             |   226.5400001 |      1 |
|            57 | 0830             |  3070.0499994 |      1 |
|            57 | 0911             |   253.0000000 |      1 |
|            57 | 0913             |    75.0000000 |      1 |
|            57 | 0914             |     6.5000000 |      1 |
|            57 | 0931             |   746.2400001 |      1 |
|            57 | 0932             |     3.0000000 |      1 |
|            57 | 0933             |    18.7500000 |      1 |
|            57 | 0941             |  1480.3499991 |      1 |
|            57 | 0942             |    22.0000000 |      1 |
|            57 | 0951             |     7.5000000 |      1 |
|            57 | 0952             |    94.7999992 |      1 |
|            57 | 0953             |    13.0000000 |      1 |
|            57 | 0954             |   581.5399993 |      1 |
|            57 | 1010             |   440.0000000 |      1 |
|            57 | 1020             |  5143.9999998 |      1 |
|            57 | 1030             |    40.0000000 |      1 |
|            57 | 1040             |   400.0000000 |      1 |
|            57 | 1050             |   494.9999999 |      1 |
|            57 | 1111             |  3564.8899981 |      1 |
|            57 | 1112             |   853.2499995 |      1 |
|            57 | 1120             |  1500.0000004 |      1 |
|            57 | 1211             |   928.0000009 |      1 |
|            57 | 1212             |    55.0000000 |      1 |
|            57 | 1213             |  2649.7850035 |      1 |
|            57 | 1231             |   752.6499999 |      1 |
|            57 | 1232             |   310.8500000 |      1 |
|            57 | 1254             |    40.0000000 |      1 |
|            57 | 1270             | 10796.8999989 |      1 |
|            57 | 1310             |   243.7500000 |      1 |
|            57 | 1320             |  8581.7999993 |      1 |
|            58 | 0111             |  3075.2799998 |      1 |
|            58 | 0112             |  4689.0249988 |      1 |
|            58 | 0113             |  1933.4299999 |      1 |
|            58 | 0114             |  1474.1529996 |      1 |
|            58 | 0115             |   345.9000006 |      1 |
|            58 | 0116             |  1304.5850011 |      1 |
|            58 | 0117             |  1176.9299980 |      1 |
|            58 | 0118             |   614.4150003 |      1 |
|            58 | 0119             |   514.5150000 |      1 |
|            58 | 0121             |   511.3099983 |      1 |
|            58 | 0122             |  1594.1449992 |      1 |
|            58 | 0220             |    80.8500008 |      1 |
|            58 | 0311             |  2128.5000000 |      1 |
|            58 | 0312             | 14846.6800000 |      1 |
|            58 | 0313             |   279.4650000 |      1 |
|            58 | 0314             |  3432.4500003 |      1 |
|            58 | 0321             |  2792.5599998 |      1 |
|            58 | 0322             |     8.1000000 |      1 |
|            58 | 0411             |  6700.0000000 |      1 |
|            58 | 0421             | 67655.0000000 |      1 |
|            58 | 0431             |   484.5000000 |      1 |
|            58 | 0432             |  1800.9999999 |      1 |
|            58 | 0441             |  1126.9999999 |      1 |
|            58 | 0442             |   127.0000001 |      1 |
|            58 | 0443             |    25.3500000 |      1 |
|            58 | 0451             |  2120.5000001 |      1 |
|            58 | 0452             |   163.7500006 |      1 |
|            58 | 0453             |    15.9249998 |      1 |
|            58 | 0454             |   233.5099994 |      1 |
|            58 | 0511             |  3880.3450004 |      1 |
|            58 | 0512             |  1288.2499999 |      1 |
|            58 | 0513             |    23.0000000 |      1 |
|            58 | 0520             |  2770.8449999 |      1 |
|            58 | 0531             |  3294.9500000 |      1 |
|            58 | 0532             |   502.1000000 |      1 |
|            58 | 0533             |   401.0000000 |      1 |
|            58 | 0540             |  1596.5200015 |      1 |
|            58 | 0551             |    67.5000000 |      1 |
|            58 | 0552             |   638.4150005 |      1 |
|            58 | 0561             |  2892.2049980 |      1 |
|            58 | 0562             | 10124.5499997 |      1 |
|            58 | 0611             |   593.3899997 |      1 |
|            58 | 0612             |    51.5500000 |      1 |
|            58 | 0613             |   512.5000000 |      1 |
|            58 | 0621             |   355.0000000 |      1 |
|            58 | 0624             |    26.0000000 |      1 |
|            58 | 0630             |   132.0000000 |      1 |
|            58 | 0713             |    37.5000000 |      1 |
|            58 | 0721             |   560.2500000 |      1 |
|            58 | 0722             |  5291.3499907 |      1 |
|            58 | 0723             |  4590.3499986 |      1 |
|            58 | 0724             |   240.2000000 |      1 |
|            58 | 0732             |   233.0000000 |      1 |
|            58 | 0733             | 15627.0000000 |      1 |
|            58 | 0820             |  1645.8000000 |      1 |
|            58 | 0830             |  5306.4999987 |      1 |
|            58 | 0911             |  1387.5000000 |      1 |
|            58 | 0913             |  2007.9000000 |      1 |
|            58 | 0914             |    50.4999999 |      1 |
|            58 | 0915             |   582.0000006 |      1 |
|            58 | 0922             |    22.0000000 |      1 |
|            58 | 0923             |    53.0000000 |      1 |
|            58 | 0931             |   933.8499999 |      1 |
|            58 | 0932             |   439.9500000 |      1 |
|            58 | 0933             |   218.0000000 |      1 |
|            58 | 0934             |    85.8000000 |      1 |
|            58 | 0935             |    28.5000000 |      1 |
|            58 | 0941             |  2013.2500002 |      1 |
|            58 | 0942             |   234.5000000 |      1 |
|            58 | 0951             |   113.0000000 |      1 |
|            58 | 0952             |   143.7000001 |      1 |
|            58 | 0953             |    28.1000000 |      1 |
|            58 | 0954             |  3095.7500002 |      1 |
|            58 | 0960             |   836.0000000 |      1 |
|            58 | 1010             |   399.9999999 |      1 |
|            58 | 1020             |  2428.9999991 |      1 |
|            58 | 1030             |   365.0000000 |      1 |
|            58 | 1050             |   895.9999998 |      1 |
|            58 | 1111             |  3371.6999996 |      1 |
|            58 | 1112             |   470.2500004 |      1 |
|            58 | 1120             |   960.0000000 |      1 |
|            58 | 1211             |  4702.9500004 |      1 |
|            58 | 1212             |   164.5250000 |      1 |
|            58 | 1213             |  7939.0069902 |      1 |
|            58 | 1231             |  1240.9500000 |      1 |
|            58 | 1232             |  1248.5400005 |      1 |
|            58 | 1253             |    50.0000000 |      1 |
|            58 | 1254             |   473.5000000 |      1 |
|            58 | 1270             | 17614.4999943 |      1 |
|            58 | 1310             |   617.0000000 |      1 |
|            58 | 1320             | 16888.9999997 |      1 |
|            59 | 0111             |  1880.6800080 |      1 |
|            59 | 0112             |  4315.8050235 |      1 |
|            59 | 0113             |  1186.8750253 |      1 |
|            59 | 0114             |  2266.7399874 |      1 |
|            59 | 0115             |   883.6949999 |      1 |
|            59 | 0116             |   658.1500006 |      1 |
|            59 | 0117             |  1320.3400365 |      1 |
|            59 | 0118             |   208.0949991 |      1 |
|            59 | 0119             |   898.2799595 |      1 |
|            59 | 0121             |   361.9850085 |      1 |
|            59 | 0122             |   417.7049998 |      1 |
|            59 | 0220             |   123.6900005 |      1 |
|            59 | 0311             |   281.5000000 |      1 |
|            59 | 0312             |  8337.8499993 |      1 |
|            59 | 0313             |   230.6500007 |      1 |
|            59 | 0314             |  1671.4500013 |      1 |
|            59 | 0321             |  1121.5500003 |      1 |
|            59 | 0411             |  5290.0000000 |      1 |
|            59 | 0421             | 27900.0000000 |      1 |
|            59 | 0432             |   207.0000000 |      1 |
|            59 | 0441             |   490.9999999 |      1 |
|            59 | 0442             |   158.0000000 |      1 |
|            59 | 0451             |  1124.0000000 |      1 |
|            59 | 0452             |    83.9999997 |      1 |
|            59 | 0454             |    30.3500000 |      1 |
|            59 | 0511             |  3339.5000001 |      1 |
|            59 | 0512             |   842.1500000 |      1 |
|            59 | 0520             |  1523.8000000 |      1 |
|            59 | 0531             |  1025.6500000 |      1 |
|            59 | 0533             |   298.5000000 |      1 |
|            59 | 0540             |   334.5200005 |      1 |
|            59 | 0551             |     2.7500000 |      1 |
|            59 | 0552             |   448.3600004 |      1 |
|            59 | 0561             | 11538.7652383 |      1 |
|            59 | 0562             |  3823.4999999 |      1 |
|            59 | 0611             |   209.5950000 |      1 |
|            59 | 0612             |     2.0000000 |      1 |
|            59 | 0613             |    31.0000000 |      1 |
|            59 | 0622             |   150.0000000 |      1 |
|            59 | 0623             |    80.0000000 |      1 |
|            59 | 0630             |  2770.0000000 |      1 |
|            59 | 0721             |   543.5000000 |      1 |
|            59 | 0722             |  2582.9999850 |      1 |
|            59 | 0723             |  1427.9500003 |      1 |
|            59 | 0732             |    75.5000001 |      1 |
|            59 | 0733             |  1158.0000000 |      1 |
|            59 | 0820             |   332.0000000 |      1 |
|            59 | 0830             |  2235.5000001 |      1 |
|            59 | 0911             |   546.5000000 |      1 |
|            59 | 0913             |   176.2500001 |      1 |
|            59 | 0914             |    11.2500000 |      1 |
|            59 | 0931             |   379.6000000 |      1 |
|            59 | 0932             |    12.1500000 |      1 |
|            59 | 0933             |    12.0000000 |      1 |
|            59 | 0941             |   589.4999998 |      1 |
|            59 | 0951             |    21.0000000 |      1 |
|            59 | 0952             |     6.3500000 |      1 |
|            59 | 0953             |    12.0000000 |      1 |
|            59 | 0954             |   438.2900002 |      1 |
|            59 | 0960             |     1.5000000 |      1 |
|            59 | 1010             | 10064.9999998 |      1 |
|            59 | 1020             |  1004.0000001 |      1 |
|            59 | 1030             |     8.0000000 |      1 |
|            59 | 1050             |  1175.0000001 |      1 |
|            59 | 1111             |  1609.7799986 |      1 |
|            59 | 1112             |  1276.2499985 |      1 |
|            59 | 1120             |   210.0000000 |      1 |
|            59 | 1211             |   753.5000001 |      1 |
|            59 | 1212             |     1.7500000 |      1 |
|            59 | 1213             |  6608.4799624 |      1 |
|            59 | 1231             |   337.0000000 |      1 |
|            59 | 1232             |   408.8399998 |      1 |
|            59 | 1262             |   300.0000000 |      1 |
|            59 | 1270             | 13580.4999990 |      1 |
|            59 | 1310             |   164.5000000 |      1 |
|            59 | 1320             |  5904.5800000 |      1 |
|            60 | 0111             |  2116.9700020 |      1 |
|            60 | 0112             |  3520.3949986 |      1 |
|            60 | 0113             |  1950.0649990 |      1 |
|            60 | 0114             |  1437.7849987 |      1 |
|            60 | 0115             |   497.8799996 |      1 |
|            60 | 0116             |   910.6149989 |      1 |
|            60 | 0117             |  1049.6950018 |      1 |
|            60 | 0118             |   587.9750012 |      1 |
|            60 | 0119             |   414.1150004 |      1 |
|            60 | 0121             |   236.8649997 |      1 |
|            60 | 0122             |   717.5699989 |      1 |
|            60 | 0220             |    79.2999992 |      1 |
|            60 | 0311             |  1033.9000000 |      1 |
|            60 | 0312             | 14972.4499956 |      1 |
|            60 | 0313             |   243.0499999 |      1 |
|            60 | 0314             |  1094.4000003 |      1 |
|            60 | 0321             |  1796.3499994 |      1 |
|            60 | 0411             |  2230.0000000 |      1 |
|            60 | 0421             | 46200.0000000 |      1 |
|            60 | 0431             |   408.9500000 |      1 |
|            60 | 0432             |  4920.5000001 |      1 |
|            60 | 0441             |   880.0000001 |      1 |
|            60 | 0442             |    50.0000000 |      1 |
|            60 | 0443             |    12.1000000 |      1 |
|            60 | 0451             |  2107.0000002 |      1 |
|            60 | 0452             |   115.7500004 |      1 |
|            60 | 0454             |    38.9050003 |      1 |
|            60 | 0511             |  1419.9500000 |      1 |
|            60 | 0512             |  1765.2999999 |      1 |
|            60 | 0520             |  2658.8950006 |      1 |
|            60 | 0531             |  1280.8499997 |      1 |
|            60 | 0532             |   350.2600000 |      1 |
|            60 | 0533             |   121.0000000 |      1 |
|            60 | 0540             |  1090.7700002 |      1 |
|            60 | 0552             |   388.4400001 |      1 |
|            60 | 0561             |  2126.1299979 |      1 |
|            60 | 0562             |  6991.2950000 |      1 |
|            60 | 0611             |   659.4850004 |      1 |
|            60 | 0613             |   118.5000000 |      1 |
|            60 | 0621             |   269.0000000 |      1 |
|            60 | 0623             |   473.0000000 |      1 |
|            60 | 0713             |   125.0000000 |      1 |
|            60 | 0721             |   870.6999999 |      1 |
|            60 | 0722             |  9897.2499989 |      1 |
|            60 | 0723             |  2324.4500006 |      1 |
|            60 | 0724             |    32.2500003 |      1 |
|            60 | 0732             |    11.0000000 |      1 |
|            60 | 0733             |  2035.0000000 |      1 |
|            60 | 0736             |    25.0000000 |      1 |
|            60 | 0810             |   100.0000000 |      1 |
|            60 | 0820             |   632.2500002 |      1 |
|            60 | 0830             |  3468.0000024 |      1 |
|            60 | 0911             |   131.7500000 |      1 |
|            60 | 0913             |    90.7299999 |      1 |
|            60 | 0914             |    12.8000000 |      1 |
|            60 | 0915             |    30.0000000 |      1 |
|            60 | 0923             |     1.0000000 |      1 |
|            60 | 0931             |   951.2900002 |      1 |
|            60 | 0932             |  1200.6499995 |      1 |
|            60 | 0933             |   106.0000000 |      1 |
|            60 | 0934             |    38.5000000 |      1 |
|            60 | 0941             |  1143.4999998 |      1 |
|            60 | 0942             |    41.1000000 |      1 |
|            60 | 0951             |   618.0000000 |      1 |
|            60 | 0952             |    10.4500000 |      1 |
|            60 | 0954             |   545.8000000 |      1 |
|            60 | 0960             |    75.0000000 |      1 |
|            60 | 1010             |  1595.0000000 |      1 |
|            60 | 1020             |   835.0000014 |      1 |
|            60 | 1050             |  1062.0000004 |      1 |
|            60 | 1111             |  3532.3000021 |      1 |
|            60 | 1112             |  1026.3999968 |      1 |
|            60 | 1120             |   459.9999997 |      1 |
|            60 | 1211             |  1733.9500008 |      1 |
|            60 | 1212             |    69.0000000 |      1 |
|            60 | 1213             |  4378.5699989 |      1 |
|            60 | 1231             |   761.0000003 |      1 |
|            60 | 1232             |   413.7000001 |      1 |
|            60 | 1254             |   131.0000000 |      1 |
|            60 | 1262             |    16.0000000 |      1 |
|            60 | 1270             | 20174.5999997 |      1 |
|            60 | 1310             |   584.0000000 |      1 |
|            60 | 1320             | 20719.2999996 |      1 |
|            61 | 0111             |  2881.2449987 |      1 |
|            61 | 0112             |  3188.6400006 |      1 |
|            61 | 0113             |  1370.0099999 |      1 |
|            61 | 0114             |  1281.9749964 |      1 |
|            61 | 0115             |   250.8699998 |      1 |
|            61 | 0116             |   627.1400003 |      1 |
|            61 | 0117             |   888.0300022 |      1 |
|            61 | 0118             |   514.8950003 |      1 |
|            61 | 0119             |   509.2649987 |      1 |
|            61 | 0121             |   347.6000002 |      1 |
|            61 | 0122             |   752.8150010 |      1 |
|            61 | 0220             |    76.4499988 |      1 |
