
mysql> select nat_id,
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end as classIncome
    -> ,substring(i,1,4) as subProduct,sum(p*qt) as expenditure from e2,incomeclass where fs_id=f group by 
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end
    -> ,substring(i,1,4) order by nat_id,
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end
    -> ,substring(i,1,4);
+--------+-------------+------------+-----------------+
| nat_id | classIncome | subProduct | expenditure     |
|      2 |           6 | 0452       |     407.3500001 |
|      2 |           6 | 0453       |       1.2000000 |
|      2 |           6 | 0454       |      70.9249996 |
|      2 |           6 | 0511       |    1180.2400002 |
|      2 |           6 | 0512       |     263.1000000 |
|      2 |           6 | 0520       |    1336.0999998 |
|      2 |           6 | 0531       |     861.1400000 |
|      2 |           6 | 0532       |     742.8900002 |
|      2 |           6 | 0533       |     409.2499999 |
|      2 |           6 | 0540       |    2198.4450029 |
|      2 |           6 | 0551       |       3.2500000 |
|      2 |           6 | 0552       |     511.3199981 |
|      2 |           6 | 0561       |    4495.7649989 |
|      2 |           6 | 0562       |     200.5000000 |
|      2 |           6 | 0611       |     741.2399997 |
|      2 |           6 | 0612       |      39.8849997 |
|      2 |           6 | 0613       |     232.5000000 |
|      2 |           6 | 0621       |     211.0000000 |
|      2 |           6 | 0622       |      15.0000000 |
|      2 |           6 | 0623       |     126.0000000 |
|      2 |           6 | 0624       |     128.0000000 |
|      2 |           6 | 0630       |       1.3200000 |
|      2 |           6 | 0713       |      25.0000000 |
|      2 |           6 | 0714       |      17.9000000 |
|      2 |           6 | 0721       |     587.2500000 |
|      2 |           6 | 0722       |    4846.9500183 |
|      2 |           6 | 0723       |    1204.4999997 |
|      2 |           6 | 0724       |       6.6500000 |
|      2 |           6 | 0732       |    2236.3499889 |
|      2 |           6 | 0733       |    3528.0000000 |
|      2 |           6 | 0734       |       1.5000000 |
|      2 |           6 | 0736       |      68.5000000 |
|      2 |           6 | 0810       |       3.0000000 |
|      2 |           6 | 0820       |    1254.6000000 |
|      2 |           6 | 0830       |    3220.1900006 |
|      2 |           6 | 0911       |     637.1000000 |
|      2 |           6 | 0912       |       1.2500000 |
|      2 |           6 | 0913       |     201.7900000 |
|      2 |           6 | 0914       |      26.7500000 |
|      2 |           6 | 0915       |      99.5000000 |
|      2 |           6 | 0923       |       1.0000000 |
|      2 |           6 | 0931       |     233.6650000 |
