mysql> SELECT FS_ID,SUM(INCOME1)+SUM(INCOME2)+SUM(INCOME3)+SUM(INCOME4) AS CY ,COUNT(MEM_ID) FROM INCOME GROUP BY FS_ID,MEM_ID;
+-------+-------+---------------+
| FS_ID | CY    | COUNT(MEM_ID) |
|   995 |     0 |             3 |
|   997 |  3864 |             3 |
|   997 |     0 |             3 |
|   997 |     0 |             3 |
|   997 |     0 |             3 |
|   997 |     0 |             3 |
|  1000 |  1449 |             3 |
|  1000 |  1515 |             3 |
|  1001 |  2742 |             3 |
|  1001 |     0 |             3 |
|  1001 |     0 |             3 |
|  1001 |     0 |             3 |
|  1002 |  2289 |             3 |
|  1003 |   450 |             3 |
|  1003 |   450 |             3 |
|  1004 |  1611 |             3 |
|  1004 |   966 |             3 |
|  1004 |     0 |             3 |
|  1008 |  1800 |             3 |
|  1008 |     0 |             3 |
|  1008 |     0 |             3 |
|  1008 |     0 |             3 |
|  1008 |     0 |             3 |
|  1008 |     0 |             3 |
|  1009 |  2253 |             3 |
|  1010 |  1500 |             3 |
|  1011 |  3600 |             3 |
|  1012 |  1680 |             3 |
|  1014 |  2577 |             3 |
|  1015 |  1608 |             3 |
|  1015 |  1125 |             3 |
|  1015 |     0 |             3 |
|  1018 |   750 |             3 |
|  1018 |  1290 |             3 |
|  1018 |  1452 |             3 |
|  1019 |  1773 |             3 |
|  1019 |  1611 |             3 |
|  1020 |  2253 |             3 |
|  1021 |  2001 |             3 |
|  1021 |   906 |             3 |
|  1021 |     0 |             3 |
|  1022 |  1839 |             3 |
|  1023 |  2253 |             3 |
|  1024 |  1128 |             3 |
|  1024 |   966 |             3 |
|  1025 |  1800 |             3 |
|  1026 |  2400 |             3 |
|  1026 |  1611 |             3 |
|  1027 |  2256 |             3 |
|  1028 |  3216 |             3 |
|  1030 |  3000 |             3 |
|  1030 |     0 |             3 |
|  1030 |     0 |             3 |
|  1030 |     0 |             3 |
|  1030 |     0 |             3 |
|  1031 |  1500 |             3 |
|  1032 |  1290 |             3 |
|  1032 |   900 |             3 |
|  1033 |  1065 |             3 |
|  1034 |  2400 |             3 |
|  1037 |  2540 |             3 |
|  1037 |  1248 |             3 |
|  1038 |  2250 |             3 |
|  1040 |  3600 |             3 |
|  1041 |  2550 |             3 |
|  1042 |  1371 |             3 |
|  1043 |  3099 |             3 |
|  1044 |  1200 |             3 |
|  1045 |  1449 |             3 |
|  1046 |  1350 |             3 |
|  1046 |   966 |             3 |
|  1048 |   999 |             3 |
|  1048 |   885 |             3 |
|  1049 |  3060 |             3 |
|  1050 |  1563 |             3 |
|  1051 |  1869 |             3 |
|  1051 |   966 |             3 |
|  1052 |  3423 |             3 |
|  1052 |  1935 |             3 |
|  1052 |  1953 |             3 |
|  1054 |  3873 |             3 |
|  1055 |  1419 |             3 |
|  1055 |  1236 |             3 |
|  1055 |   966 |             3 |
|  1059 |  2250 |             3 |
|  1060 |  1452 |             3 |
|  1061 |  2421 |             3 |
|  1062 |  1452 |             3 |
|  1064 |  1581 |             3 |
|  1066 |  1682 |             3 |
|  1067 |  3000 |             3 |
|  1068 |  1536 |             3 |
|  1068 |   780 |             3 |
|  1069 |  2421 |             3 |
|  1069 |  1560 |             3 |
|  1070 |  3000 |             3 |
|  1071 |  1200 |             3 |
|  1071 |  1128 |             3 |
|  1072 |  2742 |             3 |
|  1073 |  2097 |             3 |
|  1073 |     0 |             3 |
|  1073 |     0 |             3 |
|  1074 |  1452 |             3 |
|  1074 |     0 |             3 |
|  1074 |     0 |             3 |
|  1075 |  1452 |             3 |
|  1075 |  1209 |             3 |
|  1077 |  1829 |             3 |
|  1077 |  1716 |             3 |
|  1078 |  3708 |             3 |
|  1078 |  1080 |             3 |
|  1079 |  2760 |             3 |
|  1080 |  2307 |             3 |
|  1081 |  1095 |             3 |
|  1081 |  1422 |             3 |
|  1081 |   600 |             3 |
|  1082 |  2192 |             3 |
|  1082 |     0 |             3 |
|  1088 |  2001 |             3 |
|  1089 |  1968 |             3 |
|  1090 |  2193 |             3 |
|  1092 |  2796 |             3 |
|  1094 |  2715 |             3 |
|  1095 |  1986 |             3 |
|  1096 |  1870 |             3 |
|  1096 |     0 |             3 |
|  1096 |     0 |             3 |
|  1097 |  2037 |             3 |
|  1099 |  2193 |             3 |
|  1099 |  1596 |             3 |
|  1099 |   840 |             3 |
|  1100 |  2200 |             3 |
|  1100 |     0 |             3 |
|  1100 |  1323 |             3 |
|  1100 |  1017 |             3 |
|  1100 |     0 |             3 |
|  1101 |  2742 |             3 |
|  1101 |  1518 |             3 |
|  1101 |  1178 |             3 |
|  1102 |  1842 |             3 |
|  1102 |   888 |             3 |
|  1102 |  1100 |             3 |
|  1102 |   965 |             3 |
|  1103 |  1425 |             3 |
|  1104 |  2538 |             3 |
|  1104 |     0 |             3 |
|  1104 |     0 |             3 |
|  1104 |     0 |             3 |
|  1104 |     0 |             3 |
|  1105 |  2307 |             3 |
|  1105 |     0 |             3 |
|  1105 |  1533 |             3 |
|  1106 |  3550 |             3 |
|  1106 |  1824 |             3 |
|  1106 |     0 |             3 |
|  1106 |     0 |             3 |
|  1107 |  3081 |             3 |
|  1108 |  2742 |             3 |
|  1108 |     0 |             3 |
|  1108 |  2481 |             3 |
|  1109 |  4374 |             3 |
|  1110 |  5937 |             3 |
|  1110 |   966 |             3 |
|  1111 |  1716 |             3 |
|  1111 |  1875 |             3 |
|  1116 |  5300 |             3 |
|  1117 |     0 |             3 |
|  1117 |  3387 |             3 |
|  1118 |  4527 |             3 |
|  1118 |     0 |             3 |
|  1118 |     0 |             3 |
|  1120 |     0 |             3 |
|  1120 |     0 |             3 |
|  1121 |     0 |             3 |
|  1121 |     0 |             3 |
|  1121 |     0 |             3 |
|  1121 |     0 |             3 |
|  1121 |     0 |             3 |
|  1121 |     0 |             3 |
|  1124 |  5850 |             3 |
|  1124 |     0 |             3 |
|  1124 |     0 |             3 |
|  1124 |  3207 |             3 |
|  1124 |  3027 |             3 |
|  1124 |  4527 |             3 |
|  1124 |  3387 |             3 |
|  1124 |  4671 |             3 |
|  1125 |  6387 |             3 |
|  1125 |  4671 |             3 |
|  1125 |  4527 |             3 |
|  1126 |  9171 |             3 |
|  1126 |  3387 |             3 |
|  1126 |     0 |             3 |
|  1127 |  5772 |             3 |
|  1127 |     0 |             3 |
|  1128 | 28500 |             3 |
|  1128 |     0 |             3 |
|  1128 |  4767 |             3 |
|  1130 |  6600 |             3 |
|  1130 |     0 |             3 |
|  1130 |  3621 |             3 |
|  1130 |  3426 |             3 |
|  1131 |  6300 |             3 |
|  1131 |  4176 |             3 |
|  1131 |  4707 |             3 |
|  1131 |  3936 |             3 |
|  1131 |  3279 |             3 |
|  1132 |  5400 |             3 |
|  1132 |     0 |             3 |
|  1133 |     0 |             3 |
|  1133 |  3912 |             3 |
|  1134 | 13362 |             3 |
|  1134 |  4206 |             3 |
|  1135 |     0 |             3 |
|  1135 |     0 |             3 |
|  1136 |  8250 |             3 |
|  1136 |  5157 |             3 |
|  1137 |  2730 |             3 |
|  1138 |  4728 |             3 |
|  1138 |  3906 |             3 |
|  1139 |  5277 |             3 |
|  1139 |  3780 |             3 |
|  1142 | 11403 |             3 |
|  1143 | 10350 |             3 |
|  1143 |     0 |             3 |
|  1144 | 12549 |             3 |
|  1144 |  2400 |             3 |
|  1145 |     0 |             3 |
|  1145 |  6417 |             3 |
|  1145 |     0 |             3 |
|  1146 |  6000 |             3 |
|  1146 |  5457 |             3 |
|  1146 |     0 |             3 |
|  1146 |     0 |             3 |
|  1149 | 10491 |             3 |
|  1149 |  3654 |             3 |
|  1149 |     0 |             3 |
|  1149 |     0 |             3 |
|  1150 |  5400 |             3 |
|  1150 |  5748 |             3 |
|  1150 |  5598 |             3 |
|  1150 |     0 |             3 |
|  1151 |  5400 |             3 |
|  1151 |     0 |             3 |
|  1151 |     0 |             3 |
|  1152 | 12294 |             3 |
|  1153 |  5400 |             3 |
|  1153 |     0 |             3 |
|  1153 |  3336 |             3 |
|  1153 |  4137 |             3 |
|  1153 |     0 |             3 |
|  1153 |  3069 |             3 |
|  1153 |  4461 |             3 |
|  1154 | 11300 |             3 |
|  1154 |     0 |             3 |
|  1154 |     0 |             3 |
|  1155 |  5100 |             3 |
|  1155 |     0 |             3 |
|  1155 |  4236 |             3 |
|  1155 |  3711 |             3 |
|  1158 | 12309 |             3 |
|  1158 |     0 |             3 |
|  1158 |  3852 |             3 |
|  1158 |     0 |             3 |
|  1158 |  4146 |             3 |
|  1158 |     0 |             3 |
|  1158 |  4047 |             3 |
|  1158 |     0 |             3 |
|  1159 |  1500 |             3 |
|  1161 |  5250 |             3 |
|  1161 |     0 |             3 |
|  1162 |  9186 |             3 |
|  1163 |  4608 |             3 |
|  1163 |  3276 |             3 |
|  1165 |  6000 |             3 |
|  1165 |     0 |             3 |
|  1165 |  4518 |             3 |
|  1165 |     0 |             3 |
|  1165 |  3429 |             3 |
|  1166 |  5727 |             3 |
|  1166 |  4803 |             3 |
|  1167 |  9429 |             3 |
|  1167 |  4062 |             3 |
|  1168 | 12144 |             3 |
|  1168 |  5091 |             3 |
|  1169 | 12771 |             3 |
|  1169 |  5799 |             3 |
|  1170 |  5400 |             3 |
|  1170 |  4470 |             3 |
|  1170 |  4545 |             3 |
|  1171 | 13818 |             3 |
|  1173 |  4572 |             3 |
|  1173 |  4461 |             3 |
|  1174 |  4722 |             3 |
|  1174 |  2928 |             3 |
|  1175 |  4800 |             3 |
|  1175 |  3156 |             3 |
|  1176 | 12651 |             3 |
|  1176 |     0 |             3 |
|  1177 |  1950 |             3 |
|  1177 |  9000 |             3 |
|  1177 |     0 |             3 |
|  1177 |     0 |             3 |
|  1178 |  8100 |             3 |
|  1178 |  4800 |             3 |
|  1178 |     0 |             3 |
|  1179 | 10095 |             3 |
|  1179 |  3507 |             3 |
|  1180 |  4443 |             3 |
|  1180 |     0 |             3 |
|  1180 |  4044 |             3 |
|  1181 |  4341 |             3 |
|  1181 |  3402 |             3 |
|  1183 |  9819 |             3 |
|  1183 |  2496 |             3 |
|  1184 | 11208 |             3 |
|  1184 |  4338 |             3 |
|  1185 | 11655 |             3 |
|  1185 |     0 |             3 |
|  1185 |     0 |             3 |
|  1185 |  3702 |             3 |
|  1186 |  5307 |             3 |
|  1188 |  1500 |             3 |
|  1190 |  5040 |             3 |
|  1191 |  5058 |             3 |
|  1192 |  8700 |             3 |
|  1192 |     0 |             3 |
|  1192 |  4776 |             3 |
|  1192 |  3711 |             3 |
|  1192 |  3345 |             3 |
|  1192 |     0 |             3 |
|  1193 |  6987 |             3 |
|  1193 |  5133 |             3 |
|  1194 |  9951 |             3 |
|  1194 |  2700 |             3 |
|  1194 |  7122 |             3 |
|  1195 | 10857 |             3 |
|  1195 |     0 |             3 |
|  1196 | 10902 |             3 |
|  1196 |  4095 |             3 |
|  1197 |  6600 |             3 |
|  1197 |     0 |             3 |
|  1197 |  4152 |             3 |
|  1197 |  3621 |             3 |
|  1198 |  6450 |             3 |
|  1198 |     0 |             3 |
|  1198 |  3018 |             3 |
|  1198 |  2844 |             3 |
|  1198 |  3471 |             3 |
|  1201 |  5370 |             3 |
|  1202 |  6258 |             3 |
|  1202 |     0 |             3 |
|  1202 |  4176 |             3 |
|  1202 |     0 |             3 |
|  1202 |     0 |             3 |
|  1202 |     0 |             3 |
|  1203 | 11868 |             3 |
|  1203 |     0 |             3 |
|  1204 |  7557 |             3 |
|  1204 |  3942 |             3 |
|  1205 | 10494 |             3 |
|  1205 |  4521 |             3 |
|  1206 | 20463 |             3 |
|  1208 |     0 |             3 |
|  1209 | 10800 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1209 |     0 |             3 |
|  1211 |  4542 |             3 |
|  1211 |  3243 |             3 |
|  1212 | 12798 |             3 |
|  1212 |  4113 |             3 |
|  1214 |  5400 |             3 |
|  1214 |     0 |             3 |
|  1214 |  3732 |             3 |
|  1215 |  1500 |             3 |
|  1215 |  2265 |             3 |
|  1215 |  2148 |             3 |
|  1216 |  4590 |             3 |
|  1218 |  4065 |             3 |
|  1218 |  2796 |             3 |
|  1219 |  3837 |             3 |
|  1219 |  3135 |             3 |
|  1220 |  4287 |             3 |
|  1220 |     0 |             3 |
|  1221 |  4104 |             3 |
|  1221 |     0 |             3 |
|  1221 |     0 |             3 |
|  1222 |  4665 |             3 |
|  1222 |  3159 |             3 |
|  1223 |     0 |             3 |
|  1225 |  2400 |             3 |
|  1225 |  1611 |             3 |
|  1225 |  2259 |             3 |
|  1225 |     0 |             3 |
|  1225 |  1650 |             3 |
|  1226 |  2415 |             3 |
|  1227 |  5967 |             3 |
|  1228 |  3753 |             3 |
|  1228 |     0 |             3 |
|  1229 |  2772 |             3 |
|  1231 |  1566 |             3 |
|  1231 |   903 |             3 |
|  1231 |     0 |             3 |
|  1231 |     0 |             3 |
|  1231 |     0 |             3 |
|  1232 |  2100 |             3 |
|  1232 |  1047 |             3 |
|  1233 |  3459 |             3 |
|  1234 |  2499 |             3 |
|  1234 |  1371 |             3 |
|  1234 |   903 |             3 |
|  1235 |  2250 |             3 |
|  1235 |  1290 |             3 |
|  1237 |  6393 |             3 |
|  1238 |  3768 |             3 |
|  1238 |     0 |             3 |
|  1238 |  1452 |             3 |
|  1239 |   921 |             3 |
|  1240 |   966 |             3 |
|  1240 |   435 |             3 |
|  1241 |     0 |             3 |
|  1241 |  5160 |             3 |
|  1241 |  2193 |             3 |
|  1241 |  2259 |             3 |
|  1242 |  2286 |             3 |
|  1243 |   870 |             3 |
|  1243 |  1020 |             3 |
|  1244 |  4323 |             3 |
|  1244 |     0 |             3 |
|  1244 |     0 |             3 |
|  1244 |     0 |             3 |
|  1244 |     0 |             3 |
|  1244 |     0 |             3 |
|  1245 |  5487 |             3 |
|  1246 |  3225 |             3 |
|  1247 |  2580 |             3 |
|  1247 |     0 |             3 |
|  1247 |     0 |             3 |
|  1248 |  2100 |             3 |
|  1248 |     0 |             3 |
|  1248 |  3225 |             3 |
|  1248 |  3225 |             3 |
|  1249 |  1500 |             3 |
|  1249 |  1449 |             3 |
|  1250 |  1935 |             3 |
|  1250 |  1485 |             3 |
|  1250 |     0 |             3 |
|  1251 |  1350 |             3 |
|  1251 |     0 |             3 |
|  1251 |     0 |             3 |
|  1252 |  1050 |             3 |
|  1252 |     0 |             3 |
|  1252 |  1290 |             3 |
|  1254 |  2220 |             3 |
|  1254 |     0 |             3 |
|  1256 |  3954 |             3 |
|  1257 |  1386 |             3 |
|  1257 |   825 |             3 |
|  1260 |  2067 |             3 |
|  1260 |  1647 |             3 |
|  1261 |  3576 |             3 |
|  1262 |     0 |             3 |
|  1262 |  4194 |             3 |
|  1263 |  6381 |             3 |
|  1263 |     0 |             3 |
|  1263 |     0 |             3 |
|  1263 |     0 |             3 |
|  1263 |     0 |             3 |
|  1263 |     0 |             3 |
|  1263 |     0 |             3 |
|  1264 |  4467 |             3 |
|  1264 |     0 |             3 |
|  1264 |     0 |             3 |
|  1264 |     0 |             3 |
|  1264 |     0 |             3 |
|  1264 |     0 |             3 |
|  1264 |     0 |             3 |
|  1267 |  1806 |             3 |
|  1267 |  1347 |             3 |
|  1267 |     0 |             3 |
|  1270 |  1449 |             3 |
|  1270 |  2742 |             3 |
|  1270 |  1470 |             3 |
|  1271 |  3228 |             3 |
|  1271 |  2388 |             3 |
|  1274 |  2316 |             3 |
|  1278 |  3546 |             3 |
|  1278 |  2898 |             3 |
|  1279 |  2163 |             3 |
|  1280 |  4131 |             3 |
|  1280 |  1695 |             3 |
|  1281 |  2706 |             3 |
|  1281 |  2484 |             3 |
|  1281 |  1776 |             3 |
|  1283 |  4200 |             3 |
|  1283 |     0 |             3 |
|  1283 |  1515 |             3 |
|  1283 |  1230 |             3 |
|  1285 |  2478 |             3 |
|  1285 |   903 |             3 |
|  1285 |     0 |             3 |
|  1285 |   600 |             3 |
|  1286 |  2742 |             3 |
|  1286 |  2034 |             3 |
|  1286 |     0 |             3 |
|  1287 |  1797 |             3 |
|  1288 |  1918 |             3 |
|  1289 |  1800 |             3 |
|  1294 |  2421 |             3 |
|  1297 |     0 |             3 |
|  1297 |  1165 |             3 |
|  1297 |   675 |             3 |
|  1300 |  6500 |             3 |
|  1301 |  2097 |             3 |
|  1301 |  1662 |             3 |
|  1302 |  2064 |             3 |
|  1303 |   870 |             3 |
|  1303 |     0 |             3 |
|  1303 |     0 |             3 |
|  1303 |  1128 |             3 |
|  1303 |   903 |             3 |
|  1304 |  2094 |             3 |
|  1304 |   888 |             3 |
|  1306 |  3945 |             3 |
|  1306 |  1452 |             3 |
|  1308 |  3051 |             3 |
|  1308 |  2307 |             3 |
|  1308 |  1971 |             3 |
|  1310 | 12246 |             3 |
|  1312 |  4500 |             3 |
|  1312 |     0 |             3 |
|  1312 |  4170 |             3 |
|  1312 |  4635 |             3 |
|  1313 |  5400 |             3 |
|  1313 |  4512 |             3 |
|  1313 |  3957 |             3 |
|  1314 |  6000 |             3 |
|  1315 |  4956 |             3 |
|  1315 |  3666 |             3 |
|  1316 |  6000 |             3 |
|  1316 |  5562 |             3 |
|  1316 |  3921 |             3 |
|  1316 |  4386 |             3 |
|  1319 |  3750 |             3 |
|  1319 |  1854 |             3 |
|  1320 |  5400 |             3 |
|  1320 |     0 |             3 |
|  1320 |  7542 |             3 |
|  1321 |  5700 |             3 |
|  1321 |  4080 |             3 |
|  1321 |  3561 |             3 |
|  1322 | 11043 |             3 |
|  1322 |  4182 |             3 |
|  1323 | 11100 |             3 |
|  1323 |     0 |             3 |
|  1323 |  5127 |             3 |
|  1323 |  3837 |             3 |
|  1323 |  5373 |             3 |
|  1324 |  5322 |             3 |
|  1325 | 13143 |             3 |
|  1325 |  4440 |             3 |
|  1326 |  1500 |             3 |
|  1327 | 11949 |             3 |
|  1327 |  4872 |             3 |
|  1327 |  4878 |             3 |
|  1328 | 10815 |             3 |
|  1328 |  3867 |             3 |
|  1329 |  6300 |             3 |
|  1329 |  4347 |             3 |
|  1330 |  3600 |             3 |
|  1330 |  2634 |             3 |
|  1330 |  2913 |             3 |
|  1332 |  3000 |             3 |
|  1333 | 14352 |             3 |
|  1336 | 10503 |             3 |
|  1336 |  4587 |             3 |
|  1337 |  8520 |             3 |
|  1338 |  6000 |             3 |
|  1339 |  5250 |             3 |
|  1339 |  4422 |             3 |
|  1339 |  3903 |             3 |
|  1340 |  5100 |             3 |
|  1340 |  4815 |             3 |
|  1340 |  3252 |             3 |
|  1341 |  9528 |             3 |
|  1341 |  3519 |             3 |
|  1342 |  5700 |             3 |
|  1343 |  9006 |             3 |
|  1343 |  2898 |             3 |
|  1344 |  4698 |             3 |
|  1344 |  3600 |             3 |
|  1347 |  3450 |             3 |
|  1347 |  3789 |             3 |
|  1347 |  3345 |             3 |
|  1347 |  3897 |             3 |
|  1347 |  2496 |             3 |
|  1347 |  2535 |             3 |
|  1348 | 12891 |             3 |
|  1348 |  7287 |             3 |
|  1349 |  3600 |             3 |
|  1349 |  3747 |             3 |
|  1349 |  3456 |             3 |
|  1351 |  6000 |             3 |
|  1351 |  7374 |             3 |
|  1351 |  4392 |             3 |
|  1352 |  9852 |             3 |
|  1352 |     0 |             3 |
|  1353 | 11112 |             3 |
|  1353 |     0 |             3 |
|  1354 |  9951 |             3 |
|  1354 |  3501 |             3 |
|  1354 |     0 |             3 |
|  1355 | 13356 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1355 |     0 |             3 |
|  1356 |  4200 |             3 |
|  1356 |     0 |             3 |
|  1356 |  3000 |             3 |
|  1357 | 10887 |             3 |
|  1357 |  4566 |             3 |
|  1358 | 17811 |             3 |
|  1358 |     0 |             3 |
|  1358 |  4776 |             3 |
|  1359 | 10400 |             3 |
|  1359 |     0 |             3 |
|  1360 |  4800 |             3 |
|  1360 |  2853 |             3 |
|  1361 |  4161 |             3 |
|  1361 |  4710 |             3 |
|  1362 |     0 |             3 |
|  1362 |  2196 |             3 |
|  1363 |  8712 |             3 |
|  1363 |  4536 |             3 |
|  1364 |  3600 |             3 |
|  1364 |     0 |             3 |
|  1364 |     0 |             3 |
|  1365 |  9150 |             3 |
|  1365 |  5739 |             3 |
|  1365 |     0 |             3 |
|  1366 |  9420 |             3 |
|  1366 |  4038 |             3 |
|  1368 |  9000 |             3 |
|  1368 |  4236 |             3 |
|  1368 |     0 |             3 |
|  1368 |     0 |             3 |
|  1371 |  5700 |             3 |
|  1371 |     0 |             3 |
|  1371 |  3960 |             3 |
|  1371 |  3621 |             3 |
|  1371 |  3573 |             3 |
|  1372 |  6000 |             3 |
|  1372 |  5649 |             3 |
|  1372 |  5463 |             3 |
|  1373 | 14232 |             3 |
|  1373 |     0 |             3 |
|  1373 |  6354 |             3 |
|  1373 |  4026 |             3 |
|  1373 |  4200 |             3 |
|  1373 |  3543 |             3 |
|  1374 |  7800 |             3 |
|  1374 |     0 |             3 |
|  1374 |     0 |             3 |
|  1375 | 11259 |             3 |
|  1375 |  3531 |             3 |
|  1375 |     0 |             3 |
|  1375 |     0 |             3 |
|  1375 |     0 |             3 |
|  1375 |     0 |             3 |
|  1375 |     0 |             3 |
|  1375 |     0 |             3 |
|  1376 | 10281 |             3 |
|  1376 |  4029 |             3 |
|  1379 | 12489 |             3 |
|  1379 |     0 |             3 |
|  1379 |     0 |             3 |
|  1379 |     0 |             3 |
|  1380 | 13500 |             3 |
|  1380 |  6315 |             3 |
|  1380 |     0 |             3 |
|  1380 |     0 |             3 |
|  1381 |  6000 |             3 |
|  1382 | 24000 |             3 |
|  1383 |  7500 |             3 |
|  1383 |  5688 |             3 |
|  1383 |  4188 |             3 |
|  1383 |  5025 |             3 |
|  1384 |  9000 |             3 |
|  1384 |  4560 |             3 |
|  1384 |  4599 |             3 |
|  1384 |  4458 |             3 |
|  1384 |  4242 |             3 |
|  1384 |  3279 |             3 |
|  1385 |  7500 |             3 |
|  1385 |  5238 |             3 |
|  1385 |  4686 |             3 |
|  1385 |  3921 |             3 |
|  1385 |  2958 |             3 |
|  1385 |  2781 |             3 |
|  1386 |  6000 |             3 |
|  1387 |  7500 |             3 |
|  1387 |  4677 |             3 |
|  1387 |  3942 |             3 |
|  1389 |  9216 |             3 |
|  1389 |  4425 |             3 |
|  1391 |  7521 |             3 |
|  1391 |  4029 |             3 |
|  1392 |  9300 |             3 |
|  1392 |     0 |             3 |
|  1393 |  4500 |             3 |
|  1393 |     0 |             3 |
|  1393 |  4137 |             3 |
|  1393 |  3546 |             3 |
|  1394 |  8049 |             3 |
|  1396 | 12243 |             3 |
|  1396 |  7500 |             3 |
|  1396 |  4248 |             3 |
|  1396 |  2886 |             3 |
|  1398 | 11670 |             3 |
|  1398 |  4152 |             3 |
|  1398 |  4428 |             3 |
|  1399 |  6915 |             3 |
|  1399 |  3702 |             3 |
|  1400 | 12921 |             3 |
|  1400 |  5967 |             3 |
|  1402 |  9591 |             3 |
|  1405 | 12297 |             3 |
|  1405 |     0 |             3 |
|  1406 | 13899 |             3 |
|  1406 |     0 |             3 |
|  1407 | 13824 |             3 |
|  1408 |  4236 |             3 |
|  1408 |  3495 |             3 |
|  1409 | 10560 |             3 |
|  1409 |  4011 |             3 |
|  1410 |  5700 |             3 |
|  1410 |  4218 |             3 |
|  1411 | 10935 |             3 |
|  1411 |  3153 |             3 |
|  1412 |  6000 |             3 |
|  1412 |     0 |             3 |
|  1414 | 11709 |             3 |
|  1414 |  4152 |             3 |
|  1416 |  9927 |             3 |
|  1416 |  3681 |             3 |
|  1417 |  7500 |             3 |
|  1417 |     0 |             3 |
|  1417 |     0 |             3 |
|  1418 |     0 |             3 |
|  1418 |     0 |             3 |
|  1418 |     0 |             3 |
|  1418 |     0 |             3 |
|  1419 |  6300 |             3 |
|  1419 |     0 |             3 |
|  1419 |  4140 |             3 |
|  1419 |  2958 |             3 |
|  1419 |     0 |             3 |
|  1419 |     0 |             3 |
|  1419 |     0 |             3 |
|  1419 |     0 |             3 |
|  1419 |     0 |             3 |
|  1419 |     0 |             3 |
|  1420 | 14718 |             3 |
|  1420 |  4032 |             3 |
|  1421 | 11238 |             3 |
|  1421 |  4686 |             3 |
|  1422 | 14925 |             3 |
|  1422 |  3519 |             3 |
|  1422 |  3285 |             3 |
|  1423 |  6000 |             3 |
|  1423 |  8217 |             3 |
|  1423 |  3630 |             3 |
|  1423 |     0 |             3 |
|  1423 |  3639 |             3 |
|  1424 | 11061 |             3 |
|  1424 |     0 |             3 |
|  1426 | 17064 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1426 |     0 |             3 |
|  1427 |  8850 |             3 |
|  1427 |     0 |             3 |
|  1427 |  3153 |             3 |
|  1428 |  4974 |             3 |
|  1428 |  3510 |             3 |
|  1429 |  4692 |             3 |
|  1429 |  3561 |             3 |
|  1431 |  4089 |             3 |
|  1432 | 10581 |             3 |
|  1432 |  5043 |             3 |
|  1436 |  4800 |             3 |
|  1436 |  4560 |             3 |
|  1437 |  9168 |             3 |
|  1438 |  4710 |             3 |
|  1439 |  7650 |             3 |
|  1439 |  2892 |             3 |
|  1440 |  7350 |             3 |
|  1440 |  3120 |             3 |
|  1440 |  3963 |             3 |
|  1441 | 13377 |             3 |
|  1441 |  4767 |             3 |
|  1443 |  9750 |             3 |
|  1443 |  5862 |             3 |
|  1443 |  3879 |             3 |
|  1443 |     0 |             3 |
|  1443 |  4896 |             3 |
|  1443 |  3135 |             3 |
|  1444 | 16884 |             3 |
|  1444 |  4197 |             3 |
|  1445 |  5739 |             3 |
|  1445 |  6000 |             3 |
|  1446 | 11280 |             3 |
|  1446 |  3900 |             3 |
|  1457 | 10200 |             3 |
|  1457 |  5448 |             3 |
|  1458 | 12696 |             3 |
|  1458 |  3891 |             3 |
|  1459 | 12000 |             3 |
|  1459 |     0 |             3 |
|  1460 | 11058 |             3 |
|  1461 | 11697 |             3 |
|  1461 |  4383 |             3 |
|  1462 | 11856 |             3 |
|  1462 |  4560 |             3 |
|  1464 |  7500 |             3 |
|  1464 |  3057 |             3 |
|  1464 |  2127 |             3 |
|  1466 | 12738 |             3 |
|  1466 |  3945 |             3 |
|  1468 | 12213 |             3 |
|  1468 |  5670 |             3 |
|  1469 |  8661 |             3 |
|  1469 |  5457 |             3 |
|  1470 | 11805 |             3 |
|  1470 |  4887 |             3 |
|  1470 |     0 |             3 |
|  1470 |     0 |             3 |
|  1470 |  4707 |             3 |
|  1471 | 15840 |             3 |
|  1471 |     0 |             3 |
|  1472 |  4800 |             3 |
|  1472 |     0 |             3 |
|  1473 | 13950 |             3 |
|  1473 |  5517 |             3 |
|  1473 |  3315 |             3 |
|  1473 |  4422 |             3 |
|  1473 |  4635 |             3 |
|  1473 |  3777 |             3 |
|  1474 | 11355 |             3 |
|  1475 |  4200 |             3 |
|  1475 |  2235 |             3 |
|  1478 | 10242 |             3 |
|  1478 |  4900 |             3 |
|  1479 |  8100 |             3 |
|  1479 |  6000 |             3 |
|  1479 |     0 |             3 |
|  1480 |  6150 |             3 |
|  1481 |  9900 |             3 |
|  1481 |  4848 |             3 |
|  1482 |  2400 |             3 |
|  1482 |     0 |             3 |
|  1482 |  3669 |             3 |
|  1482 |  3231 |             3 |
|  1483 |  5994 |             3 |
