| FS_ID | NAT_ID | membersCount | SUM(INCOME1) | SUM(INCOME2) | SUM(INCOME3) | SUM(INCOME4) | SUM(INCOME5) | SUM(INCOME6) | SUM(INCOME7) | SUM(INCOME8) | INCOMES | CLASS_INCOMES | CLASS_INCOME1 | CLASS_INCOME2 | CLASS_INCOME3 | CLASS_INCOME4 | CLASS_INCOME5 | CLASS_INCOME6 | CLASS_INCOME7 | CLASS_INCOME8 |
+-------+--------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+
|   658 |      2 |            6 |         4338 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4338 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   709 |      2 |            6 |         4344 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4344 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   955 |      2 |            6 |         4401 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4401 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1244 |      2 |           18 |         4323 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4323 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1629 |      2 |            3 |         4371 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4371 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1635 |      2 |            3 |         4359 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4359 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1711 |      2 |            6 |         4359 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4359 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2386 |      2 |            9 |         4341 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4341 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2581 |      2 |            6 |         4341 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4341 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2866 |      2 |            9 |         4326 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4326 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3017 |      2 |            9 |         4275 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4275 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3060 |      2 |            6 |         4263 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4263 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3175 |      2 |            9 |         4425 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4425 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3237 |      2 |            9 |         4356 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4356 |            22 |            22 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   541 |      2 |            6 |         4644 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4644 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   545 |      2 |            6 |         4494 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4494 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   767 |      2 |            3 |         4550 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4550 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   786 |      2 |            9 |         4515 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4515 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   899 |      2 |            3 |         4512 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4512 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   915 |      2 |           12 |         4542 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4542 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   957 |      2 |            6 |         4476 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4476 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1099 |      2 |            9 |         4629 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4629 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1100 |      2 |           15 |         2340 |         2200 |            0 |            0 |            0 |            0 |            0 |            0 |    4540 |            23 |            12 |            11 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1589 |      2 |            3 |         2067 |            0 |            0 |            0 |            0 |            0 |         1200 |         1200 |    4467 |            23 |            11 |             0 |             0 |             0 |             0 |             0 |             6 |             6 |
|  1601 |      2 |            3 |         4614 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4614 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1741 |      2 |            3 |         4518 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4518 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1762 |      2 |            3 |         4518 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4518 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1891 |      2 |            6 |         3207 |         1350 |            0 |            0 |            0 |            0 |            0 |            0 |    4557 |            23 |            16 |             7 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2292 |      2 |            3 |         4617 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4617 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2305 |      2 |            3 |         4455 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4455 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2314 |      2 |           15 |            0 |         3900 |            0 |            0 |          630 |            0 |            0 |            0 |    4530 |            23 |             0 |            20 |             0 |             0 |             3 |             0 |             0 |             0 |
|  2394 |      2 |           12 |         3342 |         1200 |            0 |            0 |            0 |            0 |            0 |            0 |    4542 |            23 |            17 |             6 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3144 |      2 |            6 |         4458 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4458 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3157 |      2 |            9 |         4515 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4515 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  4663 |      2 |           18 |         4605 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4605 |            23 |            23 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|     8 |      2 |            3 |         4827 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4827 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   493 |      2 |            6 |         4833 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4833 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   525 |      2 |            6 |         4836 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4836 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   598 |      2 |            6 |         4785 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4785 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   680 |      2 |            9 |         4839 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4839 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   791 |      2 |            6 |         4656 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4656 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   911 |      2 |            3 |         4842 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4842 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   921 |      2 |            9 |         4776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4776 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1078 |      2 |            6 |         4788 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4788 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1102 |      2 |           12 |         4795 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4795 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1234 |      2 |            9 |         4773 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4773 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1286 |      2 |            9 |         4776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4776 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1638 |      2 |            3 |         4821 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4821 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1643 |      2 |            6 |         4827 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4827 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1654 |      2 |            3 |         4842 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4842 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1669 |      2 |            3 |         4842 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4842 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1751 |      2 |            3 |         4680 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4680 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1766 |      2 |            3 |         4812 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4812 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1776 |      2 |            3 |         4674 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4674 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1849 |      2 |            3 |         4845 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4845 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2200 |      2 |           12 |         4701 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4701 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2256 |      2 |            3 |         4713 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4713 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2275 |      2 |            3 |         4680 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4680 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2312 |      2 |           15 |         2496 |            0 |            0 |            0 |         3000 |            0 |            0 |         -650 |    4846 |            24 |            13 |             0 |             0 |             0 |            15 |             0 |             0 |            -3 |
|  2592 |      2 |            6 |         4812 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4812 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2893 |      2 |            3 |         4740 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4740 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3075 |      2 |            3 |         4836 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4836 |            24 |            24 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   110 |      2 |            9 |         4887 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4887 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   358 |      2 |            6 |         4878 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4878 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   513 |      2 |            6 |         5001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5001 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   515 |      2 |           12 |         4947 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4947 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   956 |      2 |            6 |         4998 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4998 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1021 |      2 |            9 |         2907 |            0 |            0 |            0 |            0 |            0 |         1000 |         1000 |    4907 |            25 |            15 |             0 |             0 |             0 |             0 |             0 |             5 |             5 |
|  1666 |      2 |            3 |         5004 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5004 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1702 |      2 |           15 |         4932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4932 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1738 |      2 |           12 |         4947 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4947 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2260 |      2 |            9 |         3939 |          960 |            0 |            0 |            0 |            0 |            0 |            0 |    4899 |            25 |            20 |             5 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2278 |      2 |            3 |         5004 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5004 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2551 |      2 |           15 |         3225 |          750 |          960 |            0 |            0 |            0 |            0 |            0 |    4935 |            25 |            16 |             4 |             5 |             0 |             0 |             0 |             0 |             0 |
|  3134 |      2 |            6 |         5025 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5025 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3189 |      2 |            3 |         4884 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    4884 |            25 |            25 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3552 |      2 |            6 |         3210 |         1750 |            0 |            0 |            0 |            0 |            0 |            0 |    4960 |            25 |            16 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |
|   349 |      2 |            6 |         5061 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5061 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   617 |      2 |            6 |         5130 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5130 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   622 |      2 |           12 |         5211 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5211 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   693 |      2 |            9 |         5154 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5154 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1108 |      2 |            9 |         5223 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5223 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1238 |      2 |            9 |         5220 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5220 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1262 |      2 |            6 |         4194 |            0 |            0 |            0 |            0 |            0 |          900 |            0 |    5094 |            26 |            21 |             0 |             0 |             0 |             0 |             0 |             5 |             0 |
|  1565 |      2 |            6 |         5178 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5178 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1578 |      2 |            6 |         3231 |            0 |            0 |            0 |            0 |            0 |         1000 |         1000 |    5231 |            26 |            16 |             0 |             0 |             0 |             0 |             0 |             5 |             5 |
|  1897 |      2 |            6 |         5241 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5241 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2249 |      2 |            9 |         4998 |            0 |            0 |            0 |          500 |            0 |            0 |         -350 |    5148 |            26 |            25 |             0 |             0 |             0 |             3 |             0 |             0 |            -2 |
|  2250 |      2 |           21 |         4842 |            0 |            0 |            0 |          360 |            0 |            0 |            0 |    5202 |            26 |            24 |             0 |             0 |             0 |             2 |             0 |             0 |             0 |
|  2258 |      2 |            3 |         5196 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5196 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2286 |      2 |            6 |         3453 |         1650 |            0 |            0 |            0 |            0 |            0 |            0 |    5103 |            26 |            18 |             8 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2301 |      2 |            3 |         5166 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5166 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2429 |      2 |            9 |         5067 |         1950 |            0 |            0 |            0 |            0 |            0 |        -1878 |    5139 |            26 |            26 |            10 |             0 |             0 |             0 |             0 |             0 |            -9 |
|  2545 |      2 |            3 |         5079 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5079 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2887 |      2 |            3 |         5166 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5166 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2898 |      2 |           12 |         5079 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5079 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3831 |      2 |            6 |         5130 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5130 |            26 |            26 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   621 |      2 |            6 |         5337 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5337 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   631 |      2 |            9 |         5418 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5418 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   777 |      2 |            3 |         5370 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5370 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   814 |      2 |            9 |         5400 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5400 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1101 |      2 |            9 |         5438 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5438 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1106 |      2 |           12 |         1824 |         3550 |            0 |            0 |            0 |            0 |            0 |            0 |    5374 |            27 |             9 |            18 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1116 |      2 |            3 |            0 |         5300 |            0 |            0 |            0 |            0 |            0 |            0 |    5300 |            27 |             0 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1306 |      2 |            6 |         5397 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5397 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1567 |      2 |            3 |         5400 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5400 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1680 |      2 |            6 |         5445 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5445 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2282 |      2 |            3 |         5328 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5328 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2422 |      2 |            3 |         5328 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5328 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2555 |      2 |           15 |         4200 |         1200 |            0 |            0 |            0 |            0 |            0 |            0 |    5400 |            27 |            21 |             6 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3166 |      2 |            6 |         5358 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5358 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3448 |      2 |            3 |         1680 |            0 |            0 |            0 |            0 |            0 |         1800 |         1800 |    5280 |            27 |             9 |             0 |             0 |             0 |             0 |             0 |             9 |             9 |
|  3819 |      2 |            6 |         3567 |         1850 |            0 |            0 |            0 |            0 |            0 |            0 |    5417 |            27 |            18 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |
|  4670 |      2 |            6 |         5445 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5445 |            27 |            27 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   766 |      2 |            9 |            0 |         5500 |            0 |            0 |            0 |            0 |            0 |            0 |    5500 |            28 |             0 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |
|   964 |      2 |           12 |         5565 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5565 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1245 |      2 |            3 |         5487 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5487 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1271 |      2 |            6 |         5616 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5616 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1572 |      2 |            9 |         5490 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5490 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1630 |      2 |            6 |         5643 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5643 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1679 |      2 |            3 |         5472 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5472 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1706 |      2 |            6 |         5562 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5562 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2257 |      2 |            3 |         5487 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5487 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2262 |      2 |            6 |         5649 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5649 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2284 |      2 |            3 |         5649 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5649 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2303 |      2 |            3 |         5649 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5649 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2410 |      2 |            3 |         5487 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5487 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2427 |      2 |            3 |         5487 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5487 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2598 |      2 |           12 |         5646 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5646 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3457 |      2 |            6 |         5454 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5454 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3880 |      2 |            9 |         3204 |            0 |            0 |            0 |         2250 |            0 |            0 |            0 |    5454 |            28 |            16 |             0 |             0 |             0 |            11 |             0 |             0 |             0 |
|   683 |      2 |            6 |         5808 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5808 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   807 |      2 |            3 |         1806 |            0 |            0 |            0 |            0 |            0 |         2000 |         2000 |    5806 |            29 |             9 |             0 |             0 |             0 |             0 |             0 |            10 |            10 |
|  1270 |      2 |            9 |         5661 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5661 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1280 |      2 |            6 |         5826 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5826 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1566 |      2 |            6 |         5733 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5733 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2259 |      2 |            6 |         4002 |         1800 |            0 |            0 |            0 |            0 |            0 |            0 |    5802 |            29 |            20 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2270 |      2 |           12 |         5760 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5760 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2281 |      2 |            6 |         5808 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5808 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2419 |      2 |           15 |         5079 |            0 |            0 |            0 |            0 |            0 |          650 |            0 |    5729 |            29 |            26 |             0 |             0 |             0 |             0 |             0 |             3 |             0 |
|  2544 |      2 |            3 |         5688 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5688 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2763 |      2 |            6 |            0 |         1750 |            0 |            0 |            0 |            0 |         2000 |         2000 |    5750 |            29 |             0 |             9 |             0 |             0 |             0 |             0 |            10 |            10 |
|  3824 |      2 |            3 |         5787 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5787 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3836 |      2 |            3 |         5808 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5808 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|    11 |      2 |           12 |         5931 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5931 |            30 |            30 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|    53 |      2 |           12 |         5970 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5970 |            30 |            30 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   675 |      2 |           12 |         4194 |         1800 |            0 |            0 |            0 |            0 |            0 |            0 |    5994 |            30 |            21 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |
