| FS_ID | NAT_ID | membersCount | SUM(INCOME1) | SUM(INCOME2) | SUM(INCOME3) | SUM(INCOME4) | SUM(INCOME5) | SUM(INCOME6) | SUM(INCOME7) | SUM(INCOME8) | INCOMES | CLASS_INCOMES | CLASS_INCOME1 | CLASS_INCOME2 | CLASS_INCOME3 | CLASS_INCOME4 | CLASS_INCOME5 | CLASS_INCOME6 | CLASS_INCOME7 | CLASS_INCOME8 |
+-------+--------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+
|   393 |      1 |            6 |        11052 |            0 |            0 |            0 |            0 |          630 |            0 |            0 |   11682 |            59 |            56 |             0 |             0 |             0 |             0 |             3 |             0 |             0 |
|  1356 |      1 |            9 |         3000 |            0 |            0 |         4200 |         4635 |            0 |            0 |            0 |   11835 |            59 |            15 |             0 |             0 |            21 |            23 |             0 |             0 |             0 |
|  1445 |      1 |            6 |         5739 |            0 |            0 |         6000 |            0 |            0 |            0 |            0 |   11739 |            59 |            29 |             0 |             0 |            30 |             0 |             0 |             0 |             0 |
|  2015 |      1 |            9 |         8157 |            0 |            0 |         1950 |         1650 |            0 |            0 |            0 |   11757 |            59 |            41 |             0 |             0 |            10 |             8 |             0 |             0 |             0 |
|  2069 |      1 |            6 |         2676 |            0 |            0 |         4500 |         4650 |            0 |            0 |            0 |   11826 |            59 |            14 |             0 |             0 |            23 |            23 |             0 |             0 |             0 |
|  3666 |      1 |           12 |         7194 |            0 |            0 |         2100 |         2400 |            0 |            0 |            0 |   11694 |            59 |            36 |             0 |             0 |            11 |            12 |             0 |             0 |             0 |
|  3796 |      1 |            6 |         9420 |            0 |            0 |         2400 |            0 |            0 |            0 |            0 |   11820 |            59 |            47 |             0 |             0 |            12 |             0 |             0 |             0 |             0 |
|  3930 |      1 |           12 |         6525 |            0 |            0 |         2700 |         2580 |            0 |            0 |            0 |   11805 |            59 |            33 |             0 |             0 |            14 |            13 |             0 |             0 |             0 |
|  3937 |      1 |            9 |         3567 |            0 |            0 |         4500 |         3600 |            0 |            0 |            0 |   11667 |            59 |            18 |             0 |             0 |            23 |            18 |             0 |             0 |             0 |
|   156 |      1 |            3 |         7491 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   11991 |            60 |            38 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|   328 |      1 |            6 |        10092 |            0 |            0 |         1800 |            0 |            0 |            0 |            0 |   11892 |            60 |            51 |             0 |             0 |             9 |             0 |             0 |             0 |             0 |
|  1343 |      1 |            6 |         8004 |            0 |            0 |         3900 |            0 |            0 |            0 |            0 |   11904 |            60 |            40 |             0 |             0 |            20 |             0 |             0 |             0 |             0 |
|  1436 |      1 |            6 |         4560 |            0 |            0 |         4800 |         2580 |            0 |            0 |            0 |   11940 |            60 |            23 |             0 |             0 |            24 |            13 |             0 |             0 |             0 |
|  1943 |      1 |            3 |            0 |            0 |            0 |         1200 |         5700 |            0 |         2500 |         2500 |   11900 |            60 |             0 |             0 |             0 |             6 |            29 |             0 |            13 |            13 |
|  1953 |      1 |            6 |         9633 |            0 |            0 |         2250 |            0 |            0 |            0 |            0 |   11883 |            60 |            48 |             0 |             0 |            11 |             0 |             0 |             0 |             0 |
|  2055 |      1 |            6 |        11052 |            0 |            0 |          900 |            0 |            0 |            0 |            0 |   11952 |            60 |            56 |             0 |             0 |             5 |             0 |             0 |             0 |             0 |
|  2058 |      1 |           12 |         8382 |            0 |            0 |         3600 |            0 |            0 |            0 |            0 |   11982 |            60 |            42 |             0 |             0 |            18 |             0 |             0 |             0 |             0 |
|  2128 |      1 |            9 |         9270 |            0 |            0 |         2700 |            0 |            0 |            0 |            0 |   11970 |            60 |            47 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|  2526 |      1 |            6 |         9339 |            0 |            0 |         2550 |            0 |            0 |            0 |            0 |   11889 |            60 |            47 |             0 |             0 |            13 |             0 |             0 |             0 |             0 |
|  2567 |      1 |            6 |         9021 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   12021 |            60 |            45 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|  2575 |      1 |            9 |         9627 |            0 |            0 |         1050 |         1200 |            0 |            0 |            0 |   11877 |            60 |            48 |             0 |             0 |             5 |             6 |             0 |             0 |             0 |
|  3512 |      1 |           15 |         7635 |            0 |            0 |         2700 |         1680 |            0 |            0 |            0 |   12015 |            60 |            38 |             0 |             0 |            14 |             9 |             0 |             0 |             0 |
|  3664 |      1 |            3 |        10701 |            0 |            0 |         1200 |            0 |            0 |            0 |            0 |   11901 |            60 |            54 |             0 |             0 |             6 |             0 |             0 |             0 |             0 |
|  3747 |      1 |            9 |         6030 |            0 |            0 |         4500 |         1500 |            0 |            0 |            0 |   12030 |            60 |            30 |             0 |             0 |            23 |             8 |             0 |             0 |             0 |
|  3795 |      1 |            3 |        12027 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   12027 |            60 |            60 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3946 |      1 |            9 |         6780 |            0 |            0 |         3600 |         1500 |            0 |            0 |            0 |   11880 |            60 |            34 |             0 |             0 |            18 |             8 |             0 |             0 |             0 |
|  4014 |      1 |           18 |         7989 |            0 |            0 |         1950 |         1920 |            0 |            0 |            0 |   11859 |            60 |            40 |             0 |             0 |            10 |            10 |             0 |             0 |             0 |
|  1193 |      1 |            6 |        12120 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   12120 |            61 |            61 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1310 |      1 |            3 |         8346 |            0 |            0 |         3900 |            0 |            0 |            0 |            0 |   12246 |            61 |            42 |             0 |             0 |            20 |             0 |             0 |             0 |             0 |
|  1349 |      1 |            9 |         7203 |            0 |            0 |         3600 |         1305 |            0 |            0 |            0 |   12108 |            61 |            36 |             0 |             0 |            18 |             7 |             0 |             0 |             0 |
|  2000 |      1 |            9 |         2319 |            0 |            0 |         4500 |         5400 |            0 |            0 |            0 |   12219 |            61 |            12 |             0 |             0 |            23 |            27 |             0 |             0 |             0 |
|  2075 |      1 |           12 |         6234 |            0 |            0 |         3000 |         3000 |            0 |            0 |            0 |   12234 |            61 |            31 |             0 |             0 |            15 |            15 |             0 |             0 |             0 |
|  2086 |      1 |           12 |         7329 |            0 |            0 |         3000 |         1800 |            0 |            0 |            0 |   12129 |            61 |            37 |             0 |             0 |            15 |             9 |             0 |             0 |             0 |
|  2105 |      1 |            6 |         5349 |            0 |            0 |         3900 |         2850 |            0 |            0 |            0 |   12099 |            61 |            27 |             0 |             0 |            20 |            14 |             0 |             0 |             0 |
|  2136 |      1 |           15 |         9447 |            0 |            0 |         2700 |            0 |            0 |            0 |            0 |   12147 |            61 |            47 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|  2347 |      1 |            6 |        10341 |            0 |            0 |         1800 |            0 |            0 |            0 |            0 |   12141 |            61 |            52 |             0 |             0 |             9 |             0 |             0 |             0 |             0 |
|  2368 |      1 |            9 |         3456 |         4500 |            0 |         1950 |         2190 |            0 |            0 |            0 |   12096 |            61 |            18 |            23 |             0 |            10 |            11 |             0 |             0 |             0 |
|  2447 |      1 |            9 |         2316 |         9000 |         1800 |         2400 |         2550 |            0 |         4000 |       -10000 |   12066 |            61 |            12 |            45 |             9 |            12 |            13 |             0 |            20 |           -50 |
|  3511 |      1 |            9 |         5991 |            0 |            0 |         3900 |         2160 |            0 |            0 |            0 |   12051 |            61 |            30 |             0 |             0 |            20 |            11 |             0 |             0 |             0 |
|  3642 |      1 |            6 |        11412 |            0 |            0 |          750 |            0 |            0 |            0 |            0 |   12162 |            61 |            57 |             0 |             0 |             4 |             0 |             0 |             0 |             0 |
|  3688 |      1 |            9 |         3210 |            0 |            0 |         3000 |         6000 |            0 |            0 |            0 |   12210 |            61 |            16 |             0 |             0 |            15 |            30 |             0 |             0 |             0 |
|  3700 |      1 |            9 |         3423 |            0 |            0 |         4500 |         4200 |            0 |            0 |            0 |   12123 |            61 |            17 |             0 |             0 |            23 |            21 |             0 |             0 |             0 |
|  1143 |      1 |            6 |            0 |         5400 |            0 |         4950 |         2100 |            0 |            0 |            0 |   12450 |            62 |             0 |            27 |             0 |            25 |            11 |             0 |             0 |             0 |
|  1152 |      1 |            3 |         6294 |            0 |            0 |         6000 |            0 |            0 |            0 |            0 |   12294 |            62 |            32 |             0 |             0 |            30 |             0 |             0 |             0 |             0 |
|  1183 |      1 |            6 |         6915 |            0 |            0 |         5400 |            0 |            0 |            0 |            0 |   12315 |            62 |            35 |             0 |             0 |            27 |             0 |             0 |             0 |             0 |
|  1353 |      1 |            6 |         5412 |            0 |            0 |         5700 |         1305 |            0 |            0 |            0 |   12417 |            62 |            27 |             0 |             0 |            29 |             7 |             0 |             0 |             0 |
|  1843 |      1 |            6 |         6027 |            0 |            0 |         4500 |         1770 |            0 |            0 |            0 |   12297 |            62 |            30 |             0 |             0 |            23 |             9 |             0 |             0 |             0 |
|  1947 |      1 |            6 |            0 |            0 |            0 |         4500 |         7800 |            0 |            0 |            0 |   12300 |            62 |             0 |             0 |             0 |            23 |            39 |             0 |             0 |             0 |
|  1987 |      1 |            6 |            0 |            0 |            0 |         3900 |         8400 |            0 |            0 |            0 |   12300 |            62 |             0 |             0 |             0 |            20 |            42 |             0 |             0 |             0 |
|  2018 |      1 |            3 |         3924 |            0 |            0 |         1800 |            0 |            0 |         3280 |         3280 |   12284 |            62 |            20 |             0 |             0 |             9 |             0 |             0 |            17 |            17 |
|  2355 |      1 |            6 |        10452 |            0 |            0 |         1890 |            0 |            0 |            0 |            0 |   12342 |            62 |            53 |             0 |             0 |            10 |             0 |             0 |             0 |             0 |
|  2494 |      1 |            6 |        10338 |            0 |            0 |         1950 |            0 |            0 |            0 |            0 |   12288 |            62 |            52 |             0 |             0 |            10 |             0 |             0 |             0 |             0 |
|  2536 |      1 |            9 |        10482 |            0 |            0 |         1800 |            0 |            0 |            0 |            0 |   12282 |            62 |            53 |             0 |             0 |             9 |             0 |             0 |             0 |             0 |
|  3513 |      1 |            3 |            0 |            0 |            0 |         3000 |         4380 |            0 |         2500 |         2500 |   12380 |            62 |             0 |             0 |             0 |            15 |            22 |             0 |            13 |            13 |
|  3656 |      1 |            9 |         6951 |            0 |            0 |         2400 |         3000 |            0 |            0 |            0 |   12351 |            62 |            35 |             0 |             0 |            12 |            15 |             0 |             0 |             0 |
|  3915 |      1 |            9 |         9444 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   12444 |            62 |            47 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|  3999 |      1 |            6 |         6417 |            0 |            0 |         6000 |            0 |            0 |            0 |            0 |   12417 |            62 |            32 |             0 |             0 |            30 |             0 |             0 |             0 |             0 |
|    76 |      1 |            6 |        12483 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   12483 |            63 |            63 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   243 |      1 |            6 |        10341 |            0 |            0 |         2250 |            0 |            0 |            0 |            0 |   12591 |            63 |            52 |             0 |             0 |            11 |             0 |             0 |             0 |             0 |
|   283 |      1 |            6 |         5703 |            0 |            0 |         4500 |         2400 |            0 |            0 |            0 |   12603 |            63 |            29 |             0 |             0 |            23 |            12 |             0 |             0 |             0 |
|   291 |      1 |            9 |            0 |            0 |            0 |         4500 |         8100 |            0 |            0 |            0 |   12600 |            63 |             0 |             0 |             0 |            23 |            41 |             0 |             0 |             0 |
|  1352 |      1 |            6 |         5352 |            0 |            0 |         4500 |         2655 |            0 |            0 |            0 |   12507 |            63 |            27 |             0 |             0 |            23 |            14 |             0 |             0 |             0 |
|  1379 |      1 |           12 |         7989 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   12489 |            63 |            40 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1967 |      1 |            9 |         3900 |            0 |            0 |         3600 |         4965 |            0 |            0 |            0 |   12465 |            63 |            20 |             0 |             0 |            18 |            25 |             0 |             0 |             0 |
|  1991 |      1 |            6 |         5709 |            0 |            0 |         2100 |         4800 |            0 |            0 |            0 |   12609 |            63 |            29 |             0 |             0 |            11 |            24 |             0 |             0 |             0 |
|  2090 |      1 |            9 |         8019 |            0 |            0 |         3000 |         1500 |            0 |            0 |            0 |   12519 |            63 |            40 |             0 |             0 |            15 |             8 |             0 |             0 |             0 |
|  2131 |      1 |            9 |         9936 |            0 |            0 |         2700 |            0 |            0 |            0 |            0 |   12636 |            63 |            50 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|  2538 |      1 |           12 |         7590 |          600 |            0 |         1500 |         3630 |            0 |            0 |         -740 |   12580 |            63 |            38 |             3 |             0 |             8 |            18 |             0 |             0 |            -3 |
|  3673 |      1 |           15 |         7095 |            0 |            0 |         1950 |         3600 |            0 |            0 |            0 |   12645 |            63 |            36 |             0 |             0 |            10 |            18 |             0 |             0 |             0 |
|  3784 |      1 |            9 |         5319 |            0 |            0 |         3600 |         3720 |            0 |            0 |            0 |   12639 |            63 |            27 |             0 |             0 |            18 |            19 |             0 |             0 |             0 |
|  3913 |      1 |           12 |         9825 |            0 |            0 |         2700 |            0 |            0 |            0 |            0 |   12525 |            63 |            49 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|  4024 |      1 |            6 |         8916 |            0 |            0 |         3600 |            0 |            0 |            0 |            0 |   12516 |            63 |            45 |             0 |             0 |            18 |             0 |             0 |             0 |             0 |
|  4038 |      1 |            6 |         5349 |            0 |            0 |         3600 |         3600 |            0 |            0 |            0 |   12549 |            63 |            27 |             0 |             0 |            18 |            18 |             0 |             0 |             0 |
|   233 |      1 |            6 |         4635 |            0 |            0 |         5400 |         2700 |            0 |            0 |            0 |   12735 |            64 |            23 |             0 |             0 |            27 |            14 |             0 |             0 |             0 |
|   241 |      1 |            9 |         6057 |            0 |            0 |         4500 |         2250 |            0 |            0 |            0 |   12807 |            64 |            31 |             0 |             0 |            23 |            11 |             0 |             0 |             0 |
|  1214 |      1 |            9 |         3732 |            0 |            0 |         5400 |         3615 |            0 |            0 |            0 |   12747 |            64 |            19 |             0 |             0 |            27 |            18 |             0 |             0 |             0 |
|  2125 |      1 |            3 |         2850 |            0 |            0 |         1500 |            0 |            0 |         4200 |         4200 |   12750 |            64 |            14 |             0 |             0 |             8 |             0 |             0 |            21 |            21 |
|  2129 |      1 |            9 |         3636 |            0 |            0 |         2700 |         6321 |            0 |            0 |            0 |   12657 |            64 |            18 |             0 |             0 |            14 |            32 |             0 |             0 |             0 |
|  2333 |      1 |           15 |        11946 |            0 |            0 |          900 |            0 |            0 |            0 |            0 |   12846 |            64 |            60 |             0 |             0 |             5 |             0 |             0 |             0 |             0 |
|  2474 |      1 |            9 |        11406 |            0 |            0 |         1350 |            0 |            0 |            0 |            0 |   12756 |            64 |            57 |             0 |             0 |             7 |             0 |             0 |             0 |             0 |
|  2540 |      1 |            9 |         3993 |          600 |            0 |         1500 |         6600 |            0 |            0 |            0 |   12693 |            64 |            20 |             3 |             0 |             8 |            33 |             0 |             0 |             0 |
|  3524 |      1 |            9 |         2712 |            0 |            0 |         4500 |         5550 |            0 |            0 |            0 |   12762 |            64 |            14 |             0 |             0 |            23 |            28 |             0 |             0 |             0 |
|  3703 |      1 |            9 |         4278 |            0 |            0 |         4500 |         4050 |            0 |            0 |            0 |   12828 |            64 |            22 |             0 |             0 |            23 |            20 |             0 |             0 |             0 |
|   136 |      1 |            9 |            0 |            0 |            0 |         4500 |         8400 |            0 |            0 |            0 |   12900 |            65 |             0 |             0 |             0 |            23 |            42 |             0 |             0 |             0 |
|   148 |      1 |           12 |            0 |            0 |            0 |         6000 |         6900 |            0 |            0 |            0 |   12900 |            65 |             0 |             0 |             0 |            30 |            35 |             0 |             0 |             0 |
|   180 |      1 |            9 |            0 |            0 |            0 |         4500 |         8400 |            0 |            0 |            0 |   12900 |            65 |             0 |             0 |             0 |            23 |            42 |             0 |             0 |             0 |
|  1178 |      1 |            9 |            0 |         8100 |            0 |         4800 |            0 |            0 |            0 |            0 |   12900 |            65 |             0 |            41 |             0 |            24 |             0 |             0 |             0 |             0 |
|  1341 |      1 |            6 |         8997 |            0 |            0 |         4050 |            0 |            0 |            0 |            0 |   13047 |            65 |            45 |             0 |             0 |            20 |             0 |             0 |             0 |             0 |
|  1949 |      1 |            9 |         5709 |            0 |            0 |         3000 |         4200 |            0 |            0 |            0 |   12909 |            65 |            29 |             0 |             0 |            15 |            21 |             0 |             0 |             0 |
|  1964 |      1 |            9 |         4257 |            0 |            0 |         3750 |         4920 |            0 |            0 |            0 |   12927 |            65 |            22 |             0 |             0 |            19 |            25 |             0 |             0 |             0 |
|  2005 |      1 |            9 |         4458 |            0 |            0 |         4500 |         3900 |            0 |            0 |            0 |   12858 |            65 |            23 |             0 |             0 |            23 |            20 |             0 |             0 |             0 |
|  2064 |      1 |            6 |         9102 |            0 |            0 |         3900 |            0 |            0 |            0 |            0 |   13002 |            65 |            46 |             0 |             0 |            20 |             0 |             0 |             0 |             0 |
|  2108 |      1 |           18 |         5703 |            0 |            0 |         4500 |            0 |            0 |            0 |         2700 |   12903 |            65 |            29 |             0 |             0 |            23 |             0 |             0 |             0 |            14 |
|  2478 |      1 |            9 |        11658 |            0 |            0 |         1200 |            0 |            0 |            0 |            0 |   12858 |            65 |            59 |             0 |             0 |             6 |             0 |             0 |             0 |             0 |
|  2523 |      1 |            6 |        10338 |            0 |            0 |         2700 |            0 |            0 |            0 |            0 |   13038 |            65 |            52 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|  3574 |      1 |            6 |            0 |            0 |            0 |         3000 |        10500 |            0 |            0 |         -630 |   12870 |            65 |             0 |             0 |             0 |            15 |            53 |             0 |             0 |            -3 |
|  3646 |      1 |            6 |         9897 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   12897 |            65 |            50 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|  3679 |      1 |            9 |        10143 |            0 |            0 |         2850 |            0 |            0 |            0 |            0 |   12993 |            65 |            51 |             0 |             0 |            14 |             0 |             0 |             0 |             0 |
|   150 |      1 |            6 |        10128 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   13128 |            66 |            51 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|   254 |      1 |            9 |         9627 |            0 |            0 |         3600 |            0 |            0 |            0 |            0 |   13227 |            66 |            48 |             0 |             0 |            18 |             0 |             0 |             0 |             0 |
|   312 |      1 |            6 |         8556 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13056 |            66 |            43 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1363 |      1 |            6 |         9648 |            0 |            0 |         3600 |            0 |            0 |            0 |            0 |   13248 |            66 |            48 |             0 |             0 |            18 |             0 |             0 |             0 |             0 |
|  1410 |      1 |            6 |         4218 |            0 |            0 |         5700 |         3165 |            0 |            0 |            0 |   13083 |            66 |            21 |             0 |             0 |            29 |            16 |             0 |             0 |             0 |
|  1489 |      1 |            6 |         6996 |            0 |            0 |         3600 |         2505 |            0 |            0 |            0 |   13101 |            66 |            35 |             0 |             0 |            18 |            13 |             0 |             0 |             0 |
|  1498 |      1 |            3 |         6489 |            0 |            0 |         6600 |            0 |            0 |            0 |            0 |   13089 |            66 |            33 |             0 |             0 |            33 |             0 |             0 |             0 |             0 |
|  1816 |      1 |            6 |        13224 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   13224 |            66 |            66 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2493 |      1 |            9 |        11445 |            0 |            0 |         1800 |            0 |            0 |            0 |            0 |   13245 |            66 |            57 |             0 |             0 |             9 |             0 |             0 |             0 |             0 |
|  3583 |      1 |            6 |        11628 |            0 |            0 |         1500 |            0 |            0 |            0 |            0 |   13128 |            66 |            58 |             0 |             0 |             8 |             0 |             0 |             0 |             0 |
|  3708 |      1 |            9 |         7734 |            0 |            0 |         4500 |          900 |            0 |            0 |            0 |   13134 |            66 |            39 |             0 |             0 |            23 |             5 |             0 |             0 |             0 |
|  3742 |      1 |            6 |         3567 |            0 |            0 |         4500 |         5100 |            0 |            0 |            0 |   13167 |            66 |            18 |             0 |             0 |            23 |            26 |             0 |             0 |             0 |
|  3766 |      1 |            6 |         9036 |            0 |            0 |         2250 |         1950 |            0 |            0 |            0 |   13236 |            66 |            45 |             0 |             0 |            11 |            10 |             0 |             0 |             0 |
|  3791 |      1 |            6 |         9486 |            0 |            0 |         3750 |            0 |            0 |            0 |            0 |   13236 |            66 |            48 |             0 |             0 |            19 |             0 |             0 |             0 |             0 |
|  3842 |      1 |            9 |        13200 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   13200 |            66 |            66 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3912 |      1 |            9 |         8019 |            0 |            0 |         1800 |         3300 |            0 |            0 |            0 |   13119 |            66 |            40 |             0 |             0 |             9 |            17 |             0 |             0 |             0 |
|  3965 |      1 |            9 |            0 |            0 |            0 |         3300 |         9765 |            0 |            0 |            0 |   13065 |            66 |             0 |             0 |             0 |            17 |            49 |             0 |             0 |             0 |
|  4061 |      1 |           15 |        10182 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   13182 |            66 |            51 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|     1 |      1 |           15 |         7134 |            0 |            0 |         1500 |         4800 |            0 |            0 |            0 |   13434 |            67 |            36 |             0 |             0 |             8 |            24 |             0 |             0 |             0 |
|   205 |      1 |            9 |         8916 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13416 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|   221 |      1 |           12 |        11766 |            0 |            0 |         1500 |            0 |            0 |            0 |            0 |   13266 |            67 |            59 |             0 |             0 |             8 |             0 |             0 |             0 |             0 |
|   338 |      1 |            6 |         8913 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13413 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1136 |      1 |            6 |         5157 |            0 |            0 |         8250 |            0 |            0 |            0 |            0 |   13407 |            67 |            26 |             0 |             0 |            41 |             0 |             0 |             0 |             0 |
|  1344 |      1 |            6 |         8298 |            0 |            0 |            0 |            0 |            0 |            0 |         5000 |   13298 |            67 |            42 |             0 |             0 |             0 |             0 |             0 |             0 |            25 |
|  1828 |      1 |            6 |         9804 |            0 |            0 |         3600 |            0 |            0 |            0 |            0 |   13404 |            67 |            49 |             0 |             0 |            18 |             0 |             0 |             0 |             0 |
|  1842 |      1 |            9 |         8949 |            0 |            0 |         2250 |         2196 |            0 |            0 |            0 |   13395 |            67 |            45 |             0 |             0 |            11 |            11 |             0 |             0 |             0 |
|  1910 |      1 |            9 |         2499 |            0 |            0 |         4500 |         5400 |          870 |            0 |            0 |   13269 |            67 |            13 |             0 |             0 |            23 |            27 |             5 |             0 |             0 |
|  1995 |      1 |            6 |         8919 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13419 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  2070 |      1 |            6 |         8919 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13419 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  2492 |      1 |            6 |        11445 |            0 |            0 |         1950 |            0 |            0 |            0 |            0 |   13395 |            67 |            57 |             0 |             0 |            10 |             0 |             0 |             0 |             0 |
|  3491 |      1 |            6 |         2565 |            0 |            0 |         6000 |         4800 |            0 |            0 |            0 |   13365 |            67 |            13 |             0 |             0 |            30 |            24 |             0 |             0 |             0 |
|  3556 |      1 |            3 |         8919 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13419 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  3665 |      1 |            9 |        10908 |            0 |            0 |         2400 |            0 |            0 |            0 |            0 |   13308 |            67 |            55 |             0 |             0 |            12 |             0 |             0 |             0 |             0 |
|  3737 |      1 |            3 |         8919 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13419 |            67 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  3886 |      1 |           12 |        10308 |            0 |            0 |         3000 |            0 |            0 |            0 |            0 |   13308 |            67 |            52 |             0 |             0 |            15 |             0 |             0 |             0 |             0 |
|  4082 |      1 |           12 |         7662 |            0 |            0 |         4500 |         1200 |            0 |            0 |            0 |   13362 |            67 |            39 |             0 |             0 |            23 |             6 |             0 |             0 |             0 |
|  4109 |      1 |            6 |         3567 |            0 |            0 |         4200 |         5499 |            0 |            0 |            0 |   13266 |            67 |            18 |             0 |             0 |            21 |            28 |             0 |             0 |             0 |
|   339 |      1 |            6 |        13551 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   13551 |            68 |            68 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1167 |      1 |            6 |         8991 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13491 |            68 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1179 |      1 |            6 |         8802 |            0 |            0 |         4800 |            0 |            0 |            0 |            0 |   13602 |            68 |            44 |             0 |             0 |            24 |             0 |             0 |             0 |             0 |
|  1354 |      1 |            9 |         8052 |            0 |            0 |         5400 |            0 |            0 |            0 |            0 |   13452 |            68 |            41 |             0 |             0 |            27 |             0 |             0 |             0 |             0 |
|  1359 |      1 |            6 |         6800 |            0 |            0 |         3600 |         2595 |            0 |          460 |            0 |   13455 |            68 |            34 |             0 |             0 |            18 |            13 |             0 |             3 |             0 |
|  1366 |      1 |            6 |         8958 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13458 |            68 |            45 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1389 |      1 |            6 |         9141 |            0 |            0 |         4500 |            0 |            0 |            0 |            0 |   13641 |            68 |            46 |             0 |             0 |            23 |             0 |             0 |             0 |             0 |
|  1416 |      1 |            6 |         8358 |            0 |            0 |         5250 |            0 |            0 |            0 |            0 |   13608 |            68 |            42 |             0 |             0 |            26 |             0 |             0 |             0 |             0 |
|  1417 |      1 |            9 |            0 |            0 |            0 |         7500 |         6120 |            0 |            0 |            0 |   13620 |            68 |             0 |             0 |             0 |            38 |            31 |             0 |             0 |             0 |
|  1424 |      1 |            6 |         5061 |            0 |            0 |         6000 |         2475 |            0 |            0 |            0 |   13536 |            68 |            26 |             0 |             0 |            30 |            13 |             0 |             0 |             0 |
|  1548 |      1 |            6 |        13551 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   13551 |            68 |            68 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1836 |      1 |            3 |        13533 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |   13533 |            68 |            68 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
